
These predictions were generated by SubDyn on 08-Jun-2026 at 17:07:19.




    Time	  IntfRDYss	   M1N1FKze	   M1N2FKze	   M1N3FKze	   M2N1FKze	   M2N2FKze	   M2N3FKze	   M1N1FKye	   M1N2FKye	   M1N3FKye	   M2N1FKye	   M2N2FKye	   M2N3FKye	   M1N1MKxe	   M1N2MKxe	   M1N3MKxe	   M2N1MKxe	   M2N2MKxe	   M2N3MKxe
   48.8000	-8.5172E-01	-9.0754E+05	-6.8435E+05	-4.6115E+05	-4.6115E+05	-2.3795E+05	-1.4758E+04	 7.9449E+05	 5.9910E+05	 4.0371E+05	 4.0371E+05	 2.0831E+05	 1.2919E+04	-4.0500E+06	-2.3080E+06	-1.0545E+06	-1.0545E+06	-2.8946E+05	-1.2919E+04
   48.8100	-8.5189E-01	-9.0768E+05	-6.8445E+05	-4.6122E+05	-4.6122E+05	-2.3799E+05	-1.4759E+04	 7.9433E+05	 5.9898E+05	 4.0363E+05	 4.0363E+05	 2.0827E+05	 1.2917E+04	-4.0492E+06	-2.3075E+06	-1.0543E+06	-1.0543E+06	-2.8940E+05	-1.2917E+04
   48.8200	-8.5207E-01	-9.0782E+05	-6.8455E+05	-4.6129E+05	-4.6129E+05	-2.3803E+05	-1.4762E+04	 7.9418E+05	 5.9886E+05	 4.0354E+05	 4.0354E+05	 2.0823E+05	 1.2914E+04	-4.0484E+06	-2.3071E+06	-1.0541E+06	-1.0541E+06	-2.8934E+05	-1.2915E+04
   48.8300	-8.5224E-01	-9.0796E+05	-6.8466E+05	-4.6136E+05	-4.6136E+05	-2.3806E+05	-1.4764E+04	 7.9402E+05	 5.9874E+05	 4.0346E+05	 4.0346E+05	 2.0819E+05	 1.2911E+04	-4.0476E+06	-2.3066E+06	-1.0539E+06	-1.0539E+06	-2.8929E+05	-1.2912E+04
   48.8400	-8.5242E-01	-9.0810E+05	-6.8476E+05	-4.6143E+05	-4.6143E+05	-2.3810E+05	-1.4766E+04	 7.9386E+05	 5.9862E+05	 4.0338E+05	 4.0338E+05	 2.0815E+05	 1.2909E+04	-4.0467E+06	-2.3061E+06	-1.0536E+06	-1.0536E+06	-2.8923E+05	-1.2910E+04
   48.8500	-8.5259E-01	-9.0823E+05	-6.8487E+05	-4.6150E+05	-4.6150E+05	-2.3814E+05	-1.4769E+04	 7.9370E+05	 5.9850E+05	 4.0330E+05	 4.0330E+05	 2.0810E+05	 1.2906E+04	-4.0459E+06	-2.3057E+06	-1.0534E+06	-1.0534E+06	-2.8917E+05	-1.2906E+04
   48.8600	-8.5277E-01	-9.0837E+05	-6.8497E+05	-4.6157E+05	-4.6157E+05	-2.3817E+05	-1.4771E+04	 7.9354E+05	 5.9838E+05	 4.0322E+05	 4.0322E+05	 2.0806E+05	 1.2903E+04	-4.0451E+06	-2.3052E+06	-1.0532E+06	-1.0532E+06	-2.8911E+05	-1.2905E+04
   48.8700	-8.5294E-01	-9.0851E+05	-6.8508E+05	-4.6164E+05	-4.6164E+05	-2.3821E+05	-1.4773E+04	 7.9338E+05	 5.9826E+05	 4.0314E+05	 4.0314E+05	 2.0802E+05	 1.2901E+04	-4.0443E+06	-2.3048E+06	-1.0530E+06	-1.0530E+06	-2.8905E+05	-1.2901E+04
   48.8800	-8.5312E-01	-9.0865E+05	-6.8518E+05	-4.6171E+05	-4.6171E+05	-2.3824E+05	-1.4775E+04	 7.9322E+05	 5.9814E+05	 4.0306E+05	 4.0306E+05	 2.0798E+05	 1.2898E+04	-4.0435E+06	-2.3043E+06	-1.0528E+06	-1.0528E+06	-2.8900E+05	-1.2898E+04
   48.8900	-8.5329E-01	-9.0879E+05	-6.8529E+05	-4.6178E+05	-4.6178E+05	-2.3828E+05	-1.4778E+04	 7.9307E+05	 5.9802E+05	 4.0298E+05	 4.0298E+05	 2.0794E+05	 1.2896E+04	-4.0427E+06	-2.3038E+06	-1.0526E+06	-1.0526E+06	-2.8894E+05	-1.2895E+04
   48.9000	-8.5347E-01	-9.0893E+05	-6.8539E+05	-4.6185E+05	-4.6185E+05	-2.3832E+05	-1.4780E+04	 7.9291E+05	 5.9790E+05	 4.0290E+05	 4.0290E+05	 2.0790E+05	 1.2894E+04	-4.0419E+06	-2.3034E+06	-1.0524E+06	-1.0524E+06	-2.8888E+05	-1.2893E+04
   48.9100	-8.5364E-01	-9.0907E+05	-6.8549E+05	-4.6192E+05	-4.6192E+05	-2.3835E+05	-1.4782E+04	 7.9275E+05	 5.9778E+05	 4.0282E+05	 4.0282E+05	 2.0786E+05	 1.2891E+04	-4.0411E+06	-2.3029E+06	-1.0522E+06	-1.0522E+06	-2.8882E+05	-1.2890E+04
   48.9200	-8.5382E-01	-9.0920E+05	-6.8560E+05	-4.6199E+05	-4.6199E+05	-2.3839E+05	-1.4785E+04	 7.9259E+05	 5.9766E+05	 4.0274E+05	 4.0274E+05	 2.0781E+05	 1.2888E+04	-4.0403E+06	-2.3025E+06	-1.0520E+06	-1.0520E+06	-2.8876E+05	-1.2888E+04
   48.9300	-8.5399E-01	-9.0934E+05	-6.8570E+05	-4.6206E+05	-4.6206E+05	-2.3843E+05	-1.4787E+04	 7.9243E+05	 5.9754E+05	 4.0266E+05	 4.0266E+05	 2.0777E+05	 1.2885E+04	-4.0395E+06	-2.3020E+06	-1.0517E+06	-1.0517E+06	-2.8871E+05	-1.2885E+04
   48.9400	-8.5416E-01	-9.0948E+05	-6.8581E+05	-4.6213E+05	-4.6213E+05	-2.3846E+05	-1.4789E+04	 7.9227E+05	 5.9743E+05	 4.0258E+05	 4.0258E+05	 2.0773E+05	 1.2883E+04	-4.0387E+06	-2.3015E+06	-1.0515E+06	-1.0515E+06	-2.8865E+05	-1.2882E+04
   48.9500	-8.5434E-01	-9.0962E+05	-6.8591E+05	-4.6220E+05	-4.6221E+05	-2.3850E+05	-1.4791E+04	 7.9211E+05	 5.9731E+05	 4.0250E+05	 4.0250E+05	 2.0769E+05	 1.2880E+04	-4.0378E+06	-2.3011E+06	-1.0513E+06	-1.0513E+06	-2.8859E+05	-1.2881E+04
   48.9600	-8.5451E-01	-9.0976E+05	-6.8602E+05	-4.6227E+05	-4.6227E+05	-2.3853E+05	-1.4793E+04	 7.9196E+05	 5.9719E+05	 4.0242E+05	 4.0242E+05	 2.0765E+05	 1.2878E+04	-4.0370E+06	-2.3006E+06	-1.0511E+06	-1.0511E+06	-2.8853E+05	-1.2878E+04
   48.9700	-8.5469E-01	-9.0989E+05	-6.8612E+05	-4.6235E+05	-4.6235E+05	-2.3857E+05	-1.4795E+04	 7.9180E+05	 5.9707E+05	 4.0234E+05	 4.0234E+05	 2.0761E+05	 1.2875E+04	-4.0362E+06	-2.3002E+06	-1.0509E+06	-1.0509E+06	-2.8847E+05	-1.2875E+04
   48.9800	-8.5486E-01	-9.1003E+05	-6.8622E+05	-4.6242E+05	-4.6242E+05	-2.3861E+05	-1.4798E+04	 7.9164E+05	 5.9695E+05	 4.0226E+05	 4.0226E+05	 2.0756E+05	 1.2873E+04	-4.0354E+06	-2.2997E+06	-1.0507E+06	-1.0507E+06	-2.8842E+05	-1.2872E+04
   48.9900	-8.5504E-01	-9.1017E+05	-6.8633E+05	-4.6249E+05	-4.6249E+05	-2.3864E+05	-1.4800E+04	 7.9148E+05	 5.9683E+05	 4.0217E+05	 4.0217E+05	 2.0752E+05	 1.2870E+04	-4.0346E+06	-2.2992E+06	-1.0505E+06	-1.0505E+06	-2.8836E+05	-1.2869E+04
   49.0000	-8.5521E-01	-9.1031E+05	-6.8643E+05	-4.6256E+05	-4.6256E+05	-2.3868E+05	-1.4802E+04	 7.9132E+05	 5.9671E+05	 4.0209E+05	 4.0209E+05	 2.0748E+05	 1.2868E+04	-4.0338E+06	-2.2988E+06	-1.0503E+06	-1.0503E+06	-2.8830E+05	-1.2867E+04
   49.0100	-8.5539E-01	-9.1045E+05	-6.8654E+05	-4.6263E+05	-4.6263E+05	-2.3872E+05	-1.4804E+04	 7.9116E+05	 5.9659E+05	 4.0201E+05	 4.0201E+05	 2.0744E+05	 1.2865E+04	-4.0330E+06	-2.2983E+06	-1.0501E+06	-1.0501E+06	-2.8824E+05	-1.2865E+04
   49.0200	-8.5556E-01	-9.1058E+05	-6.8664E+05	-4.6270E+05	-4.6270E+05	-2.3875E+05	-1.4807E+04	 7.9100E+05	 5.9647E+05	 4.0193E+05	 4.0193E+05	 2.0740E+05	 1.2862E+04	-4.0322E+06	-2.2978E+06	-1.0498E+06	-1.0498E+06	-2.8819E+05	-1.2863E+04
   49.0300	-8.5574E-01	-9.1072E+05	-6.8674E+05	-4.6277E+05	-4.6277E+05	-2.3879E+05	-1.4809E+04	 7.9084E+05	 5.9635E+05	 4.0185E+05	 4.0185E+05	 2.0736E+05	 1.2860E+04	-4.0314E+06	-2.2974E+06	-1.0496E+06	-1.0496E+06	-2.8813E+05	-1.2860E+04
   49.0400	-8.5591E-01	-9.1086E+05	-6.8685E+05	-4.6284E+05	-4.6284E+05	-2.3882E+05	-1.4811E+04	 7.9068E+05	 5.9623E+05	 4.0177E+05	 4.0177E+05	 2.0731E+05	 1.2857E+04	-4.0306E+06	-2.2969E+06	-1.0494E+06	-1.0494E+06	-2.8807E+05	-1.2857E+04
   49.0500	-8.5608E-01	-9.1100E+05	-6.8695E+05	-4.6291E+05	-4.6291E+05	-2.3886E+05	-1.4814E+04	 7.9052E+05	 5.9611E+05	 4.0169E+05	 4.0169E+05	 2.0727E+05	 1.2855E+04	-4.0298E+06	-2.2965E+06	-1.0492E+06	-1.0492E+06	-2.8801E+05	-1.2854E+04
   49.0600	-8.5626E-01	-9.1114E+05	-6.8706E+05	-4.6298E+05	-4.6298E+05	-2.3890E+05	-1.4816E+04	 7.9037E+05	 5.9599E+05	 4.0161E+05	 4.0161E+05	 2.0723E+05	 1.2851E+04	-4.0289E+06	-2.2960E+06	-1.0490E+06	-1.0490E+06	-2.8795E+05	-1.2853E+04
   49.0700	-8.5643E-01	-9.1128E+05	-6.8716E+05	-4.6305E+05	-4.6305E+05	-2.3893E+05	-1.4818E+04	 7.9021E+05	 5.9587E+05	 4.0153E+05	 4.0153E+05	 2.0719E+05	 1.2849E+04	-4.0281E+06	-2.2955E+06	-1.0488E+06	-1.0488E+06	-2.8790E+05	-1.2850E+04
   49.0800	-8.5661E-01	-9.1141E+05	-6.8726E+05	-4.6312E+05	-4.6312E+05	-2.3897E+05	-1.4820E+04	 7.9005E+05	 5.9575E+05	 4.0145E+05	 4.0145E+05	 2.0715E+05	 1.2847E+04	-4.0273E+06	-2.2951E+06	-1.0486E+06	-1.0486E+06	-2.8784E+05	-1.2846E+04
   49.0900	-8.5678E-01	-9.1155E+05	-6.8737E+05	-4.6319E+05	-4.6319E+05	-2.3900E+05	-1.4822E+04	 7.8989E+05	 5.9563E+05	 4.0137E+05	 4.0137E+05	 2.0711E+05	 1.2844E+04	-4.0265E+06	-2.2946E+06	-1.0484E+06	-1.0484E+06	-2.8778E+05	-1.2844E+04
   49.1000	-8.5696E-01	-9.1169E+05	-6.8747E+05	-4.6326E+05	-4.6326E+05	-2.3904E+05	-1.4825E+04	 7.8973E+05	 5.9551E+05	 4.0129E+05	 4.0129E+05	 2.0706E+05	 1.2841E+04	-4.0257E+06	-2.2942E+06	-1.0482E+06	-1.0482E+06	-2.8772E+05	-1.2843E+04
   49.1100	-8.5713E-01	-9.1183E+05	-6.8758E+05	-4.6333E+05	-4.6333E+05	-2.3908E+05	-1.4827E+04	 7.8957E+05	 5.9539E+05	 4.0121E+05	 4.0120E+05	 2.0702E+05	 1.2839E+04	-4.0249E+06	-2.2937E+06	-1.0479E+06	-1.0479E+06	-2.8766E+05	-1.2839E+04
   49.1200	-8.5731E-01	-9.1196E+05	-6.8768E+05	-4.6340E+05	-4.6340E+05	-2.3911E+05	-1.4829E+04	 7.8941E+05	 5.9527E+05	 4.0112E+05	 4.0112E+05	 2.0698E+05	 1.2836E+04	-4.0241E+06	-2.2932E+06	-1.0477E+06	-1.0477E+06	-2.8761E+05	-1.2837E+04
   49.1300	-8.5748E-01	-9.1210E+05	-6.8778E+05	-4.6347E+05	-4.6347E+05	-2.3915E+05	-1.4832E+04	 7.8925E+05	 5.9515E+05	 4.0104E+05	 4.0104E+05	 2.0694E+05	 1.2834E+04	-4.0233E+06	-2.2928E+06	-1.0475E+06	-1.0475E+06	-2.8755E+05	-1.2834E+04
   49.1400	-8.5765E-01	-9.1224E+05	-6.8789E+05	-4.6354E+05	-4.6354E+05	-2.3919E+05	-1.4834E+04	 7.8909E+05	 5.9503E+05	 4.0096E+05	 4.0096E+05	 2.0690E+05	 1.2831E+04	-4.0225E+06	-2.2923E+06	-1.0473E+06	-1.0473E+06	-2.8749E+05	-1.2832E+04
   49.1500	-8.5783E-01	-9.1238E+05	-6.8799E+05	-4.6361E+05	-4.6361E+05	-2.3922E+05	-1.4836E+04	 7.8893E+05	 5.9491E+05	 4.0088E+05	 4.0088E+05	 2.0685E+05	 1.2828E+04	-4.0216E+06	-2.2918E+06	-1.0471E+06	-1.0471E+06	-2.8743E+05	-1.2829E+04
   49.1600	-8.5800E-01	-9.1252E+05	-6.8810E+05	-4.6368E+05	-4.6368E+05	-2.3926E+05	-1.4838E+04	 7.8877E+05	 5.9479E+05	 4.0080E+05	 4.0080E+05	 2.0681E+05	 1.2826E+04	-4.0208E+06	-2.2914E+06	-1.0469E+06	-1.0469E+06	-2.8737E+05	-1.2826E+04
   49.1700	-8.5818E-01	-9.1265E+05	-6.8820E+05	-4.6375E+05	-4.6375E+05	-2.3929E+05	-1.4841E+04	 7.8862E+05	 5.9467E+05	 4.0072E+05	 4.0072E+05	 2.0677E+05	 1.2823E+04	-4.0200E+06	-2.2909E+06	-1.0467E+06	-1.0467E+06	-2.8732E+05	-1.2824E+04
   49.1800	-8.5835E-01	-9.1279E+05	-6.8830E+05	-4.6382E+05	-4.6382E+05	-2.3933E+05	-1.4843E+04	 7.8846E+05	 5.9455E+05	 4.0064E+05	 4.0064E+05	 2.0673E+05	 1.2820E+04	-4.0192E+06	-2.2905E+06	-1.0465E+06	-1.0465E+06	-2.8726E+05	-1.2821E+04
   49.1900	-8.5853E-01	-9.1293E+05	-6.8841E+05	-4.6389E+05	-4.6389E+05	-2.3937E+05	-1.4845E+04	 7.8830E+05	 5.9443E+05	 4.0056E+05	 4.0056E+05	 2.0669E+05	 1.2818E+04	-4.0184E+06	-2.2900E+06	-1.0463E+06	-1.0463E+06	-2.8720E+05	-1.2819E+04
   49.2000	-8.5870E-01	-9.1307E+05	-6.8851E+05	-4.6396E+05	-4.6396E+05	-2.3940E+05	-1.4847E+04	 7.8814E+05	 5.9431E+05	 4.0048E+05	 4.0048E+05	 2.0665E+05	 1.2816E+04	-4.0176E+06	-2.2895E+06	-1.0460E+06	-1.0460E+06	-2.8714E+05	-1.2817E+04
   49.2100	-8.5888E-01	-9.1320E+05	-6.8862E+05	-4.6403E+05	-4.6403E+05	-2.3944E+05	-1.4849E+04	 7.8798E+05	 5.9419E+05	 4.0040E+05	 4.0040E+05	 2.0660E+05	 1.2813E+04	-4.0168E+06	-2.2891E+06	-1.0458E+06	-1.0458E+06	-2.8709E+05	-1.2813E+04
   49.2200	-8.5905E-01	-9.1334E+05	-6.8872E+05	-4.6410E+05	-4.6410E+05	-2.3947E+05	-1.4852E+04	 7.8782E+05	 5.9407E+05	 4.0031E+05	 4.0031E+05	 2.0656E+05	 1.2810E+04	-4.0160E+06	-2.2886E+06	-1.0456E+06	-1.0456E+06	-2.8703E+05	-1.2811E+04
   49.2300	-8.5923E-01	-9.1348E+05	-6.8882E+05	-4.6417E+05	-4.6417E+05	-2.3951E+05	-1.4854E+04	 7.8766E+05	 5.9395E+05	 4.0023E+05	 4.0023E+05	 2.0652E+05	 1.2808E+04	-4.0151E+06	-2.2881E+06	-1.0454E+06	-1.0454E+06	-2.8697E+05	-1.2808E+04
   49.2400	-8.5940E-01	-9.1362E+05	-6.8893E+05	-4.6424E+05	-4.6424E+05	-2.3955E+05	-1.4856E+04	 7.8750E+05	 5.9383E+05	 4.0015E+05	 4.0015E+05	 2.0648E+05	 1.2805E+04	-4.0143E+06	-2.2877E+06	-1.0452E+06	-1.0452E+06	-2.8691E+05	-1.2806E+04
   49.2500	-8.5957E-01	-9.1375E+05	-6.8903E+05	-4.6431E+05	-4.6431E+05	-2.3958E+05	-1.4859E+04	 7.8734E+05	 5.9371E+05	 4.0007E+05	 4.0007E+05	 2.0644E+05	 1.2803E+04	-4.0135E+06	-2.2872E+06	-1.0450E+06	-1.0450E+06	-2.8685E+05	-1.2804E+04
   49.2600	-8.5975E-01	-9.1389E+05	-6.8913E+05	-4.6438E+05	-4.6438E+05	-2.3962E+05	-1.4861E+04	 7.8718E+05	 5.9359E+05	 3.9999E+05	 3.9999E+05	 2.0640E+05	 1.2800E+04	-4.0127E+06	-2.2867E+06	-1.0448E+06	-1.0448E+06	-2.8679E+05	-1.2801E+04
   49.2700	-8.5992E-01	-9.1403E+05	-6.8924E+05	-4.6445E+05	-4.6445E+05	-2.3965E+05	-1.4863E+04	 7.8702E+05	 5.9346E+05	 3.9991E+05	 3.9991E+05	 2.0635E+05	 1.2797E+04	-4.0119E+06	-2.2863E+06	-1.0446E+06	-1.0446E+06	-2.8674E+05	-1.2798E+04
   49.2800	-8.6010E-01	-9.1417E+05	-6.8934E+05	-4.6451E+05	-4.6452E+05	-2.3969E+05	-1.4865E+04	 7.8686E+05	 5.9335E+05	 3.9983E+05	 3.9983E+05	 2.0631E+05	 1.2795E+04	-4.0111E+06	-2.2858E+06	-1.0444E+06	-1.0444E+06	-2.8668E+05	-1.2796E+04
   49.2900	-8.6027E-01	-9.1430E+05	-6.8944E+05	-4.6459E+05	-4.6458E+05	-2.3973E+05	-1.4867E+04	 7.8670E+05	 5.9322E+05	 3.9975E+05	 3.9975E+05	 2.0627E+05	 1.2792E+04	-4.0103E+06	-2.2854E+06	-1.0441E+06	-1.0441E+06	-2.8662E+05	-1.2793E+04
   49.3000	-8.6045E-01	-9.1444E+05	-6.8955E+05	-4.6465E+05	-4.6465E+05	-2.3976E+05	-1.4870E+04	 7.8654E+05	 5.9310E+05	 3.9967E+05	 3.9967E+05	 2.0623E+05	 1.2790E+04	-4.0095E+06	-2.2849E+06	-1.0439E+06	-1.0439E+06	-2.8656E+05	-1.2792E+04
   49.3100	-8.6062E-01	-9.1458E+05	-6.8965E+05	-4.6472E+05	-4.6472E+05	-2.3980E+05	-1.4872E+04	 7.8638E+05	 5.9298E+05	 3.9958E+05	 3.9958E+05	 2.0619E+05	 1.2787E+04	-4.0086E+06	-2.2844E+06	-1.0437E+06	-1.0437E+06	-2.8650E+05	-1.2787E+04
   49.3200	-8.6080E-01	-9.1471E+05	-6.8975E+05	-4.6479E+05	-4.6479E+05	-2.3983E+05	-1.4874E+04	 7.8622E+05	 5.9286E+05	 3.9950E+05	 3.9950E+05	 2.0614E+05	 1.2784E+04	-4.0078E+06	-2.2840E+06	-1.0435E+06	-1.0435E+06	-2.8645E+05	-1.2785E+04
   49.3300	-8.6097E-01	-9.1485E+05	-6.8986E+05	-4.6486E+05	-4.6486E+05	-2.3987E+05	-1.4876E+04	 7.8606E+05	 5.9274E+05	 3.9942E+05	 3.9942E+05	 2.0610E+05	 1.2782E+04	-4.0070E+06	-2.2835E+06	-1.0433E+06	-1.0433E+06	-2.8639E+05	-1.2782E+04
   49.3400	-8.6115E-01	-9.1499E+05	-6.8996E+05	-4.6493E+05	-4.6493E+05	-2.3991E+05	-1.4878E+04	 7.8590E+05	 5.9262E+05	 3.9934E+05	 3.9934E+05	 2.0606E+05	 1.2779E+04	-4.0062E+06	-2.2830E+06	-1.0431E+06	-1.0431E+06	-2.8633E+05	-1.2779E+04
   49.3500	-8.6132E-01	-9.1513E+05	-6.9006E+05	-4.6500E+05	-4.6500E+05	-2.3994E+05	-1.4881E+04	 7.8574E+05	 5.9250E+05	 3.9926E+05	 3.9926E+05	 2.0602E+05	 1.2777E+04	-4.0054E+06	-2.2826E+06	-1.0429E+06	-1.0429E+06	-2.8627E+05	-1.2776E+04
   49.3600	-8.6150E-01	-9.1526E+05	-6.9017E+05	-4.6507E+05	-4.6507E+05	-2.3998E+05	-1.4883E+04	 7.8558E+05	 5.9238E+05	 3.9918E+05	 3.9918E+05	 2.0598E+05	 1.2774E+04	-4.0046E+06	-2.2821E+06	-1.0427E+06	-1.0427E+06	-2.8621E+05	-1.2774E+04
   49.3700	-8.6167E-01	-9.1540E+05	-6.9027E+05	-4.6514E+05	-4.6514E+05	-2.4001E+05	-1.4885E+04	 7.8542E+05	 5.9226E+05	 3.9910E+05	 3.9910E+05	 2.0593E+05	 1.2771E+04	-4.0038E+06	-2.2816E+06	-1.0424E+06	-1.0424E+06	-2.8615E+05	-1.2773E+04
   49.3800	-8.6184E-01	-9.1554E+05	-6.9038E+05	-4.6521E+05	-4.6521E+05	-2.4005E+05	-1.4887E+04	 7.8526E+05	 5.9214E+05	 3.9902E+05	 3.9902E+05	 2.0589E+05	 1.2769E+04	-4.0029E+06	-2.2812E+06	-1.0422E+06	-1.0422E+06	-2.8610E+05	-1.2770E+04
   49.3900	-8.6202E-01	-9.1567E+05	-6.9048E+05	-4.6528E+05	-4.6528E+05	-2.4009E+05	-1.4889E+04	 7.8511E+05	 5.9202E+05	 3.9894E+05	 3.9894E+05	 2.0585E+05	 1.2766E+04	-4.0021E+06	-2.2807E+06	-1.0420E+06	-1.0420E+06	-2.8604E+05	-1.2767E+04
   49.4000	-8.6219E-01	-9.1581E+05	-6.9058E+05	-4.6535E+05	-4.6535E+05	-2.4012E+05	-1.4892E+04	 7.8494E+05	 5.9190E+05	 3.9885E+05	 3.9885E+05	 2.0581E+05	 1.2764E+04	-4.0013E+06	-2.2803E+06	-1.0418E+06	-1.0418E+06	-2.8598E+05	-1.2764E+04
   49.4100	-8.6237E-01	-9.1595E+05	-6.9068E+05	-4.6542E+05	-4.6542E+05	-2.4016E+05	-1.4894E+04	 7.8479E+05	 5.9178E+05	 3.9877E+05	 3.9877E+05	 2.0577E+05	 1.2761E+04	-4.0005E+06	-2.2798E+06	-1.0416E+06	-1.0416E+06	-2.8592E+05	-1.2762E+04
   49.4200	-8.6254E-01	-9.1609E+05	-6.9079E+05	-4.6549E+05	-4.6549E+05	-2.4019E+05	-1.4896E+04	 7.8463E+05	 5.9166E+05	 3.9869E+05	 3.9869E+05	 2.0573E+05	 1.2759E+04	-3.9997E+06	-2.2793E+06	-1.0414E+06	-1.0414E+06	-2.8586E+05	-1.2759E+04
   49.4300	-8.6272E-01	-9.1622E+05	-6.9089E+05	-4.6556E+05	-4.6556E+05	-2.4023E+05	-1.4899E+04	 7.8447E+05	 5.9154E+05	 3.9861E+05	 3.9861E+05	 2.0568E+05	 1.2756E+04	-3.9989E+06	-2.2789E+06	-1.0412E+06	-1.0412E+06	-2.8581E+05	-1.2756E+04
   49.4400	-8.6289E-01	-9.1636E+05	-6.9099E+05	-4.6563E+05	-4.6563E+05	-2.4027E+05	-1.4901E+04	 7.8431E+05	 5.9142E+05	 3.9853E+05	 3.9853E+05	 2.0564E+05	 1.2754E+04	-3.9980E+06	-2.2784E+06	-1.0410E+06	-1.0410E+06	-2.8575E+05	-1.2754E+04
   49.4500	-8.6307E-01	-9.1650E+05	-6.9110E+05	-4.6570E+05	-4.6570E+05	-2.4030E+05	-1.4903E+04	 7.8415E+05	 5.9130E+05	 3.9845E+05	 3.9845E+05	 2.0560E+05	 1.2751E+04	-3.9972E+06	-2.2779E+06	-1.0407E+06	-1.0407E+06	-2.8569E+05	-1.2751E+04
   49.4600	-8.6324E-01	-9.1663E+05	-6.9120E+05	-4.6577E+05	-4.6577E+05	-2.4034E+05	-1.4905E+04	 7.8399E+05	 5.9118E+05	 3.9837E+05	 3.9837E+05	 2.0556E+05	 1.2748E+04	-3.9964E+06	-2.2775E+06	-1.0405E+06	-1.0405E+06	-2.8563E+05	-1.2749E+04
   49.4700	-8.6341E-01	-9.1677E+05	-6.9130E+05	-4.6584E+05	-4.6584E+05	-2.4037E+05	-1.4907E+04	 7.8383E+05	 5.9106E+05	 3.9829E+05	 3.9829E+05	 2.0552E+05	 1.2745E+04	-3.9956E+06	-2.2770E+06	-1.0403E+06	-1.0403E+06	-2.8557E+05	-1.2746E+04
   49.4800	-8.6359E-01	-9.1691E+05	-6.9141E+05	-4.6591E+05	-4.6591E+05	-2.4041E+05	-1.4910E+04	 7.8367E+05	 5.9094E+05	 3.9820E+05	 3.9820E+05	 2.0547E+05	 1.2743E+04	-3.9948E+06	-2.2765E+06	-1.0401E+06	-1.0401E+06	-2.8551E+05	-1.2743E+04
   49.4900	-8.6376E-01	-9.1704E+05	-6.9151E+05	-4.6598E+05	-4.6598E+05	-2.4044E+05	-1.4912E+04	 7.8351E+05	 5.9081E+05	 3.9812E+05	 3.9812E+05	 2.0543E+05	 1.2740E+04	-3.9940E+06	-2.2761E+06	-1.0399E+06	-1.0399E+06	-2.8545E+05	-1.2740E+04
   49.5000	-8.6394E-01	-9.1718E+05	-6.9161E+05	-4.6605E+05	-4.6605E+05	-2.4048E+05	-1.4914E+04	 7.8335E+05	 5.9069E+05	 3.9804E+05	 3.9804E+05	 2.0539E+05	 1.2738E+04	-3.9932E+06	-2.2756E+06	-1.0397E+06	-1.0397E+06	-2.8540E+05	-1.2737E+04
   49.5100	-8.6411E-01	-9.1732E+05	-6.9172E+05	-4.6612E+05	-4.6612E+05	-2.4052E+05	-1.4916E+04	 7.8319E+05	 5.9057E+05	 3.9796E+05	 3.9796E+05	 2.0535E+05	 1.2735E+04	-3.9923E+06	-2.2751E+06	-1.0395E+06	-1.0395E+06	-2.8534E+05	-1.2735E+04
   49.5200	-8.6429E-01	-9.1745E+05	-6.9182E+05	-4.6619E+05	-4.6619E+05	-2.4055E+05	-1.4919E+04	 7.8303E+05	 5.9045E+05	 3.9788E+05	 3.9788E+05	 2.0531E+05	 1.2733E+04	-3.9915E+06	-2.2747E+06	-1.0393E+06	-1.0393E+06	-2.8528E+05	-1.2732E+04
   49.5300	-8.6446E-01	-9.1759E+05	-6.9192E+05	-4.6626E+05	-4.6626E+05	-2.4059E+05	-1.4920E+04	 7.8286E+05	 5.9033E+05	 3.9780E+05	 3.9780E+05	 2.0526E+05	 1.2730E+04	-3.9907E+06	-2.2742E+06	-1.0390E+06	-1.0390E+06	-2.8522E+05	-1.2730E+04
   49.5400	-8.6464E-01	-9.1773E+05	-6.9203E+05	-4.6632E+05	-4.6632E+05	-2.4062E+05	-1.4923E+04	 7.8271E+05	 5.9021E+05	 3.9772E+05	 3.9772E+05	 2.0522E+05	 1.2727E+04	-3.9899E+06	-2.2737E+06	-1.0388E+06	-1.0388E+06	-2.8516E+05	-1.2727E+04
   49.5500	-8.6481E-01	-9.1786E+05	-6.9213E+05	-4.6639E+05	-4.6639E+05	-2.4066E+05	-1.4925E+04	 7.8254E+05	 5.9009E+05	 3.9763E+05	 3.9763E+05	 2.0518E+05	 1.2725E+04	-3.9891E+06	-2.2733E+06	-1.0386E+06	-1.0386E+06	-2.8511E+05	-1.2724E+04
   49.5600	-8.6498E-01	-9.1800E+05	-6.9223E+05	-4.6646E+05	-4.6646E+05	-2.4070E+05	-1.4927E+04	 7.8238E+05	 5.8997E+05	 3.9755E+05	 3.9755E+05	 2.0514E+05	 1.2722E+04	-3.9883E+06	-2.2728E+06	-1.0384E+06	-1.0384E+06	-2.8505E+05	-1.2721E+04
