
These predictions were generated by SubDyn on 08-Jun-2026 at 17:07:19.




    Time	  IntfRDYss	   M1N1FKze	   M1N2FKze	   M1N3FKze	   M2N1FKze	   M2N2FKze	   M2N3FKze	   M1N1FKye	   M1N2FKye	   M1N3FKye	   M2N1FKye	   M2N2FKye	   M2N3FKye	   M1N1MKxe	   M1N2MKxe	   M1N3MKxe	   M2N1MKxe	   M2N2MKxe	   M2N3MKxe
   14.2400	-2.4854E-01	-2.9670E+05	-2.2373E+05	-1.5076E+05	-1.5076E+05	-7.7793E+04	-4.8245E+03	 1.1691E+06	 8.8159E+05	 5.9406E+05	 5.9406E+05	 3.0654E+05	 1.9010E+04	-5.9596E+06	-3.3962E+06	-1.5517E+06	-1.5517E+06	-4.2594E+05	-1.9011E+04
   14.2500	-2.4871E-01	-2.9690E+05	-2.2388E+05	-1.5087E+05	-1.5087E+05	-7.7847E+04	-4.8279E+03	 1.1691E+06	 8.8155E+05	 5.9403E+05	 5.9403E+05	 3.0652E+05	 1.9009E+04	-5.9594E+06	-3.3961E+06	-1.5516E+06	-1.5516E+06	-4.2592E+05	-1.9010E+04
   14.2600	-2.4888E-01	-2.9711E+05	-2.2404E+05	-1.5097E+05	-1.5097E+05	-7.7900E+04	-4.8312E+03	 1.1690E+06	 8.8151E+05	 5.9401E+05	 5.9401E+05	 3.0651E+05	 1.9009E+04	-5.9591E+06	-3.3959E+06	-1.5516E+06	-1.5516E+06	-4.2591E+05	-1.9009E+04
   14.2700	-2.4906E-01	-2.9731E+05	-2.2419E+05	-1.5107E+05	-1.5107E+05	-7.7954E+04	-4.8345E+03	 1.1690E+06	 8.8147E+05	 5.9398E+05	 5.9398E+05	 3.0649E+05	 1.9008E+04	-5.9588E+06	-3.3958E+06	-1.5515E+06	-1.5515E+06	-4.2589E+05	-1.9008E+04
   14.2800	-2.4923E-01	-2.9752E+05	-2.2435E+05	-1.5118E+05	-1.5118E+05	-7.8007E+04	-4.8378E+03	 1.1689E+06	 8.8143E+05	 5.9396E+05	 5.9396E+05	 3.0648E+05	 1.9006E+04	-5.9586E+06	-3.3956E+06	-1.5514E+06	-1.5514E+06	-4.2587E+05	-1.9008E+04
   14.2900	-2.4941E-01	-2.9772E+05	-2.2450E+05	-1.5128E+05	-1.5128E+05	-7.8061E+04	-4.8412E+03	 1.1689E+06	 8.8139E+05	 5.9393E+05	 5.9393E+05	 3.0647E+05	 1.9006E+04	-5.9583E+06	-3.3955E+06	-1.5513E+06	-1.5513E+06	-4.2585E+05	-1.9007E+04
   14.3000	-2.4958E-01	-2.9792E+05	-2.2465E+05	-1.5138E+05	-1.5138E+05	-7.8114E+04	-4.8445E+03	 1.1688E+06	 8.8135E+05	 5.9390E+05	 5.9390E+05	 3.0645E+05	 1.9004E+04	-5.9580E+06	-3.3953E+06	-1.5513E+06	-1.5513E+06	-4.2583E+05	-1.9008E+04
   14.3100	-2.4976E-01	-2.9813E+05	-2.2481E+05	-1.5149E+05	-1.5149E+05	-7.8168E+04	-4.8478E+03	 1.1687E+06	 8.8131E+05	 5.9388E+05	 5.9388E+05	 3.0644E+05	 1.9004E+04	-5.9578E+06	-3.3952E+06	-1.5512E+06	-1.5512E+06	-4.2581E+05	-1.9006E+04
   14.3200	-2.4993E-01	-2.9833E+05	-2.2496E+05	-1.5159E+05	-1.5159E+05	-7.8221E+04	-4.8511E+03	 1.1687E+06	 8.8127E+05	 5.9385E+05	 5.9385E+05	 3.0643E+05	 1.9004E+04	-5.9575E+06	-3.3950E+06	-1.5511E+06	-1.5511E+06	-4.2579E+05	-1.9004E+04
   14.3300	-2.5011E-01	-2.9854E+05	-2.2512E+05	-1.5169E+05	-1.5169E+05	-7.8275E+04	-4.8544E+03	 1.1686E+06	 8.8123E+05	 5.9382E+05	 5.9382E+05	 3.0641E+05	 1.9002E+04	-5.9572E+06	-3.3949E+06	-1.5511E+06	-1.5511E+06	-4.2577E+05	-1.9004E+04
   14.3400	-2.5028E-01	-2.9874E+05	-2.2527E+05	-1.5180E+05	-1.5180E+05	-7.8328E+04	-4.8578E+03	 1.1686E+06	 8.8119E+05	 5.9380E+05	 5.9380E+05	 3.0640E+05	 1.9002E+04	-5.9570E+06	-3.3947E+06	-1.5510E+06	-1.5510E+06	-4.2575E+05	-1.9004E+04
   14.3500	-2.5045E-01	-2.9894E+05	-2.2542E+05	-1.5190E+05	-1.5190E+05	-7.8382E+04	-4.8611E+03	 1.1685E+06	 8.8115E+05	 5.9377E+05	 5.9377E+05	 3.0639E+05	 1.9001E+04	-5.9567E+06	-3.3946E+06	-1.5509E+06	-1.5509E+06	-4.2573E+05	-1.9003E+04
   14.3600	-2.5063E-01	-2.9915E+05	-2.2558E+05	-1.5201E+05	-1.5201E+05	-7.8435E+04	-4.8644E+03	 1.1685E+06	 8.8112E+05	 5.9374E+05	 5.9374E+05	 3.0637E+05	 1.9000E+04	-5.9564E+06	-3.3944E+06	-1.5509E+06	-1.5509E+06	-4.2572E+05	-1.9003E+04
   14.3700	-2.5080E-01	-2.9935E+05	-2.2573E+05	-1.5211E+05	-1.5211E+05	-7.8489E+04	-4.8677E+03	 1.1684E+06	 8.8108E+05	 5.9372E+05	 5.9372E+05	 3.0636E+05	 1.8999E+04	-5.9562E+06	-3.3943E+06	-1.5508E+06	-1.5508E+06	-4.2570E+05	-1.9000E+04
   14.3800	-2.5098E-01	-2.9955E+05	-2.2588E+05	-1.5221E+05	-1.5221E+05	-7.8542E+04	-4.8710E+03	 1.1684E+06	 8.8104E+05	 5.9369E+05	 5.9369E+05	 3.0634E+05	 1.8999E+04	-5.9559E+06	-3.3941E+06	-1.5507E+06	-1.5507E+06	-4.2568E+05	-1.8999E+04
   14.3900	-2.5115E-01	-2.9976E+05	-2.2604E+05	-1.5232E+05	-1.5232E+05	-7.8595E+04	-4.8743E+03	 1.1683E+06	 8.8100E+05	 5.9366E+05	 5.9366E+05	 3.0633E+05	 1.8998E+04	-5.9556E+06	-3.3940E+06	-1.5507E+06	-1.5507E+06	-4.2566E+05	-1.8998E+04
   14.4000	-2.5133E-01	-2.9996E+05	-2.2619E+05	-1.5242E+05	-1.5242E+05	-7.8649E+04	-4.8777E+03	 1.1683E+06	 8.8096E+05	 5.9364E+05	 5.9364E+05	 3.0632E+05	 1.8997E+04	-5.9554E+06	-3.3938E+06	-1.5506E+06	-1.5506E+06	-4.2564E+05	-1.8998E+04
   14.4100	-2.5150E-01	-3.0017E+05	-2.2635E+05	-1.5252E+05	-1.5252E+05	-7.8702E+04	-4.8810E+03	 1.1682E+06	 8.8092E+05	 5.9361E+05	 5.9361E+05	 3.0630E+05	 1.8996E+04	-5.9551E+06	-3.3937E+06	-1.5505E+06	-1.5505E+06	-4.2562E+05	-1.8997E+04
   14.4200	-2.5168E-01	-3.0037E+05	-2.2650E+05	-1.5263E+05	-1.5263E+05	-7.8756E+04	-4.8843E+03	 1.1682E+06	 8.8088E+05	 5.9358E+05	 5.9358E+05	 3.0629E+05	 1.8996E+04	-5.9548E+06	-3.3935E+06	-1.5504E+06	-1.5504E+06	-4.2560E+05	-1.8995E+04
   14.4300	-2.5185E-01	-3.0057E+05	-2.2665E+05	-1.5273E+05	-1.5273E+05	-7.8809E+04	-4.8876E+03	 1.1681E+06	 8.8084E+05	 5.9356E+05	 5.9356E+05	 3.0628E+05	 1.8995E+04	-5.9546E+06	-3.3934E+06	-1.5504E+06	-1.5504E+06	-4.2558E+05	-1.8996E+04
   14.4400	-2.5203E-01	-3.0078E+05	-2.2681E+05	-1.5283E+05	-1.5283E+05	-7.8863E+04	-4.8909E+03	 1.1681E+06	 8.8080E+05	 5.9353E+05	 5.9353E+05	 3.0626E+05	 1.8993E+04	-5.9543E+06	-3.3932E+06	-1.5503E+06	-1.5503E+06	-4.2556E+05	-1.8996E+04
   14.4500	-2.5220E-01	-3.0098E+05	-2.2696E+05	-1.5294E+05	-1.5294E+05	-7.8916E+04	-4.8942E+03	 1.1680E+06	 8.8076E+05	 5.9350E+05	 5.9350E+05	 3.0625E+05	 1.8993E+04	-5.9540E+06	-3.3931E+06	-1.5502E+06	-1.5502E+06	-4.2554E+05	-1.8992E+04
   14.4600	-2.5238E-01	-3.0119E+05	-2.2711E+05	-1.5304E+05	-1.5304E+05	-7.8970E+04	-4.8975E+03	 1.1680E+06	 8.8072E+05	 5.9348E+05	 5.9348E+05	 3.0623E+05	 1.8991E+04	-5.9538E+06	-3.3929E+06	-1.5502E+06	-1.5502E+06	-4.2552E+05	-1.8994E+04
   14.4700	-2.5255E-01	-3.0139E+05	-2.2727E+05	-1.5315E+05	-1.5315E+05	-7.9023E+04	-4.9008E+03	 1.1679E+06	 8.8068E+05	 5.9345E+05	 5.9345E+05	 3.0622E+05	 1.8991E+04	-5.9535E+06	-3.3928E+06	-1.5501E+06	-1.5501E+06	-4.2551E+05	-1.8991E+04
   14.4800	-2.5272E-01	-3.0159E+05	-2.2742E+05	-1.5325E+05	-1.5325E+05	-7.9077E+04	-4.9042E+03	 1.1679E+06	 8.8064E+05	 5.9342E+05	 5.9342E+05	 3.0621E+05	 1.8990E+04	-5.9532E+06	-3.3926E+06	-1.5500E+06	-1.5500E+06	-4.2549E+05	-1.8991E+04
   14.4900	-2.5290E-01	-3.0180E+05	-2.2757E+05	-1.5335E+05	-1.5335E+05	-7.9130E+04	-4.9075E+03	 1.1678E+06	 8.8060E+05	 5.9340E+05	 5.9340E+05	 3.0619E+05	 1.8990E+04	-5.9530E+06	-3.3925E+06	-1.5500E+06	-1.5500E+06	-4.2547E+05	-1.8990E+04
   14.5000	-2.5307E-01	-3.0200E+05	-2.2773E+05	-1.5346E+05	-1.5346E+05	-7.9183E+04	-4.9107E+03	 1.1678E+06	 8.8056E+05	 5.9337E+05	 5.9337E+05	 3.0618E+05	 1.8989E+04	-5.9527E+06	-3.3923E+06	-1.5499E+06	-1.5499E+06	-4.2545E+05	-1.8989E+04
   14.5100	-2.5325E-01	-3.0220E+05	-2.2788E+05	-1.5356E+05	-1.5356E+05	-7.9237E+04	-4.9141E+03	 1.1677E+06	 8.8052E+05	 5.9334E+05	 5.9334E+05	 3.0617E+05	 1.8987E+04	-5.9524E+06	-3.3921E+06	-1.5498E+06	-1.5498E+06	-4.2543E+05	-1.8987E+04
   14.5200	-2.5342E-01	-3.0241E+05	-2.2804E+05	-1.5366E+05	-1.5366E+05	-7.9290E+04	-4.9174E+03	 1.1676E+06	 8.8048E+05	 5.9332E+05	 5.9332E+05	 3.0615E+05	 1.8987E+04	-5.9522E+06	-3.3920E+06	-1.5497E+06	-1.5497E+06	-4.2541E+05	-1.8987E+04
   14.5300	-2.5360E-01	-3.0261E+05	-2.2819E+05	-1.5377E+05	-1.5377E+05	-7.9344E+04	-4.9207E+03	 1.1676E+06	 8.8044E+05	 5.9329E+05	 5.9329E+05	 3.0614E+05	 1.8986E+04	-5.9519E+06	-3.3918E+06	-1.5497E+06	-1.5497E+06	-4.2539E+05	-1.8986E+04
   14.5400	-2.5377E-01	-3.0282E+05	-2.2834E+05	-1.5387E+05	-1.5387E+05	-7.9397E+04	-4.9240E+03	 1.1675E+06	 8.8040E+05	 5.9326E+05	 5.9326E+05	 3.0612E+05	 1.8985E+04	-5.9516E+06	-3.3917E+06	-1.5496E+06	-1.5496E+06	-4.2537E+05	-1.8985E+04
   14.5500	-2.5394E-01	-3.0302E+05	-2.2850E+05	-1.5397E+05	-1.5397E+05	-7.9450E+04	-4.9274E+03	 1.1675E+06	 8.8036E+05	 5.9324E+05	 5.9324E+05	 3.0611E+05	 1.8984E+04	-5.9513E+06	-3.3915E+06	-1.5495E+06	-1.5495E+06	-4.2535E+05	-1.8986E+04
   14.5600	-2.5412E-01	-3.0322E+05	-2.2865E+05	-1.5408E+05	-1.5408E+05	-7.9504E+04	-4.9306E+03	 1.1674E+06	 8.8032E+05	 5.9321E+05	 5.9321E+05	 3.0610E+05	 1.8983E+04	-5.9511E+06	-3.3914E+06	-1.5495E+06	-1.5495E+06	-4.2533E+05	-1.8984E+04
   14.5700	-2.5429E-01	-3.0343E+05	-2.2880E+05	-1.5418E+05	-1.5418E+05	-7.9557E+04	-4.9339E+03	 1.1674E+06	 8.8028E+05	 5.9318E+05	 5.9318E+05	 3.0608E+05	 1.8983E+04	-5.9508E+06	-3.3912E+06	-1.5494E+06	-1.5494E+06	-4.2531E+05	-1.8982E+04
   14.5800	-2.5447E-01	-3.0363E+05	-2.2896E+05	-1.5428E+05	-1.5428E+05	-7.9611E+04	-4.9373E+03	 1.1673E+06	 8.8024E+05	 5.9316E+05	 5.9316E+05	 3.0607E+05	 1.8981E+04	-5.9505E+06	-3.3911E+06	-1.5493E+06	-1.5493E+06	-4.2529E+05	-1.8983E+04
   14.5900	-2.5464E-01	-3.0384E+05	-2.2911E+05	-1.5439E+05	-1.5439E+05	-7.9664E+04	-4.9406E+03	 1.1673E+06	 8.8020E+05	 5.9313E+05	 5.9313E+05	 3.0605E+05	 1.8980E+04	-5.9503E+06	-3.3909E+06	-1.5493E+06	-1.5493E+06	-4.2527E+05	-1.8981E+04
   14.6000	-2.5482E-01	-3.0404E+05	-2.2927E+05	-1.5449E+05	-1.5449E+05	-7.9718E+04	-4.9439E+03	 1.1672E+06	 8.8016E+05	 5.9310E+05	 5.9310E+05	 3.0604E+05	 1.8979E+04	-5.9500E+06	-3.3908E+06	-1.5492E+06	-1.5492E+06	-4.2525E+05	-1.8981E+04
   14.6100	-2.5499E-01	-3.0424E+05	-2.2942E+05	-1.5460E+05	-1.5460E+05	-7.9771E+04	-4.9472E+03	 1.1672E+06	 8.8012E+05	 5.9307E+05	 5.9307E+05	 3.0603E+05	 1.8978E+04	-5.9497E+06	-3.3906E+06	-1.5491E+06	-1.5491E+06	-4.2524E+05	-1.8980E+04
   14.6200	-2.5517E-01	-3.0445E+05	-2.2957E+05	-1.5470E+05	-1.5470E+05	-7.9824E+04	-4.9506E+03	 1.1671E+06	 8.8008E+05	 5.9305E+05	 5.9305E+05	 3.0601E+05	 1.8977E+04	-5.9495E+06	-3.3905E+06	-1.5490E+06	-1.5490E+06	-4.2522E+05	-1.8980E+04
   14.6300	-2.5534E-01	-3.0465E+05	-2.2973E+05	-1.5480E+05	-1.5480E+05	-7.9878E+04	-4.9539E+03	 1.1671E+06	 8.8004E+05	 5.9302E+05	 5.9302E+05	 3.0600E+05	 1.8977E+04	-5.9492E+06	-3.3903E+06	-1.5490E+06	-1.5490E+06	-4.2520E+05	-1.8977E+04
   14.6400	-2.5552E-01	-3.0485E+05	-2.2988E+05	-1.5491E+05	-1.5491E+05	-7.9931E+04	-4.9572E+03	 1.1670E+06	 8.8000E+05	 5.9299E+05	 5.9299E+05	 3.0598E+05	 1.8976E+04	-5.9489E+06	-3.3901E+06	-1.5489E+06	-1.5489E+06	-4.2518E+05	-1.8977E+04
   14.6500	-2.5569E-01	-3.0506E+05	-2.3003E+05	-1.5501E+05	-1.5501E+05	-7.9985E+04	-4.9605E+03	 1.1670E+06	 8.7996E+05	 5.9297E+05	 5.9297E+05	 3.0597E+05	 1.8974E+04	-5.9486E+06	-3.3900E+06	-1.5488E+06	-1.5488E+06	-4.2516E+05	-1.8979E+04
   14.6600	-2.5587E-01	-3.0526E+05	-2.3019E+05	-1.5511E+05	-1.5511E+05	-8.0038E+04	-4.9638E+03	 1.1669E+06	 8.7992E+05	 5.9294E+05	 5.9294E+05	 3.0596E+05	 1.8974E+04	-5.9484E+06	-3.3898E+06	-1.5488E+06	-1.5488E+06	-4.2514E+05	-1.8976E+04
   14.6700	-2.5604E-01	-3.0546E+05	-2.3034E+05	-1.5522E+05	-1.5522E+05	-8.0092E+04	-4.9671E+03	 1.1669E+06	 8.7988E+05	 5.9291E+05	 5.9291E+05	 3.0594E+05	 1.8973E+04	-5.9481E+06	-3.3897E+06	-1.5487E+06	-1.5487E+06	-4.2512E+05	-1.8975E+04
   14.6800	-2.5621E-01	-3.0567E+05	-2.3049E+05	-1.5532E+05	-1.5532E+05	-8.0145E+04	-4.9704E+03	 1.1668E+06	 8.7984E+05	 5.9289E+05	 5.9289E+05	 3.0593E+05	 1.8973E+04	-5.9478E+06	-3.3895E+06	-1.5486E+06	-1.5486E+06	-4.2510E+05	-1.8974E+04
   14.6900	-2.5639E-01	-3.0587E+05	-2.3065E+05	-1.5542E+05	-1.5542E+05	-8.0198E+04	-4.9738E+03	 1.1667E+06	 8.7980E+05	 5.9286E+05	 5.9286E+05	 3.0592E+05	 1.8972E+04	-5.9476E+06	-3.3894E+06	-1.5485E+06	-1.5485E+06	-4.2508E+05	-1.8973E+04
   14.7000	-2.5656E-01	-3.0608E+05	-2.3080E+05	-1.5553E+05	-1.5553E+05	-8.0252E+04	-4.9770E+03	 1.1667E+06	 8.7976E+05	 5.9283E+05	 5.9283E+05	 3.0590E+05	 1.8971E+04	-5.9473E+06	-3.3892E+06	-1.5485E+06	-1.5485E+06	-4.2506E+05	-1.8971E+04
   14.7100	-2.5674E-01	-3.0628E+05	-2.3095E+05	-1.5563E+05	-1.5563E+05	-8.0305E+04	-4.9804E+03	 1.1666E+06	 8.7972E+05	 5.9280E+05	 5.9280E+05	 3.0589E+05	 1.8970E+04	-5.9470E+06	-3.3891E+06	-1.5484E+06	-1.5484E+06	-4.2504E+05	-1.8971E+04
   14.7200	-2.5691E-01	-3.0648E+05	-2.3111E+05	-1.5573E+05	-1.5573E+05	-8.0358E+04	-4.9837E+03	 1.1666E+06	 8.7968E+05	 5.9278E+05	 5.9278E+05	 3.0587E+05	 1.8968E+04	-5.9467E+06	-3.3889E+06	-1.5483E+06	-1.5483E+06	-4.2502E+05	-1.8971E+04
   14.7300	-2.5709E-01	-3.0669E+05	-2.3126E+05	-1.5584E+05	-1.5584E+05	-8.0412E+04	-4.9870E+03	 1.1665E+06	 8.7964E+05	 5.9275E+05	 5.9275E+05	 3.0586E+05	 1.8968E+04	-5.9465E+06	-3.3888E+06	-1.5483E+06	-1.5483E+06	-4.2500E+05	-1.8969E+04
   14.7400	-2.5726E-01	-3.0689E+05	-2.3142E+05	-1.5594E+05	-1.5594E+05	-8.0465E+04	-4.9903E+03	 1.1665E+06	 8.7960E+05	 5.9272E+05	 5.9272E+05	 3.0584E+05	 1.8967E+04	-5.9462E+06	-3.3886E+06	-1.5482E+06	-1.5482E+06	-4.2498E+05	-1.8968E+04
   14.7500	-2.5744E-01	-3.0709E+05	-2.3157E+05	-1.5604E+05	-1.5604E+05	-8.0519E+04	-4.9936E+03	 1.1664E+06	 8.7956E+05	 5.9270E+05	 5.9270E+05	 3.0583E+05	 1.8967E+04	-5.9459E+06	-3.3884E+06	-1.5481E+06	-1.5481E+06	-4.2496E+05	-1.8966E+04
   14.7600	-2.5761E-01	-3.0730E+05	-2.3172E+05	-1.5615E+05	-1.5615E+05	-8.0572E+04	-4.9970E+03	 1.1664E+06	 8.7952E+05	 5.9267E+05	 5.9267E+05	 3.0582E+05	 1.8966E+04	-5.9456E+06	-3.3883E+06	-1.5481E+06	-1.5481E+06	-4.2494E+05	-1.8966E+04
   14.7700	-2.5778E-01	-3.0750E+05	-2.3188E+05	-1.5625E+05	-1.5625E+05	-8.0625E+04	-5.0002E+03	 1.1663E+06	 8.7948E+05	 5.9264E+05	 5.9264E+05	 3.0580E+05	 1.8965E+04	-5.9454E+06	-3.3881E+06	-1.5480E+06	-1.5480E+06	-4.2492E+05	-1.8966E+04
   14.7800	-2.5796E-01	-3.0770E+05	-2.3203E+05	-1.5635E+05	-1.5635E+05	-8.0679E+04	-5.0035E+03	 1.1663E+06	 8.7944E+05	 5.9261E+05	 5.9261E+05	 3.0579E+05	 1.8964E+04	-5.9451E+06	-3.3880E+06	-1.5479E+06	-1.5479E+06	-4.2491E+05	-1.8966E+04
   14.7900	-2.5813E-01	-3.0791E+05	-2.3218E+05	-1.5646E+05	-1.5646E+05	-8.0732E+04	-5.0069E+03	 1.1662E+06	 8.7940E+05	 5.9259E+05	 5.9259E+05	 3.0577E+05	 1.8963E+04	-5.9448E+06	-3.3878E+06	-1.5478E+06	-1.5478E+06	-4.2489E+05	-1.8964E+04
   14.8000	-2.5831E-01	-3.0811E+05	-2.3234E+05	-1.5656E+05	-1.5656E+05	-8.0786E+04	-5.0101E+03	 1.1662E+06	 8.7936E+05	 5.9256E+05	 5.9256E+05	 3.0576E+05	 1.8963E+04	-5.9445E+06	-3.3877E+06	-1.5478E+06	-1.5478E+06	-4.2487E+05	-1.8962E+04
   14.8100	-2.5848E-01	-3.0831E+05	-2.3249E+05	-1.5666E+05	-1.5666E+05	-8.0839E+04	-5.0134E+03	 1.1661E+06	 8.7932E+05	 5.9253E+05	 5.9253E+05	 3.0575E+05	 1.8961E+04	-5.9443E+06	-3.3875E+06	-1.5477E+06	-1.5477E+06	-4.2485E+05	-1.8963E+04
   14.8200	-2.5866E-01	-3.0852E+05	-2.3264E+05	-1.5677E+05	-1.5677E+05	-8.0892E+04	-5.0167E+03	 1.1660E+06	 8.7928E+05	 5.9250E+05	 5.9250E+05	 3.0573E+05	 1.8960E+04	-5.9440E+06	-3.3873E+06	-1.5476E+06	-1.5476E+06	-4.2483E+05	-1.8963E+04
   14.8300	-2.5883E-01	-3.0872E+05	-2.3280E+05	-1.5687E+05	-1.5687E+05	-8.0945E+04	-5.0200E+03	 1.1660E+06	 8.7923E+05	 5.9248E+05	 5.9248E+05	 3.0572E+05	 1.8960E+04	-5.9437E+06	-3.3872E+06	-1.5476E+06	-1.5476E+06	-4.2481E+05	-1.8961E+04
   14.8400	-2.5901E-01	-3.0893E+05	-2.3295E+05	-1.5697E+05	-1.5697E+05	-8.0999E+04	-5.0234E+03	 1.1659E+06	 8.7919E+05	 5.9245E+05	 5.9245E+05	 3.0570E+05	 1.8958E+04	-5.9435E+06	-3.3870E+06	-1.5475E+06	-1.5475E+06	-4.2479E+05	-1.8961E+04
   14.8500	-2.5918E-01	-3.0913E+05	-2.3310E+05	-1.5708E+05	-1.5708E+05	-8.1052E+04	-5.0268E+03	 1.1659E+06	 8.7915E+05	 5.9242E+05	 5.9242E+05	 3.0569E+05	 1.8957E+04	-5.9432E+06	-3.3869E+06	-1.5474E+06	-1.5474E+06	-4.2477E+05	-1.8961E+04
   14.8600	-2.5936E-01	-3.0933E+05	-2.3326E+05	-1.5718E+05	-1.5718E+05	-8.1106E+04	-5.0300E+03	 1.1658E+06	 8.7911E+05	 5.9239E+05	 5.9239E+05	 3.0568E+05	 1.8957E+04	-5.9429E+06	-3.3867E+06	-1.5473E+06	-1.5473E+06	-4.2475E+05	-1.8959E+04
   14.8700	-2.5953E-01	-3.0954E+05	-2.3341E+05	-1.5728E+05	-1.5728E+05	-8.1159E+04	-5.0333E+03	 1.1658E+06	 8.7907E+05	 5.9237E+05	 5.9237E+05	 3.0566E+05	 1.8956E+04	-5.9426E+06	-3.3866E+06	-1.5473E+06	-1.5473E+06	-4.2473E+05	-1.8957E+04
   14.8800	-2.5971E-01	-3.0974E+05	-2.3356E+05	-1.5739E+05	-1.5739E+05	-8.1212E+04	-5.0366E+03	 1.1657E+06	 8.7903E+05	 5.9234E+05	 5.9234E+05	 3.0565E+05	 1.8955E+04	-5.9424E+06	-3.3864E+06	-1.5472E+06	-1.5472E+06	-4.2471E+05	-1.8957E+04
   14.8900	-2.5988E-01	-3.0994E+05	-2.3372E+05	-1.5749E+05	-1.5749E+05	-8.1266E+04	-5.0399E+03	 1.1657E+06	 8.7899E+05	 5.9231E+05	 5.9231E+05	 3.0563E+05	 1.8954E+04	-5.9421E+06	-3.3862E+06	-1.5471E+06	-1.5471E+06	-4.2469E+05	-1.8956E+04
   14.9000	-2.6005E-01	-3.1015E+05	-2.3387E+05	-1.5759E+05	-1.5759E+05	-8.1319E+04	-5.0432E+03	 1.1656E+06	 8.7895E+05	 5.9228E+05	 5.9228E+05	 3.0562E+05	 1.8953E+04	-5.9418E+06	-3.3861E+06	-1.5471E+06	-1.5470E+06	-4.2467E+05	-1.8955E+04
   14.9100	-2.6023E-01	-3.1035E+05	-2.3402E+05	-1.5770E+05	-1.5770E+05	-8.1372E+04	-5.0465E+03	 1.1656E+06	 8.7891E+05	 5.9226E+05	 5.9226E+05	 3.0560E+05	 1.8952E+04	-5.9415E+06	-3.3859E+06	-1.5470E+06	-1.5470E+06	-4.2465E+05	-1.8954E+04
   14.9200	-2.6040E-01	-3.1055E+05	-2.3418E+05	-1.5780E+05	-1.5780E+05	-8.1426E+04	-5.0498E+03	 1.1655E+06	 8.7887E+05	 5.9223E+05	 5.9223E+05	 3.0559E+05	 1.8951E+04	-5.9412E+06	-3.3858E+06	-1.5469E+06	-1.5469E+06	-4.2463E+05	-1.8954E+04
   14.9300	-2.6058E-01	-3.1076E+05	-2.3433E+05	-1.5790E+05	-1.5791E+05	-8.1479E+04	-5.0532E+03	 1.1655E+06	 8.7883E+05	 5.9220E+05	 5.9220E+05	 3.0558E+05	 1.8951E+04	-5.9410E+06	-3.3856E+06	-1.5468E+06	-1.5468E+06	-4.2461E+05	-1.8951E+04
   14.9400	-2.6075E-01	-3.1096E+05	-2.3448E+05	-1.5801E+05	-1.5801E+05	-8.1532E+04	-5.0564E+03	 1.1654E+06	 8.7879E+05	 5.9217E+05	 5.9217E+05	 3.0556E+05	 1.8949E+04	-5.9407E+06	-3.3855E+06	-1.5468E+06	-1.5468E+06	-4.2459E+05	-1.8952E+04
   14.9500	-2.6093E-01	-3.1116E+05	-2.3464E+05	-1.5811E+05	-1.5811E+05	-8.1586E+04	-5.0598E+03	 1.1653E+06	 8.7875E+05	 5.9215E+05	 5.9215E+05	 3.0555E+05	 1.8949E+04	-5.9404E+06	-3.3853E+06	-1.5467E+06	-1.5467E+06	-4.2457E+05	-1.8950E+04
   14.9600	-2.6110E-01	-3.1137E+05	-2.3479E+05	-1.5821E+05	-1.5821E+05	-8.1639E+04	-5.0631E+03	 1.1653E+06	 8.7870E+05	 5.9212E+05	 5.9212E+05	 3.0553E+05	 1.8948E+04	-5.9401E+06	-3.3851E+06	-1.5466E+06	-1.5466E+06	-4.2455E+05	-1.8951E+04
   14.9700	-2.6128E-01	-3.1157E+05	-2.3494E+05	-1.5832E+05	-1.5832E+05	-8.1692E+04	-5.0664E+03	 1.1652E+06	 8.7866E+05	 5.9209E+05	 5.9209E+05	 3.0552E+05	 1.8947E+04	-5.9399E+06	-3.3850E+06	-1.5465E+06	-1.5465E+06	-4.2453E+05	-1.8948E+04
   14.9800	-2.6145E-01	-3.1177E+05	-2.3510E+05	-1.5842E+05	-1.5842E+05	-8.1746E+04	-5.0697E+03	 1.1652E+06	 8.7862E+05	 5.9206E+05	 5.9206E+05	 3.0551E+05	 1.8946E+04	-5.9396E+06	-3.3848E+06	-1.5465E+06	-1.5465E+06	-4.2451E+05	-1.8946E+04
   14.9900	-2.6163E-01	-3.1198E+05	-2.3525E+05	-1.5852E+05	-1.5852E+05	-8.1799E+04	-5.0730E+03	 1.1651E+06	 8.7858E+05	 5.9204E+05	 5.9204E+05	 3.0549E+05	 1.8945E+04	-5.9393E+06	-3.3847E+06	-1.5464E+06	-1.5464E+06	-4.2449E+05	-1.8946E+04
   15.0000	-2.6180E-01	-3.1218E+05	-2.3540E+05	-1.5863E+05	-1.5863E+05	-8.1852E+04	-5.0763E+03	 1.1651E+06	 8.7854E+05	 5.9201E+05	 5.9201E+05	 3.0548E+05	 1.8945E+04	-5.9390E+06	-3.3845E+06	-1.5463E+06	-1.5463E+06	-4.2447E+05	-1.8946E+04
