## This file was generated by SeaState called from Python on Sep-29-2025 at 22:24:05
## This file contains outputs from calls to SeaState routines (not the CalcOutput) at the 20 points specified in the file Points.Results.dat
# 
# 
# 
# 
          T             x             y             z            V_x           V_y           V_z           A_x           A_Y           A_Z       nodeInWater      elev          norm_x        norm_y        norm_z
       38.308        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000        -1.000        -0.525         0.000        -1.051        -0.595         0.000         0.432             1        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000       -10.000        -0.321         0.000        -0.766        -0.548         0.000         0.134             1        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000       -50.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000      -100.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000      -150.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049         0.000         0.999
       38.308        50.000         0.000      -190.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049         0.000         0.999
       38.308        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000        -1.000        -0.525         0.000        -1.051        -0.595         0.000         0.432             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000       -10.000        -0.321         0.000        -0.766        -0.548         0.000         0.134             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000       -50.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000      -100.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000      -150.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000        50.000      -190.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000        -1.000        -0.525         0.000        -1.051        -0.595         0.000         0.432             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000       -10.000        -0.321         0.000        -0.766        -0.548         0.000         0.134             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000       -50.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000      -100.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000      -150.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       38.308        50.000       100.000      -190.000        -0.261         0.000        -0.330        -0.267         0.000         0.116             1        -0.972        -0.049        -0.000         0.999
       39.692       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000        -1.000         4.031         0.000         0.538         0.236         0.000        -3.274             1         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000       -10.000         2.243         0.000         0.451         0.274         0.000        -1.657             1         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000       -50.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000      -100.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000      -150.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       -50.000      -190.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000         1.000         4.343         0.000         0.537         0.215         0.000        -3.577             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000        -1.000         4.031         0.000         0.538         0.236         0.000        -3.274             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000       -10.000         2.243         0.000         0.451         0.274         0.000        -1.657             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000       -50.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000      -100.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000      -150.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000         0.000      -190.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000         1.000         4.343         0.000         0.537         0.215         0.000        -3.577             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000        -1.000         4.031         0.000         0.538         0.236         0.000        -3.274             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000       -10.000         2.243         0.000         0.451         0.274         0.000        -1.657             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000       -50.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000      -100.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000      -150.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000        50.000      -190.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000         1.000         4.343         0.000         0.537         0.215         0.000        -3.577             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000        -1.000         4.031         0.000         0.538         0.236         0.000        -3.274             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000       -10.000         2.243         0.000         0.451         0.274         0.000        -1.657             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000       -50.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000      -100.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000      -150.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692       -50.000       100.000      -190.000         1.009         0.000         0.243         0.168         0.000        -0.687             1         5.689         0.026         0.000         1.000
       39.692         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000       -10.000        -0.657         0.000         1.828         1.292         0.000         0.633             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000       -50.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000      -100.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000      -150.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       -50.000      -190.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000       -10.000        -0.657         0.000         1.828         1.292         0.000         0.633             1        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000       -50.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000      -100.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000      -150.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236         0.000         0.972
       39.692         0.000         0.000      -190.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236         0.000         0.972
       39.692         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000       -10.000        -0.657         0.000         1.828         1.292         0.000         0.633             1        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000       -50.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000      -100.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000      -150.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000        50.000      -190.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000       -10.000        -0.657         0.000         1.828         1.292         0.000         0.633             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000       -50.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000      -100.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692         0.000       100.000      -150.000        -0.142         0.000         0.865         0.583         0.000         0.169             1        -1.549         0.236        -0.000         0.972
       39.692        50.000       100.000      -190.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000       -10.000        -0.948         0.000        -0.272        -0.311         0.000         0.561             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000       -50.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000      -100.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000      -150.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       -50.000      -190.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000       -10.000        -0.948         0.000        -0.272        -0.311         0.000         0.561             1        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000       -50.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000      -100.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000      -150.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033         0.000         0.999
       39.692        50.000         0.000      -190.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033         0.000         0.999
       39.692        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000       -10.000        -0.948         0.000        -0.272        -0.311         0.000         0.561             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000       -50.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000      -100.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000      -150.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000        50.000      -190.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000       -10.000        -0.948         0.000        -0.272        -0.311         0.000         0.561             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000       -50.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000      -100.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000      -150.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       39.692        50.000       100.000      -190.000        -0.527         0.000         0.008        -0.074         0.000         0.348             1        -2.003        -0.033        -0.000         0.999
       41.077       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000        -1.000         2.060         0.000        -2.943        -2.521         0.000        -1.195             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000       -10.000         1.498         0.000        -1.541        -1.181         0.000        -0.958             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000       -50.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000      -100.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000      -150.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       -50.000      -190.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000         0.000         1.000         2.116         0.000        -3.199        -2.781         0.000        -1.198             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000        -1.000         2.060         0.000        -2.943        -2.521         0.000        -1.195             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000       -10.000         1.498         0.000        -1.541        -1.181         0.000        -0.958             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000       -50.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000      -100.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000      -150.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286         0.000         0.958
       41.077       -50.000         0.000      -190.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286         0.000         0.958
       41.077       -50.000        50.000         1.000         2.116         0.000        -3.199        -2.781         0.000        -1.198             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000        -1.000         2.060         0.000        -2.943        -2.521         0.000        -1.195             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000       -10.000         1.498         0.000        -1.541        -1.181         0.000        -0.958             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000       -50.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000      -100.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000      -150.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000        50.000      -190.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000         1.000         2.116         0.000        -3.199        -2.781         0.000        -1.198             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000        -1.000         2.060         0.000        -2.943        -2.521         0.000        -1.195             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000       -10.000         1.498         0.000        -1.541        -1.181         0.000        -0.958             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000       -50.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000      -100.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000      -150.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077       -50.000       100.000      -190.000         0.785         0.000        -0.661        -0.457         0.000        -0.516             1         3.449        -0.286        -0.000         0.958
       41.077         0.000       -50.000         1.000         2.094         0.000         3.048         2.291         0.000        -1.394             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000        -1.000         2.000         0.000         2.882         2.186         0.000        -1.334             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000       -10.000         1.323         0.000         1.675         1.293         0.000        -0.872             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000       -50.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000      -100.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000      -150.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       -50.000      -190.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000         1.000         2.094         0.000         3.048         2.291         0.000        -1.394             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000        -1.000         2.000         0.000         2.882         2.186         0.000        -1.334             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000       -10.000         1.323         0.000         1.675         1.293         0.000        -0.872             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000       -50.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000      -100.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000      -150.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000         0.000      -190.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000        -1.000         2.000         0.000         2.882         2.186         0.000        -1.334             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000       -10.000         1.323         0.000         1.675         1.293         0.000        -0.872             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000       -50.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000      -100.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000      -150.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000        50.000      -190.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000         1.000         2.094         0.000         3.048         2.291         0.000        -1.394             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000        -1.000         2.000         0.000         2.882         2.186         0.000        -1.334             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000       -10.000         1.323         0.000         1.675         1.293         0.000        -0.872             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000       -50.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000      -100.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077         0.000       100.000      -150.000         0.685         0.000         0.680         0.506         0.000        -0.434             1         3.208         0.229        -0.000         0.974
       41.077        50.000       100.000      -190.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000       -10.000        -1.012         0.000         0.710         0.294         0.000         0.793             1        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000       -50.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000      -100.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000      -150.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000       -50.000      -190.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000       -10.000        -1.012         0.000         0.710         0.294         0.000         0.793             1        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000       -50.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000      -100.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000      -150.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000         0.000      -190.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058         0.000         0.998
       41.077        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000       -10.000        -1.012         0.000         0.710         0.294         0.000         0.793             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000       -50.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000      -100.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000      -150.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000        50.000      -190.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000       -10.000        -1.012         0.000         0.710         0.294         0.000         0.793             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000       -50.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000      -100.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000      -150.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       41.077        50.000       100.000      -190.000        -0.384         0.000         0.513         0.289         0.000         0.321             1        -2.276        -0.058        -0.000         0.998
       42.462       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000       -10.000        -0.336         0.000        -1.908        -1.229         0.000         0.375             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000       -50.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000      -100.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000      -150.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       -50.000      -190.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000       -10.000        -0.336         0.000        -1.908        -1.229         0.000         0.375             1        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000       -50.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000      -100.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000      -150.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156        -0.000         0.988
       42.462       -50.000         0.000      -190.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156        -0.000         0.988
       42.462       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000       -10.000        -0.336         0.000        -1.908        -1.229         0.000         0.375             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000       -50.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000      -100.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000      -150.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000        50.000      -190.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -1.074        -0.156         0.000         0.988
       42.462       -50.000       100.000       -10.000        -0.336         0.000        -1.908        -1.229         0.000         0.375             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       100.000       -50.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
       42.462       -50.000       100.000      -100.000        -0.050         0.000        -0.993        -0.654         0.000         0.061             1        -1.074        -0.156         0.000         0.988
