
These predictions were generated by SubDyn on 27-Nov-2023 at 17:39:03.




    Time	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss
    4.2050	 1.1221E-01	 2.1224E-01	 9.5530E-01
    4.2100	 1.1221E-01	 2.1223E-01	 9.5528E-01
    4.2150	 1.1220E-01	 2.1222E-01	 9.5525E-01
    4.2200	 1.1220E-01	 2.1221E-01	 9.5521E-01
    4.2250	 1.1219E-01	 2.1220E-01	 9.5518E-01
    4.2300	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.2350	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.2400	 1.1217E-01	 2.1217E-01	 9.5505E-01
    4.2450	 1.1217E-01	 2.1216E-01	 9.5502E-01
    4.2500	 1.1217E-01	 2.1215E-01	 9.5499E-01
    4.2550	 1.1216E-01	 2.1214E-01	 9.5496E-01
    4.2600	 1.1216E-01	 2.1213E-01	 9.5494E-01
    4.2650	 1.1216E-01	 2.1213E-01	 9.5493E-01
    4.2700	 1.1216E-01	 2.1213E-01	 9.5492E-01
    4.2750	 1.1216E-01	 2.1213E-01	 9.5492E-01
    4.2800	 1.1216E-01	 2.1213E-01	 9.5493E-01
    4.2850	 1.1216E-01	 2.1214E-01	 9.5494E-01
    4.2900	 1.1216E-01	 2.1214E-01	 9.5497E-01
    4.2950	 1.1217E-01	 2.1215E-01	 9.5499E-01
    4.3000	 1.1217E-01	 2.1216E-01	 9.5502E-01
    4.3050	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.3100	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.3150	 1.1218E-01	 2.1219E-01	 9.5513E-01
    4.3200	 1.1219E-01	 2.1220E-01	 9.5516E-01
    4.3250	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.3300	 1.1220E-01	 2.1221E-01	 9.5522E-01
    4.3350	 1.1220E-01	 2.1222E-01	 9.5524E-01
    4.3400	 1.1220E-01	 2.1222E-01	 9.5526E-01
    4.3450	 1.1220E-01	 2.1223E-01	 9.5527E-01
    4.3500	 1.1220E-01	 2.1223E-01	 9.5527E-01
    4.3550	 1.1220E-01	 2.1223E-01	 9.5527E-01
    4.3600	 1.1220E-01	 2.1223E-01	 9.5526E-01
    4.3650	 1.1220E-01	 2.1222E-01	 9.5524E-01
    4.3700	 1.1220E-01	 2.1222E-01	 9.5523E-01
    4.3750	 1.1219E-01	 2.1221E-01	 9.5520E-01
    4.3800	 1.1219E-01	 2.1220E-01	 9.5518E-01
    4.3850	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.3900	 1.1218E-01	 2.1218E-01	 9.5512E-01
    4.3950	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.4000	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.4050	 1.1217E-01	 2.1216E-01	 9.5503E-01
    4.4100	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.4150	 1.1217E-01	 2.1215E-01	 9.5499E-01
    4.4200	 1.1216E-01	 2.1215E-01	 9.5498E-01
    4.4250	 1.1216E-01	 2.1214E-01	 9.5497E-01
    4.4300	 1.1216E-01	 2.1214E-01	 9.5497E-01
    4.4350	 1.1216E-01	 2.1214E-01	 9.5497E-01
    4.4400	 1.1217E-01	 2.1215E-01	 9.5498E-01
    4.4450	 1.1217E-01	 2.1215E-01	 9.5499E-01
    4.4500	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.4550	 1.1217E-01	 2.1216E-01	 9.5503E-01
    4.4600	 1.1217E-01	 2.1217E-01	 9.5505E-01
    4.4650	 1.1218E-01	 2.1217E-01	 9.5508E-01
    4.4700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    4.4750	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.4800	 1.1219E-01	 2.1220E-01	 9.5515E-01
    4.4850	 1.1219E-01	 2.1220E-01	 9.5518E-01
    4.4900	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.4950	 1.1220E-01	 2.1221E-01	 9.5521E-01
    4.5000	 1.1220E-01	 2.1221E-01	 9.5522E-01
    4.5050	 1.1220E-01	 2.1222E-01	 9.5522E-01
    4.5100	 1.1220E-01	 2.1222E-01	 9.5523E-01
    4.5150	 1.1220E-01	 2.1221E-01	 9.5522E-01
    4.5200	 1.1220E-01	 2.1221E-01	 9.5522E-01
    4.5250	 1.1219E-01	 2.1221E-01	 9.5520E-01
    4.5300	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.5350	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.5400	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.5450	 1.1218E-01	 2.1219E-01	 9.5513E-01
    4.5500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    4.5550	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.5600	 1.1218E-01	 2.1217E-01	 9.5507E-01
    4.5650	 1.1217E-01	 2.1216E-01	 9.5505E-01
    4.5700	 1.1217E-01	 2.1216E-01	 9.5503E-01
    4.5750	 1.1217E-01	 2.1216E-01	 9.5502E-01
    4.5800	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.5850	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.5900	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.5950	 1.1217E-01	 2.1215E-01	 9.5501E-01
    4.6000	 1.1217E-01	 2.1216E-01	 9.5502E-01
    4.6050	 1.1217E-01	 2.1216E-01	 9.5503E-01
    4.6100	 1.1217E-01	 2.1216E-01	 9.5504E-01
    4.6150	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.6200	 1.1218E-01	 2.1217E-01	 9.5508E-01
    4.6250	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.6300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    4.6350	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.6400	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.6450	 1.1219E-01	 2.1220E-01	 9.5516E-01
    4.6500	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.6550	 1.1219E-01	 2.1220E-01	 9.5518E-01
    4.6600	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.6650	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.6700	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.6750	 1.1219E-01	 2.1221E-01	 9.5519E-01
    4.6800	 1.1219E-01	 2.1220E-01	 9.5518E-01
    4.6850	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.6900	 1.1219E-01	 2.1220E-01	 9.5516E-01
    4.6950	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.7000	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.7050	 1.1218E-01	 2.1218E-01	 9.5512E-01
    4.7100	 1.1218E-01	 2.1218E-01	 9.5510E-01
    4.7150	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.7200	 1.1218E-01	 2.1217E-01	 9.5507E-01
    4.7250	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.7300	 1.1217E-01	 2.1217E-01	 9.5505E-01
    4.7350	 1.1217E-01	 2.1216E-01	 9.5504E-01
    4.7400	 1.1217E-01	 2.1216E-01	 9.5504E-01
    4.7450	 1.1217E-01	 2.1216E-01	 9.5503E-01
    4.7500	 1.1217E-01	 2.1216E-01	 9.5504E-01
    4.7550	 1.1217E-01	 2.1216E-01	 9.5504E-01
    4.7600	 1.1217E-01	 2.1216E-01	 9.5505E-01
    4.7650	 1.1217E-01	 2.1217E-01	 9.5505E-01
    4.7700	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.7750	 1.1218E-01	 2.1217E-01	 9.5508E-01
    4.7800	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.7850	 1.1218E-01	 2.1218E-01	 9.5510E-01
    4.7900	 1.1218E-01	 2.1218E-01	 9.5512E-01
    4.7950	 1.1218E-01	 2.1219E-01	 9.5513E-01
    4.8000	 1.1219E-01	 2.1219E-01	 9.5514E-01
    4.8050	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.8100	 1.1219E-01	 2.1220E-01	 9.5516E-01
    4.8150	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.8200	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.8250	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.8300	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.8350	 1.1219E-01	 2.1220E-01	 9.5517E-01
    4.8400	 1.1219E-01	 2.1220E-01	 9.5516E-01
    4.8450	 1.1219E-01	 2.1220E-01	 9.5515E-01
    4.8500	 1.1219E-01	 2.1219E-01	 9.5514E-01
    4.8550	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.8600	 1.1218E-01	 2.1219E-01	 9.5512E-01
    4.8650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    4.8700	 1.1218E-01	 2.1218E-01	 9.5510E-01
    4.8750	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.8800	 1.1218E-01	 2.1217E-01	 9.5508E-01
    4.8850	 1.1218E-01	 2.1217E-01	 9.5507E-01
    4.8900	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.8950	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.9000	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.9050	 1.1217E-01	 2.1217E-01	 9.5505E-01
    4.9100	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.9150	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.9200	 1.1218E-01	 2.1217E-01	 9.5506E-01
    4.9250	 1.1218E-01	 2.1217E-01	 9.5507E-01
    4.9300	 1.1218E-01	 2.1217E-01	 9.5508E-01
    4.9350	 1.1218E-01	 2.1218E-01	 9.5509E-01
    4.9400	 1.1218E-01	 2.1218E-01	 9.5510E-01
    4.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    4.9500	 1.1218E-01	 2.1218E-01	 9.5512E-01
    4.9550	 1.1218E-01	 2.1219E-01	 9.5513E-01
    4.9600	 1.1219E-01	 2.1219E-01	 9.5513E-01
    4.9650	 1.1219E-01	 2.1219E-01	 9.5514E-01
    4.9700	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.9750	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.9800	 1.1219E-01	 2.1220E-01	 9.5515E-01
    4.9850	 1.1219E-01	 2.1220E-01	 9.5515E-01
    4.9900	 1.1219E-01	 2.1219E-01	 9.5515E-01
    4.9950	 1.1219E-01	 2.1219E-01	 9.5515E-01
    5.0000	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.0050	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.0100	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.0150	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.0200	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.0250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.0300	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.0350	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.0400	 1.1218E-01	 2.1218E-01	 9.5508E-01
    5.0450	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.0500	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0550	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0600	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0650	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0700	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0750	 1.1218E-01	 2.1217E-01	 9.5507E-01
    5.0800	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.0850	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.0900	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.0950	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.1000	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.1050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.1100	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.1150	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.1200	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.1250	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.1300	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1350	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1400	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1450	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1500	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1550	 1.1219E-01	 2.1219E-01	 9.5514E-01
    5.1600	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.1650	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.1700	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.1750	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.1800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.1850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.1900	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.1950	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.2000	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.2050	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.2100	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.2150	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.2200	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.2250	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.2300	 1.1218E-01	 2.1217E-01	 9.5508E-01
    5.2350	 1.1218E-01	 2.1218E-01	 9.5508E-01
    5.2400	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.2450	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.2500	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.2550	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.2600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.2650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.2700	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.2750	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.2800	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.2850	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.2900	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.2950	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.3000	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.3050	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.3100	 1.1219E-01	 2.1219E-01	 9.5513E-01
    5.3150	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.3200	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.3250	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.3300	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.3350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.3400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.3450	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.3500	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.3550	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.3600	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3650	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3700	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3750	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3800	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3850	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3900	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.3950	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.4000	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.4050	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.4100	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.4150	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.4200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.4250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.4300	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.4350	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4400	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4450	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4500	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.4550	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.4600	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.4650	 1.1218E-01	 2.1219E-01	 9.5513E-01
    5.4700	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4750	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4800	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.4850	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.4900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.4950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5050	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5100	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5150	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5200	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5250	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5300	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5350	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5400	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5450	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5500	 1.1218E-01	 2.1218E-01	 9.5509E-01
    5.5550	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5600	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5650	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5700	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.5750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.5950	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.6000	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6050	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6100	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6150	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6200	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6250	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6300	 1.1218E-01	 2.1219E-01	 9.5512E-01
    5.6350	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.6400	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.6450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.6500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.6550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.6600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.6650	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6700	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6750	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6800	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6850	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6900	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.6950	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7000	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7050	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7100	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7150	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7200	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7250	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.7300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.7600	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7650	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7700	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7750	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7800	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7850	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7900	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.7950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8250	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8300	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8350	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8400	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8450	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8500	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8550	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8600	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8650	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8700	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8750	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8800	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.8850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.8950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9300	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.9350	 1.1218E-01	 2.1218E-01	 9.5512E-01
    5.9400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    5.9900	 1.1218E-01	 2.1218E-01	 9.5510E-01
    5.9950	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0000	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0050	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0100	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0150	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0200	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0250	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0300	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0350	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.0400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.0950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1550	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1600	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1650	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1700	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1750	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1800	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1850	 1.1218E-01	 2.1218E-01	 9.5510E-01
    6.1900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.1950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.2950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3100	 1.1218E-01	 2.1218E-01	 9.5511E-01
