      Time     FAIRTEN1     FAIRTEN2     FAIRTEN3       CON4FX       CON4FY       CON4FZ       CON5FX       CON5FY       CON5FZ       CON6FX       CON6FY       CON6FZ      L1N19PX      L1N19PY      L1N19PZ      L2N19PX      L2N19PY      L2N19PZ      L3N19PX      L3N19PY      L3N19PZ
    0.9125  0.10014E+07  0.13724E+07  0.10015E+07  0.39762E+06  0.69785E+06 -0.59803E+06 -0.11754E+07 -0.11313E+00 -0.70855E+06  0.39768E+06 -0.69796E+06 -0.59812E+06  0.41825E+02  0.64926E+02 -0.38987E+02 -0.72408E+02  0.22854E-06 -0.33818E+02  0.41825E+02 -0.64926E+02 -0.38987E+02
    0.9250  0.10015E+07  0.13728E+07  0.10016E+07  0.39764E+06  0.69792E+06 -0.59810E+06 -0.11757E+07 -0.15212E+00 -0.70873E+06  0.39771E+06 -0.69804E+06 -0.59819E+06  0.41826E+02  0.64926E+02 -0.38987E+02 -0.72407E+02  0.14738E-06 -0.33820E+02  0.41826E+02 -0.64926E+02 -0.38987E+02
    0.9375  0.10015E+07  0.13731E+07  0.10017E+07  0.39766E+06  0.69797E+06 -0.59816E+06 -0.11760E+07 -0.19489E+00 -0.70893E+06  0.39773E+06 -0.69810E+06 -0.59826E+06  0.41826E+02  0.64926E+02 -0.38986E+02 -0.72406E+02  0.71510E-07 -0.33822E+02  0.41826E+02 -0.64926E+02 -0.38986E+02
    0.9500  0.10016E+07  0.13735E+07  0.10018E+07  0.39766E+06  0.69802E+06 -0.59820E+06 -0.11763E+07 -0.24174E+00 -0.70914E+06  0.39774E+06 -0.69816E+06 -0.59832E+06  0.41827E+02  0.64926E+02 -0.38986E+02 -0.72404E+02  0.23988E-08 -0.33824E+02  0.41827E+02 -0.64926E+02 -0.38986E+02
    0.9625  0.10017E+07  0.13739E+07  0.10019E+07  0.39767E+06  0.69805E+06 -0.59824E+06 -0.11767E+07 -0.29283E+00 -0.70936E+06  0.39775E+06 -0.69820E+06 -0.59836E+06  0.41828E+02  0.64926E+02 -0.38985E+02 -0.72403E+02 -0.58378E-07 -0.33826E+02  0.41828E+02 -0.64926E+02 -0.38985E+02
    0.9750  0.10017E+07  0.13744E+07  0.10019E+07  0.39766E+06  0.69807E+06 -0.59827E+06 -0.11770E+07 -0.34811E+00 -0.70960E+06  0.39775E+06 -0.69823E+06 -0.59840E+06  0.41828E+02  0.64926E+02 -0.38985E+02 -0.72402E+02 -0.10911E-06 -0.33828E+02  0.41828E+02 -0.64926E+02 -0.38985E+02
    0.9875  0.10017E+07  0.13749E+07  0.10019E+07  0.39765E+06  0.69809E+06 -0.59829E+06 -0.11774E+07 -0.40740E+00 -0.70985E+06  0.39774E+06 -0.69825E+06 -0.59843E+06  0.41829E+02  0.64926E+02 -0.38984E+02 -0.72400E+02 -0.14798E-06 -0.33830E+02  0.41829E+02 -0.64926E+02 -0.38984E+02
    1.0000  0.10017E+07  0.13754E+07  0.10019E+07  0.39763E+06  0.69809E+06 -0.59831E+06 -0.11779E+07 -0.47038E+00 -0.71011E+06  0.39773E+06 -0.69826E+06 -0.59845E+06  0.41829E+02  0.64926E+02 -0.38983E+02 -0.72399E+02 -0.17303E-06 -0.33832E+02  0.41829E+02 -0.64926E+02 -0.38984E+02
    1.0125  0.10017E+07  0.13759E+07  0.10019E+07  0.39761E+06  0.69808E+06 -0.59831E+06 -0.11783E+07 -0.53652E+00 -0.71039E+06  0.39771E+06 -0.69826E+06 -0.59846E+06  0.41830E+02  0.64926E+02 -0.38983E+02 -0.72397E+02 -0.18222E-06 -0.33834E+02  0.41830E+02 -0.64926E+02 -0.38983E+02
    1.0250  0.10017E+07  0.13764E+07  0.10019E+07  0.39758E+06  0.69806E+06 -0.59830E+06 -0.11788E+07 -0.60529E+00 -0.71068E+06  0.39769E+06 -0.69824E+06 -0.59845E+06  0.41831E+02  0.64926E+02 -0.38982E+02 -0.72396E+02 -0.17341E-06 -0.33836E+02  0.41831E+02 -0.64926E+02 -0.38982E+02
    1.0375  0.10016E+07  0.13770E+07  0.10019E+07  0.39755E+06  0.69804E+06 -0.59829E+06 -0.11792E+07 -0.67613E+00 -0.71099E+06  0.39765E+06 -0.69822E+06 -0.59844E+06  0.41831E+02  0.64926E+02 -0.38982E+02 -0.72394E+02 -0.14439E-06 -0.33838E+02  0.41831E+02 -0.64926E+02 -0.38982E+02
    1.0500  0.10016E+07  0.13776E+07  0.10018E+07  0.39751E+06  0.69800E+06 -0.59827E+06 -0.11798E+07 -0.74844E+00 -0.71131E+06  0.39761E+06 -0.69818E+06 -0.59842E+06  0.41832E+02  0.64926E+02 -0.38981E+02 -0.72392E+02 -0.92926E-07 -0.33840E+02  0.41832E+02 -0.64926E+02 -0.38981E+02
    1.0625  0.10015E+07  0.13782E+07  0.10017E+07  0.39746E+06  0.69795E+06 -0.59823E+06 -0.11803E+07 -0.82175E+00 -0.71165E+06  0.39756E+06 -0.69813E+06 -0.59838E+06  0.41833E+02  0.64926E+02 -0.38981E+02 -0.72391E+02 -0.16730E-07 -0.33843E+02  0.41833E+02 -0.64926E+02 -0.38981E+02
    1.0750  0.10014E+07  0.13789E+07  0.10017E+07  0.39741E+06  0.69789E+06 -0.59819E+06 -0.11808E+07 -0.89566E+00 -0.71200E+06  0.39751E+06 -0.69806E+06 -0.59834E+06  0.41833E+02  0.64926E+02 -0.38980E+02 -0.72389E+02  0.86474E-07 -0.33845E+02  0.41833E+02 -0.64926E+02 -0.38980E+02
    1.0875  0.10013E+07  0.13796E+07  0.10015E+07  0.39735E+06  0.69781E+06 -0.59814E+06 -0.11814E+07 -0.96984E+00 -0.71237E+06  0.39745E+06 -0.69799E+06 -0.59828E+06  0.41834E+02  0.64927E+02 -0.38979E+02 -0.72387E+02  0.21896E-06 -0.33847E+02  0.41834E+02 -0.64926E+02 -0.38979E+02
    1.1000  0.10012E+07  0.13803E+07  0.10014E+07  0.39729E+06  0.69773E+06 -0.59807E+06 -0.11820E+07 -0.10441E+01 -0.71276E+06  0.39738E+06 -0.69790E+06 -0.59822E+06  0.41835E+02  0.64927E+02 -0.38979E+02 -0.72385E+02  0.38297E-06 -0.33849E+02  0.41835E+02 -0.64927E+02 -0.38979E+02
    1.1125  0.10010E+07  0.13810E+07  0.10013E+07  0.39722E+06  0.69764E+06 -0.59800E+06 -0.11827E+07 -0.11185E+01 -0.71316E+06  0.39731E+06 -0.69780E+06 -0.59814E+06  0.41836E+02  0.64927E+02 -0.38978E+02 -0.72384E+02  0.58072E-06 -0.33852E+02  0.41836E+02 -0.64927E+02 -0.38978E+02
    1.1250  0.10009E+07  0.13818E+07  0.10011E+07  0.39714E+06  0.69753E+06 -0.59792E+06 -0.11833E+07 -0.11928E+01 -0.71357E+06  0.39723E+06 -0.69770E+06 -0.59806E+06  0.41837E+02  0.64927E+02 -0.38977E+02 -0.72382E+02  0.81439E-06 -0.33854E+02  0.41837E+02 -0.64927E+02 -0.38977E+02
    1.1375  0.10007E+07  0.13826E+07  0.10010E+07  0.39706E+06  0.69742E+06 -0.59784E+06 -0.11840E+07 -0.12671E+01 -0.71400E+06  0.39715E+06 -0.69758E+06 -0.59797E+06  0.41838E+02  0.64927E+02 -0.38977E+02 -0.72380E+02  0.10861E-05 -0.33856E+02  0.41838E+02 -0.64927E+02 -0.38977E+02
    1.1500  0.10006E+07  0.13834E+07  0.10008E+07  0.39697E+06  0.69730E+06 -0.59774E+06 -0.11847E+07 -0.13415E+01 -0.71444E+06  0.39706E+06 -0.69746E+06 -0.59788E+06  0.41839E+02  0.64927E+02 -0.38976E+02 -0.72378E+02  0.13980E-05 -0.33859E+02  0.41838E+02 -0.64927E+02 -0.38976E+02
    1.1625  0.10004E+07  0.13842E+07  0.10006E+07  0.39688E+06  0.69718E+06 -0.59764E+06 -0.11854E+07 -0.14159E+01 -0.71488E+06  0.39697E+06 -0.69733E+06 -0.59777E+06  0.41839E+02  0.64927E+02 -0.38975E+02 -0.72376E+02  0.17521E-05 -0.33861E+02  0.41839E+02 -0.64927E+02 -0.38975E+02
    1.1750  0.10002E+07  0.13851E+07  0.10004E+07  0.39679E+06  0.69705E+06 -0.59754E+06 -0.11861E+07 -0.14902E+01 -0.71534E+06  0.39687E+06 -0.69720E+06 -0.59767E+06  0.41840E+02  0.64927E+02 -0.38975E+02 -0.72374E+02  0.21504E-05 -0.33863E+02  0.41840E+02 -0.64927E+02 -0.38975E+02
    1.1875  0.99998E+06  0.13860E+07  0.10002E+07  0.39669E+06  0.69691E+06 -0.59743E+06 -0.11868E+07 -0.15642E+01 -0.71581E+06  0.39678E+06 -0.69706E+06 -0.59756E+06  0.41841E+02  0.64928E+02 -0.38974E+02 -0.72372E+02  0.25948E-05 -0.33866E+02  0.41841E+02 -0.64927E+02 -0.38974E+02
    1.2000  0.99978E+06  0.13868E+07  0.10000E+07  0.39659E+06  0.69677E+06 -0.59731E+06 -0.11875E+07 -0.16378E+01 -0.71628E+06  0.39668E+06 -0.69692E+06 -0.59744E+06  0.41842E+02  0.64928E+02 -0.38973E+02 -0.72369E+02  0.30873E-05 -0.33868E+02  0.41842E+02 -0.64928E+02 -0.38973E+02
    1.2125  0.99957E+06  0.13877E+07  0.99979E+06  0.39650E+06  0.69663E+06 -0.59720E+06 -0.11883E+07 -0.17105E+01 -0.71675E+06  0.39658E+06 -0.69678E+06 -0.59733E+06  0.41843E+02  0.64928E+02 -0.38973E+02 -0.72367E+02  0.36296E-05 -0.33871E+02  0.41843E+02 -0.64928E+02 -0.38973E+02
    1.2250  0.99937E+06  0.13886E+07  0.99958E+06  0.39640E+06  0.69649E+06 -0.59708E+06 -0.11890E+07 -0.17819E+01 -0.71723E+06  0.39648E+06 -0.69663E+06 -0.59721E+06  0.41844E+02  0.64928E+02 -0.38972E+02 -0.72365E+02  0.42236E-05 -0.33873E+02  0.41844E+02 -0.64928E+02 -0.38972E+02
    1.2375  0.99916E+06  0.13895E+07  0.99936E+06  0.39630E+06  0.69634E+06 -0.59696E+06 -0.11898E+07 -0.18515E+01 -0.71772E+06  0.39638E+06 -0.69649E+06 -0.59709E+06  0.41846E+02  0.64928E+02 -0.38971E+02 -0.72363E+02  0.48709E-05 -0.33875E+02  0.41845E+02 -0.64928E+02 -0.38971E+02
    1.2500  0.99894E+06  0.13904E+07  0.99915E+06  0.39620E+06  0.69620E+06 -0.59684E+06 -0.11905E+07 -0.19188E+01 -0.71821E+06  0.39627E+06 -0.69634E+06 -0.59697E+06  0.41847E+02  0.64929E+02 -0.38970E+02 -0.72361E+02  0.55730E-05 -0.33878E+02  0.41847E+02 -0.64928E+02 -0.38970E+02
    1.2625  0.99873E+06  0.13913E+07  0.99893E+06  0.39609E+06  0.69606E+06 -0.59672E+06 -0.11913E+07 -0.19832E+01 -0.71870E+06  0.39617E+06 -0.69619E+06 -0.59684E+06  0.41848E+02  0.64929E+02 -0.38970E+02 -0.72358E+02  0.63314E-05 -0.33880E+02  0.41848E+02 -0.64929E+02 -0.38970E+02
    1.2750  0.99851E+06  0.13922E+07  0.99871E+06  0.39599E+06  0.69591E+06 -0.59660E+06 -0.11921E+07 -0.20441E+01 -0.71919E+06  0.39607E+06 -0.69604E+06 -0.59672E+06  0.41849E+02  0.64929E+02 -0.38969E+02 -0.72356E+02  0.71473E-05 -0.33883E+02  0.41849E+02 -0.64929E+02 -0.38969E+02
    1.2875  0.99830E+06  0.13931E+07  0.99848E+06  0.39589E+06  0.69576E+06 -0.59648E+06 -0.11928E+07 -0.21011E+01 -0.71969E+06  0.39596E+06 -0.69589E+06 -0.59659E+06  0.41850E+02  0.64929E+02 -0.38968E+02 -0.72354E+02  0.80218E-05 -0.33885E+02  0.41850E+02 -0.64929E+02 -0.38968E+02
    1.3000  0.99808E+06  0.13941E+07  0.99826E+06  0.39579E+06  0.69561E+06 -0.59635E+06 -0.11936E+07 -0.21536E+01 -0.72019E+06  0.39585E+06 -0.69574E+06 -0.59646E+06  0.41851E+02  0.64930E+02 -0.38967E+02 -0.72352E+02  0.89559E-05 -0.33887E+02  0.41851E+02 -0.64929E+02 -0.38967E+02
    1.3125  0.99785E+06  0.13950E+07  0.99802E+06  0.39568E+06  0.69546E+06 -0.59622E+06 -0.11944E+07 -0.22012E+01 -0.72070E+06  0.39575E+06 -0.69558E+06 -0.59633E+06  0.41853E+02  0.64930E+02 -0.38967E+02 -0.72349E+02  0.99502E-05 -0.33890E+02  0.41853E+02 -0.64930E+02 -0.38966E+02
    1.3250  0.99762E+06  0.13959E+07  0.99779E+06  0.39557E+06  0.69530E+06 -0.59609E+06 -0.11952E+07 -0.22434E+01 -0.72121E+06  0.39564E+06 -0.69542E+06 -0.59619E+06  0.41854E+02  0.64930E+02 -0.38966E+02 -0.72347E+02  0.11005E-04 -0.33892E+02  0.41854E+02 -0.64930E+02 -0.38966E+02
    1.3375  0.99739E+06  0.13969E+07  0.99755E+06  0.39547E+06  0.69515E+06 -0.59596E+06 -0.11960E+07 -0.22800E+01 -0.72173E+06  0.39552E+06 -0.69525E+06 -0.59605E+06  0.41855E+02  0.64930E+02 -0.38965E+02 -0.72344E+02  0.12122E-04 -0.33894E+02  0.41855E+02 -0.64930E+02 -0.38965E+02
    1.3500  0.99715E+06  0.13979E+07  0.99730E+06  0.39535E+06  0.69498E+06 -0.59582E+06 -0.11968E+07 -0.23106E+01 -0.72225E+06  0.39541E+06 -0.69509E+06 -0.59591E+06  0.41857E+02  0.64931E+02 -0.38964E+02 -0.72342E+02  0.13299E-04 -0.33897E+02  0.41856E+02 -0.64930E+02 -0.38964E+02
    1.3625  0.99690E+06  0.13988E+07  0.99704E+06  0.39524E+06  0.69482E+06 -0.59567E+06 -0.11976E+07 -0.23351E+01 -0.72278E+06  0.39529E+06 -0.69491E+06 -0.59576E+06  0.41858E+02  0.64931E+02 -0.38963E+02 -0.72339E+02  0.14537E-04 -0.33899E+02  0.41858E+02 -0.64931E+02 -0.38963E+02
    1.3750  0.99665E+06  0.13998E+07  0.99678E+06  0.39513E+06  0.69465E+06 -0.59553E+06 -0.11985E+07 -0.23533E+01 -0.72331E+06  0.39517E+06 -0.69474E+06 -0.59561E+06  0.41859E+02  0.64931E+02 -0.38962E+02 -0.72337E+02  0.15836E-04 -0.33901E+02  0.41859E+02 -0.64931E+02 -0.38962E+02
    1.3875  0.99639E+06  0.14008E+07  0.99651E+06  0.39501E+06  0.69447E+06 -0.59538E+06 -0.11993E+07 -0.23651E+01 -0.72384E+06  0.39505E+06 -0.69456E+06 -0.59545E+06  0.41861E+02  0.64932E+02 -0.38962E+02 -0.72334E+02  0.17194E-04 -0.33904E+02  0.41861E+02 -0.64931E+02 -0.38961E+02
    1.4000  0.99612E+06  0.14018E+07  0.99624E+06  0.39489E+06  0.69429E+06 -0.59522E+06 -0.12002E+07 -0.23705E+01 -0.72438E+06  0.39493E+06 -0.69437E+06 -0.59529E+06  0.41862E+02  0.64932E+02 -0.38961E+02 -0.72332E+02  0.18611E-04 -0.33906E+02  0.41862E+02 -0.64932E+02 -0.38961E+02
    1.4125  0.99585E+06  0.14028E+07  0.99596E+06  0.39476E+06  0.69410E+06 -0.59506E+06 -0.12010E+07 -0.23697E+01 -0.72492E+06  0.39480E+06 -0.69418E+06 -0.59513E+06  0.41864E+02  0.64932E+02 -0.38960E+02 -0.72329E+02  0.20086E-04 -0.33908E+02  0.41863E+02 -0.64932E+02 -0.38960E+02
    1.4250  0.99557E+06  0.14038E+07  0.99567E+06  0.39464E+06  0.69391E+06 -0.59490E+06 -0.12019E+07 -0.23628E+01 -0.72547E+06  0.39467E+06 -0.69399E+06 -0.59496E+06  0.41865E+02  0.64933E+02 -0.38959E+02 -0.72327E+02  0.21617E-04 -0.33910E+02  0.41865E+02 -0.64932E+02 -0.38959E+02
    1.4375  0.99528E+06  0.14049E+07  0.99538E+06  0.39451E+06  0.69372E+06 -0.59473E+06 -0.12027E+07 -0.23501E+01 -0.72601E+06  0.39454E+06 -0.69379E+06 -0.59479E+06  0.41867E+02  0.64933E+02 -0.38958E+02 -0.72324E+02  0.23203E-04 -0.33913E+02  0.41866E+02 -0.64933E+02 -0.38958E+02
    1.4500  0.99499E+06  0.14059E+07  0.99509E+06  0.39438E+06  0.69352E+06 -0.59456E+06 -0.12036E+07 -0.23321E+01 -0.72656E+06  0.39441E+06 -0.69359E+06 -0.59462E+06  0.41868E+02  0.64933E+02 -0.38957E+02 -0.72322E+02  0.24840E-04 -0.33915E+02  0.41868E+02 -0.64933E+02 -0.38957E+02
    1.4625  0.99469E+06  0.14069E+07  0.99479E+06  0.39424E+06  0.69332E+06 -0.59438E+06 -0.12044E+07 -0.23091E+01 -0.72711E+06  0.39428E+06 -0.69339E+06 -0.59444E+06  0.41870E+02  0.64934E+02 -0.38956E+02 -0.72319E+02  0.26528E-04 -0.33917E+02  0.41870E+02 -0.64933E+02 -0.38956E+02
    1.4750  0.99438E+06  0.14079E+07  0.99448E+06  0.39411E+06  0.69311E+06 -0.59420E+06 -0.12053E+07 -0.22818E+01 -0.72766E+06  0.39414E+06 -0.69318E+06 -0.59426E+06  0.41871E+02  0.64934E+02 -0.38955E+02 -0.72317E+02  0.28265E-04 -0.33919E+02  0.41871E+02 -0.64934E+02 -0.38955E+02
    1.4875  0.99407E+06  0.14090E+07  0.99417E+06  0.39397E+06  0.69290E+06 -0.59401E+06 -0.12062E+07 -0.22506E+01 -0.72821E+06  0.39400E+06 -0.69297E+06 -0.59408E+06  0.41873E+02  0.64934E+02 -0.38955E+02 -0.72314E+02  0.30046E-04 -0.33921E+02  0.41873E+02 -0.64934E+02 -0.38954E+02
    1.5000  0.99375E+06  0.14100E+07  0.99386E+06  0.39382E+06  0.69268E+06 -0.59382E+06 -0.12070E+07 -0.22162E+01 -0.72875E+06  0.39387E+06 -0.69276E+06 -0.59389E+06  0.41874E+02  0.64935E+02 -0.38954E+02 -0.72311E+02  0.31870E-04 -0.33923E+02  0.41874E+02 -0.64935E+02 -0.38953E+02
    1.5125  0.99342E+06  0.14110E+07  0.99354E+06  0.39368E+06  0.69246E+06 -0.59363E+06 -0.12079E+07 -0.21791E+01 -0.72930E+06  0.39372E+06 -0.69254E+06 -0.59370E+06  0.41876E+02  0.64935E+02 -0.38953E+02 -0.72309E+02  0.33735E-04 -0.33925E+02  0.41876E+02 -0.64935E+02 -0.38952E+02
    1.5250  0.99308E+06  0.14120E+07  0.99321E+06  0.39353E+06  0.69223E+06 -0.59343E+06 -0.12088E+07 -0.21398E+01 -0.72985E+06  0.39358E+06 -0.69232E+06 -0.59351E+06  0.41878E+02  0.64936E+02 -0.38952E+02 -0.72306E+02  0.35636E-04 -0.33927E+02  0.41878E+02 -0.64935E+02 -0.38951E+02
    1.5375  0.99274E+06  0.14131E+07  0.99288E+06  0.39338E+06  0.69200E+06 -0.59323E+06 -0.12097E+07 -0.20988E+01 -0.73039E+06  0.39343E+06 -0.69210E+06 -0.59331E+06  0.41879E+02  0.64936E+02 -0.38951E+02 -0.72304E+02  0.37572E-04 -0.33929E+02  0.41879E+02 -0.64936E+02 -0.38951E+02
    1.5500  0.99238E+06  0.14141E+07  0.99254E+06  0.39323E+06  0.69176E+06 -0.59302E+06 -0.12105E+07 -0.20565E+01 -0.73094E+06  0.39329E+06 -0.69187E+06 -0.59311E+06  0.41881E+02  0.64936E+02 -0.38950E+02 -0.72301E+02  0.39539E-04 -0.33931E+02  0.41881E+02 -0.64936E+02 -0.38950E+02
    1.5625  0.99202E+06  0.14151E+07  0.99219E+06  0.39307E+06  0.69151E+06 -0.59280E+06 -0.12114E+07 -0.20133E+01 -0.73149E+06  0.39313E+06 -0.69163E+06 -0.59290E+06  0.41883E+02  0.64937E+02 -0.38949E+02 -0.72298E+02  0.41534E-04 -0.33933E+02  0.41883E+02 -0.64937E+02 -0.38949E+02
    1.5750  0.99165E+06  0.14162E+07  0.99183E+06  0.39291E+06  0.69126E+06 -0.59258E+06 -0.12123E+07 -0.19696E+01 -0.73204E+06  0.39298E+06 -0.69139E+06 -0.59269E+06  0.41885E+02  0.64937E+02 -0.38948E+02 -0.72296E+02  0.43554E-04 -0.33935E+02  0.41885E+02 -0.64937E+02 -0.38948E+02
    1.5875  0.99127E+06  0.14172E+07  0.99147E+06  0.39274E+06  0.69100E+06 -0.59236E+06 -0.12132E+07 -0.19254E+01 -0.73259E+06  0.39282E+06 -0.69114E+06 -0.59248E+06  0.41887E+02  0.64938E+02 -0.38947E+02 -0.72293E+02  0.45595E-04 -0.33936E+02  0.41886E+02 -0.64937E+02 -0.38947E+02
    1.6000  0.99088E+06  0.14183E+07  0.99109E+06  0.39257E+06  0.69074E+06 -0.59213E+06 -0.12141E+07 -0.18813E+01 -0.73314E+06  0.39266E+06 -0.69089E+06 -0.59225E+06  0.41888E+02  0.64938E+02 -0.38946E+02 -0.72291E+02  0.47656E-04 -0.33938E+02  0.41888E+02 -0.64938E+02 -0.38946E+02
    1.6125  0.99048E+06  0.14193E+07  0.99071E+06  0.39240E+06  0.69046E+06 -0.59189E+06 -0.12150E+07 -0.18373E+01 -0.73370E+06  0.39249E+06 -0.69063E+06 -0.59203E+06  0.41890E+02  0.64938E+02 -0.38945E+02 -0.72288E+02  0.49732E-04 -0.33940E+02  0.41890E+02 -0.64938E+02 -0.38945E+02
    1.6250  0.99008E+06  0.14204E+07  0.99032E+06  0.39223E+06  0.69019E+06 -0.59165E+06 -0.12159E+07 -0.17939E+01 -0.73425E+06  0.39232E+06 -0.69036E+06 -0.59179E+06  0.41892E+02  0.64939E+02 -0.38944E+02 -0.72285E+02  0.51821E-04 -0.33942E+02  0.41892E+02 -0.64939E+02 -0.38944E+02
    1.6375  0.98966E+06  0.14214E+07  0.98993E+06  0.39205E+06  0.68991E+06 -0.59141E+06 -0.12168E+07 -0.17515E+01 -0.73480E+06  0.39215E+06 -0.69009E+06 -0.59156E+06  0.41894E+02  0.64939E+02 -0.38943E+02 -0.72283E+02  0.53919E-04 -0.33943E+02  0.41894E+02 -0.64939E+02 -0.38943E+02
    1.6500  0.98924E+06  0.14225E+07  0.98952E+06  0.39187E+06  0.68962E+06 -0.59116E+06 -0.12177E+07 -0.17104E+01 -0.73535E+06  0.39198E+06 -0.68982E+06 -0.59132E+06  0.41896E+02  0.64940E+02 -0.38942E+02 -0.72280E+02  0.56024E-04 -0.33945E+02  0.41896E+02 -0.64940E+02 -0.38942E+02
    1.6625  0.98882E+06  0.14236E+07  0.98912E+06  0.39169E+06  0.68933E+06 -0.59091E+06 -0.12186E+07 -0.16713E+01 -0.73590E+06  0.39180E+06 -0.68954E+06 -0.59108E+06  0.41898E+02  0.64940E+02 -0.38941E+02 -0.72278E+02  0.58132E-04 -0.33946E+02  0.41898E+02 -0.64940E+02 -0.38941E+02
    1.6750  0.98839E+06  0.14246E+07  0.98871E+06  0.39150E+06  0.68904E+06 -0.59065E+06 -0.12195E+07 -0.16346E+01 -0.73645E+06  0.39163E+06 -0.68926E+06 -0.59083E+06  0.41900E+02  0.64941E+02 -0.38940E+02 -0.72275E+02  0.60241E-04 -0.33948E+02  0.41900E+02 -0.64940E+02 -0.38940E+02
    1.6875  0.98796E+06  0.14257E+07  0.98829E+06  0.39132E+06  0.68875E+06 -0.59040E+06 -0.12204E+07 -0.16010E+01 -0.73699E+06  0.39145E+06 -0.68898E+06 -0.59059E+06  0.41902E+02  0.64941E+02 -0.38939E+02 -0.72273E+02  0.62349E-04 -0.33949E+02  0.41902E+02 -0.64941E+02 -0.38939E+02
    1.7000  0.98753E+06  0.14267E+07  0.98788E+06  0.39114E+06  0.68845E+06 -0.59014E+06 -0.12213E+07 -0.15712E+01 -0.73752E+06  0.39128E+06 -0.68870E+06 -0.59035E+06  0.41904E+02  0.64941E+02 -0.38939E+02 -0.72270E+02  0.64453E-04 -0.33951E+02  0.41904E+02 -0.64941E+02 -0.38938E+02
    1.7125  0.98711E+06  0.14277E+07  0.98748E+06  0.39095E+06  0.68816E+06 -0.58989E+06 -0.12222E+07 -0.15456E+01 -0.73805E+06  0.39110E+06 -0.68842E+06 -0.59010E+06  0.41906E+02  0.64942E+02 -0.38938E+02 -0.72268E+02  0.66549E-04 -0.33952E+02  0.41906E+02 -0.64942E+02 -0.38937E+02
    1.7250  0.98668E+06  0.14288E+07  0.98707E+06  0.39077E+06  0.68787E+06 -0.58964E+06 -0.12231E+07 -0.15250E+01 -0.73857E+06  0.39093E+06 -0.68815E+06 -0.58986E+06  0.41908E+02  0.64942E+02 -0.38937E+02 -0.72265E+02  0.68637E-04 -0.33953E+02  0.41908E+02 -0.64942E+02 -0.38936E+02
    1.7375  0.98626E+06  0.14298E+07  0.98667E+06  0.39059E+06  0.68758E+06 -0.58939E+06 -0.12239E+07 -0.15098E+01 -0.73908E+06  0.39075E+06 -0.68787E+06 -0.58962E+06  0.41910E+02  0.64943E+02 -0.38936E+02 -0.72262E+02  0.70715E-04 -0.33954E+02  0.41910E+02 -0.64943E+02 -0.38935E+02
    1.7500  0.98584E+06  0.14307E+07  0.98627E+06  0.39041E+06  0.68730E+06 -0.58914E+06 -0.12248E+07 -0.15003E+01 -0.73958E+06  0.39058E+06 -0.68760E+06 -0.58939E+06  0.41912E+02  0.64943E+02 -0.38935E+02 -0.72260E+02  0.72780E-04 -0.33956E+02  0.41912E+02 -0.64943E+02 -0.38934E+02
    1.7625  0.98543E+06  0.14317E+07  0.98588E+06  0.39023E+06  0.68702E+06 -0.58890E+06 -0.12256E+07 -0.14970E+01 -0.74006E+06  0.39041E+06 -0.68734E+06 -0.58915E+06  0.41914E+02  0.64944E+02 -0.38934E+02 -0.72258E+02  0.74831E-04 -0.33957E+02  0.41914E+02 -0.64943E+02 -0.38933E+02
    1.7750  0.98503E+06  0.14326E+07  0.98550E+06  0.39006E+06  0.68675E+06 -0.58866E+06 -0.12264E+07 -0.14998E+01 -0.74054E+06  0.39025E+06 -0.68708E+06 -0.58893E+06  0.41916E+02  0.64944E+02 -0.38933E+02 -0.72255E+02  0.76867E-04 -0.33958E+02  0.41916E+02 -0.64944E+02 -0.38932E+02
    1.7875  0.98464E+06  0.14336E+07  0.98512E+06  0.38989E+06  0.68648E+06 -0.58843E+06 -0.12272E+07 -0.15088E+01 -0.74101E+06  0.39009E+06 -0.68682E+06 -0.58870E+06  0.41918E+02  0.64944E+02 -0.38932E+02 -0.72253E+02  0.78887E-04 -0.33959E+02  0.41918E+02 -0.64944E+02 -0.38931E+02
    1.8000  0.98426E+06  0.14345E+07  0.98475E+06  0.38973E+06  0.68622E+06 -0.58820E+06 -0.12280E+07 -0.15239E+01 -0.74146E+06  0.38993E+06 -0.68657E+06 -0.58848E+06  0.41920E+02  0.64945E+02 -0.38931E+02 -0.72250E+02  0.80890E-04 -0.33960E+02  0.41920E+02 -0.64945E+02 -0.38930E+02
    1.8125  0.98388E+06  0.14354E+07  0.98438E+06  0.38957E+06  0.68596E+06 -0.58798E+06 -0.12288E+07 -0.15447E+01 -0.74190E+06  0.38977E+06 -0.68632E+06 -0.58827E+06  0.41923E+02  0.64945E+02 -0.38930E+02 -0.72248E+02  0.82877E-04 -0.33961E+02  0.41923E+02 -0.64945E+02 -0.38929E+02
    1.8250  0.98352E+06  0.14362E+07  0.98403E+06  0.38941E+06  0.68571E+06 -0.58776E+06 -0.12295E+07 -0.15711E+01 -0.74233E+06  0.38961E+06 -0.68608E+06 -0.58805E+06  0.41925E+02  0.64946E+02 -0.38929E+02 -0.72245E+02  0.84846E-04 -0.33962E+02  0.41925E+02 -0.64945E+02 -0.38928E+02
