      Time     FAIRTEN1     FAIRTEN2     FAIRTEN3       CON4FX       CON4FY       CON4FZ       CON5FX       CON5FY       CON5FZ       CON6FX       CON6FY       CON6FZ      L1N19PX      L1N19PY      L1N19PZ      L2N19PX      L2N19PY      L2N19PZ      L3N19PX      L3N19PY      L3N19PZ
   23.0125  0.95125E+06  0.15851E+07  0.94897E+06  0.36856E+06  0.65475E+06 -0.58339E+06 -0.13895E+07  0.91433E+02 -0.76287E+06  0.36741E+06 -0.65256E+06 -0.58285E+06  0.44660E+02  0.64559E+02 -0.39864E+02 -0.69969E+02 -0.32123E-01 -0.32229E+02  0.44647E+02 -0.64597E+02 -0.40032E+02
   23.0250  0.95141E+06  0.15847E+07  0.94901E+06  0.36863E+06  0.65486E+06 -0.58348E+06 -0.13891E+07  0.91771E+02 -0.76268E+06  0.36744E+06 -0.65259E+06 -0.58288E+06  0.44661E+02  0.64559E+02 -0.39864E+02 -0.69968E+02 -0.32192E-01 -0.32230E+02  0.44648E+02 -0.64597E+02 -0.40032E+02
   23.0375  0.95157E+06  0.15842E+07  0.94906E+06  0.36870E+06  0.65497E+06 -0.58357E+06 -0.13886E+07  0.92110E+02 -0.76248E+06  0.36746E+06 -0.65262E+06 -0.58290E+06  0.44662E+02  0.64559E+02 -0.39863E+02 -0.69966E+02 -0.32261E-01 -0.32231E+02  0.44649E+02 -0.64597E+02 -0.40032E+02
   23.0500  0.95173E+06  0.15837E+07  0.94910E+06  0.36877E+06  0.65508E+06 -0.58366E+06 -0.13882E+07  0.92447E+02 -0.76229E+06  0.36748E+06 -0.65264E+06 -0.58292E+06  0.44663E+02  0.64559E+02 -0.39863E+02 -0.69965E+02 -0.32331E-01 -0.32233E+02  0.44650E+02 -0.64597E+02 -0.40033E+02
   23.0625  0.95189E+06  0.15833E+07  0.94914E+06  0.36884E+06  0.65520E+06 -0.58375E+06 -0.13878E+07  0.92782E+02 -0.76210E+06  0.36750E+06 -0.65267E+06 -0.58295E+06  0.44664E+02  0.64559E+02 -0.39863E+02 -0.69964E+02 -0.32400E-01 -0.32234E+02  0.44651E+02 -0.64597E+02 -0.40033E+02
   23.0750  0.95205E+06  0.15828E+07  0.94917E+06  0.36891E+06  0.65530E+06 -0.58385E+06 -0.13874E+07  0.93116E+02 -0.76191E+06  0.36752E+06 -0.65269E+06 -0.58297E+06  0.44665E+02  0.64558E+02 -0.39863E+02 -0.69963E+02 -0.32470E-01 -0.32235E+02  0.44652E+02 -0.64597E+02 -0.40033E+02
   23.0875  0.95220E+06  0.15823E+07  0.94921E+06  0.36898E+06  0.65541E+06 -0.58394E+06 -0.13869E+07  0.93448E+02 -0.76172E+06  0.36754E+06 -0.65271E+06 -0.58299E+06  0.44667E+02  0.64558E+02 -0.39863E+02 -0.69962E+02 -0.32540E-01 -0.32236E+02  0.44653E+02 -0.64597E+02 -0.40033E+02
   23.1000  0.95236E+06  0.15819E+07  0.94924E+06  0.36905E+06  0.65552E+06 -0.58403E+06 -0.13865E+07  0.93778E+02 -0.76154E+06  0.36756E+06 -0.65273E+06 -0.58300E+06  0.44668E+02  0.64558E+02 -0.39863E+02 -0.69961E+02 -0.32610E-01 -0.32238E+02  0.44654E+02 -0.64597E+02 -0.40033E+02
   23.1125  0.95252E+06  0.15814E+07  0.94927E+06  0.36911E+06  0.65563E+06 -0.58412E+06 -0.13861E+07  0.94104E+02 -0.76135E+06  0.36758E+06 -0.65275E+06 -0.58302E+06  0.44669E+02  0.64558E+02 -0.39863E+02 -0.69960E+02 -0.32681E-01 -0.32239E+02  0.44655E+02 -0.64597E+02 -0.40033E+02
   23.1250  0.95267E+06  0.15810E+07  0.94929E+06  0.36918E+06  0.65574E+06 -0.58420E+06 -0.13857E+07  0.94428E+02 -0.76117E+06  0.36760E+06 -0.65276E+06 -0.58303E+06  0.44670E+02  0.64558E+02 -0.39863E+02 -0.69959E+02 -0.32752E-01 -0.32240E+02  0.44656E+02 -0.64597E+02 -0.40034E+02
   23.1375  0.95282E+06  0.15806E+07  0.94932E+06  0.36925E+06  0.65584E+06 -0.58429E+06 -0.13853E+07  0.94749E+02 -0.76100E+06  0.36761E+06 -0.65278E+06 -0.58305E+06  0.44671E+02  0.64558E+02 -0.39863E+02 -0.69958E+02 -0.32823E-01 -0.32241E+02  0.44657E+02 -0.64597E+02 -0.40034E+02
   23.1500  0.95298E+06  0.15801E+07  0.94934E+06  0.36932E+06  0.65595E+06 -0.58438E+06 -0.13849E+07  0.95066E+02 -0.76082E+06  0.36763E+06 -0.65279E+06 -0.58306E+06  0.44672E+02  0.64558E+02 -0.39863E+02 -0.69957E+02 -0.32894E-01 -0.32243E+02  0.44658E+02 -0.64597E+02 -0.40034E+02
   23.1625  0.95313E+06  0.15797E+07  0.94936E+06  0.36938E+06  0.65605E+06 -0.58447E+06 -0.13845E+07  0.95379E+02 -0.76065E+06  0.36765E+06 -0.65280E+06 -0.58307E+06  0.44672E+02  0.64558E+02 -0.39862E+02 -0.69956E+02 -0.32966E-01 -0.32244E+02  0.44659E+02 -0.64597E+02 -0.40034E+02
   23.1750  0.95328E+06  0.15793E+07  0.94938E+06  0.36945E+06  0.65615E+06 -0.58456E+06 -0.13841E+07  0.95689E+02 -0.76048E+06  0.36766E+06 -0.65281E+06 -0.58308E+06  0.44673E+02  0.64557E+02 -0.39862E+02 -0.69955E+02 -0.33038E-01 -0.32245E+02  0.44660E+02 -0.64597E+02 -0.40034E+02
   23.1875  0.95342E+06  0.15789E+07  0.94939E+06  0.36952E+06  0.65625E+06 -0.58464E+06 -0.13837E+07  0.95993E+02 -0.76031E+06  0.36767E+06 -0.65282E+06 -0.58309E+06  0.44674E+02  0.64557E+02 -0.39862E+02 -0.69954E+02 -0.33110E-01 -0.32246E+02  0.44661E+02 -0.64597E+02 -0.40034E+02
   23.2000  0.95357E+06  0.15785E+07  0.94941E+06  0.36958E+06  0.65635E+06 -0.58473E+06 -0.13834E+07  0.96293E+02 -0.76014E+06  0.36769E+06 -0.65282E+06 -0.58310E+06  0.44675E+02  0.64557E+02 -0.39862E+02 -0.69953E+02 -0.33182E-01 -0.32247E+02  0.44661E+02 -0.64597E+02 -0.40034E+02
   23.2125  0.95371E+06  0.15781E+07  0.94942E+06  0.36965E+06  0.65645E+06 -0.58481E+06 -0.13830E+07  0.96588E+02 -0.75998E+06  0.36770E+06 -0.65283E+06 -0.58310E+06  0.44676E+02  0.64557E+02 -0.39862E+02 -0.69952E+02 -0.33255E-01 -0.32249E+02  0.44662E+02 -0.64596E+02 -0.40035E+02
   23.2250  0.95385E+06  0.15777E+07  0.94943E+06  0.36971E+06  0.65655E+06 -0.58489E+06 -0.13826E+07  0.96878E+02 -0.75982E+06  0.36771E+06 -0.65283E+06 -0.58311E+06  0.44677E+02  0.64557E+02 -0.39862E+02 -0.69951E+02 -0.33328E-01 -0.32250E+02  0.44663E+02 -0.64596E+02 -0.40035E+02
   23.2375  0.95399E+06  0.15773E+07  0.94943E+06  0.36977E+06  0.65664E+06 -0.58497E+06 -0.13823E+07  0.97162E+02 -0.75967E+06  0.36772E+06 -0.65283E+06 -0.58311E+06  0.44678E+02  0.64557E+02 -0.39862E+02 -0.69950E+02 -0.33401E-01 -0.32251E+02  0.44664E+02 -0.64596E+02 -0.40035E+02
   23.2500  0.95413E+06  0.15769E+07  0.94944E+06  0.36983E+06  0.65673E+06 -0.58505E+06 -0.13819E+07  0.97440E+02 -0.75951E+06  0.36773E+06 -0.65283E+06 -0.58312E+06  0.44679E+02  0.64556E+02 -0.39862E+02 -0.69949E+02 -0.33475E-01 -0.32252E+02  0.44665E+02 -0.64596E+02 -0.40035E+02
   23.2625  0.95426E+06  0.15765E+07  0.94944E+06  0.36989E+06  0.65682E+06 -0.58513E+06 -0.13816E+07  0.97712E+02 -0.75936E+06  0.36774E+06 -0.65283E+06 -0.58312E+06  0.44679E+02  0.64556E+02 -0.39862E+02 -0.69948E+02 -0.33549E-01 -0.32254E+02  0.44666E+02 -0.64596E+02 -0.40035E+02
   23.2750  0.95439E+06  0.15761E+07  0.94944E+06  0.36995E+06  0.65691E+06 -0.58520E+06 -0.13812E+07  0.97978E+02 -0.75922E+06  0.36775E+06 -0.65282E+06 -0.58312E+06  0.44680E+02  0.64556E+02 -0.39861E+02 -0.69947E+02 -0.33623E-01 -0.32255E+02  0.44666E+02 -0.64596E+02 -0.40035E+02
   23.2875  0.95451E+06  0.15758E+07  0.94944E+06  0.37001E+06  0.65699E+06 -0.58528E+06 -0.13809E+07  0.98238E+02 -0.75907E+06  0.36775E+06 -0.65282E+06 -0.58312E+06  0.44681E+02  0.64556E+02 -0.39861E+02 -0.69946E+02 -0.33697E-01 -0.32256E+02  0.44667E+02 -0.64596E+02 -0.40035E+02
   23.3000  0.95464E+06  0.15754E+07  0.94944E+06  0.37007E+06  0.65708E+06 -0.58535E+06 -0.13805E+07  0.98490E+02 -0.75893E+06  0.36776E+06 -0.65281E+06 -0.58311E+06  0.44682E+02  0.64555E+02 -0.39861E+02 -0.69946E+02 -0.33772E-01 -0.32257E+02  0.44668E+02 -0.64596E+02 -0.40035E+02
   23.3125  0.95475E+06  0.15750E+07  0.94943E+06  0.37012E+06  0.65715E+06 -0.58542E+06 -0.13802E+07  0.98736E+02 -0.75879E+06  0.36776E+06 -0.65280E+06 -0.58311E+06  0.44683E+02  0.64555E+02 -0.39861E+02 -0.69945E+02 -0.33847E-01 -0.32258E+02  0.44669E+02 -0.64596E+02 -0.40035E+02
   23.3250  0.95487E+06  0.15747E+07  0.94942E+06  0.37017E+06  0.65723E+06 -0.58549E+06 -0.13799E+07  0.98973E+02 -0.75865E+06  0.36777E+06 -0.65279E+06 -0.58310E+06  0.44683E+02  0.64555E+02 -0.39861E+02 -0.69944E+02 -0.33922E-01 -0.32260E+02  0.44669E+02 -0.64595E+02 -0.40036E+02
   23.3375  0.95498E+06  0.15743E+07  0.94941E+06  0.37023E+06  0.65731E+06 -0.58555E+06 -0.13795E+07  0.99203E+02 -0.75851E+06  0.36777E+06 -0.65278E+06 -0.58310E+06  0.44684E+02  0.64555E+02 -0.39861E+02 -0.69943E+02 -0.33998E-01 -0.32261E+02  0.44670E+02 -0.64595E+02 -0.40036E+02
   23.3500  0.95509E+06  0.15739E+07  0.94940E+06  0.37028E+06  0.65738E+06 -0.58562E+06 -0.13792E+07  0.99424E+02 -0.75836E+06  0.36778E+06 -0.65276E+06 -0.58309E+06  0.44685E+02  0.64555E+02 -0.39861E+02 -0.69942E+02 -0.34074E-01 -0.32262E+02  0.44671E+02 -0.64595E+02 -0.40036E+02
   23.3625  0.95519E+06  0.15735E+07  0.94938E+06  0.37033E+06  0.65745E+06 -0.58568E+06 -0.13788E+07  0.99636E+02 -0.75821E+06  0.36778E+06 -0.65275E+06 -0.58308E+06  0.44685E+02  0.64554E+02 -0.39861E+02 -0.69942E+02 -0.34150E-01 -0.32263E+02  0.44671E+02 -0.64595E+02 -0.40036E+02
   23.3750  0.95529E+06  0.15731E+07  0.94936E+06  0.37037E+06  0.65751E+06 -0.58574E+06 -0.13785E+07  0.99840E+02 -0.75806E+06  0.36778E+06 -0.65273E+06 -0.58307E+06  0.44686E+02  0.64554E+02 -0.39860E+02 -0.69941E+02 -0.34227E-01 -0.32264E+02  0.44672E+02 -0.64595E+02 -0.40036E+02
   23.3875  0.95539E+06  0.15727E+07  0.94934E+06  0.37042E+06  0.65757E+06 -0.58579E+06 -0.13781E+07  0.10003E+03 -0.75790E+06  0.36778E+06 -0.65271E+06 -0.58306E+06  0.44687E+02  0.64554E+02 -0.39860E+02 -0.69940E+02 -0.34304E-01 -0.32265E+02  0.44673E+02 -0.64595E+02 -0.40036E+02
   23.4000  0.95548E+06  0.15723E+07  0.94932E+06  0.37046E+06  0.65763E+06 -0.58585E+06 -0.13777E+07  0.10022E+03 -0.75774E+06  0.36778E+06 -0.65269E+06 -0.58305E+06  0.44687E+02  0.64554E+02 -0.39860E+02 -0.69940E+02 -0.34381E-01 -0.32267E+02  0.44673E+02 -0.64595E+02 -0.40036E+02
   23.4125  0.95557E+06  0.15719E+07  0.94930E+06  0.37051E+06  0.65769E+06 -0.58590E+06 -0.13773E+07  0.10040E+03 -0.75758E+06  0.36778E+06 -0.65267E+06 -0.58303E+06  0.44688E+02  0.64553E+02 -0.39860E+02 -0.69939E+02 -0.34458E-01 -0.32268E+02  0.44674E+02 -0.64595E+02 -0.40036E+02
   23.4250  0.95565E+06  0.15715E+07  0.94928E+06  0.37055E+06  0.65774E+06 -0.58595E+06 -0.13770E+07  0.10056E+03 -0.75741E+06  0.36778E+06 -0.65265E+06 -0.58302E+06  0.44688E+02  0.64553E+02 -0.39860E+02 -0.69938E+02 -0.34536E-01 -0.32269E+02  0.44674E+02 -0.64594E+02 -0.40036E+02
   23.4375  0.95573E+06  0.15711E+07  0.94925E+06  0.37059E+06  0.65779E+06 -0.58599E+06 -0.13766E+07  0.10072E+03 -0.75725E+06  0.36778E+06 -0.65263E+06 -0.58300E+06  0.44689E+02  0.64553E+02 -0.39860E+02 -0.69938E+02 -0.34614E-01 -0.32270E+02  0.44675E+02 -0.64594E+02 -0.40036E+02
   23.4500  0.95580E+06  0.15707E+07  0.94922E+06  0.37062E+06  0.65784E+06 -0.58604E+06 -0.13762E+07  0.10087E+03 -0.75709E+06  0.36777E+06 -0.65260E+06 -0.58298E+06  0.44690E+02  0.64552E+02 -0.39860E+02 -0.69937E+02 -0.34693E-01 -0.32271E+02  0.44676E+02 -0.64594E+02 -0.40036E+02
   23.4625  0.95587E+06  0.15703E+07  0.94919E+06  0.37066E+06  0.65788E+06 -0.58608E+06 -0.13758E+07  0.10102E+03 -0.75693E+06  0.36777E+06 -0.65257E+06 -0.58296E+06  0.44690E+02  0.64552E+02 -0.39859E+02 -0.69936E+02 -0.34771E-01 -0.32272E+02  0.44676E+02 -0.64594E+02 -0.40036E+02
   23.4750  0.95593E+06  0.15699E+07  0.94915E+06  0.37069E+06  0.65792E+06 -0.58612E+06 -0.13755E+07  0.10115E+03 -0.75678E+06  0.36776E+06 -0.65255E+06 -0.58294E+06  0.44691E+02  0.64552E+02 -0.39859E+02 -0.69936E+02 -0.34850E-01 -0.32273E+02  0.44677E+02 -0.64594E+02 -0.40036E+02
   23.4875  0.95599E+06  0.15695E+07  0.94912E+06  0.37073E+06  0.65796E+06 -0.58615E+06 -0.13751E+07  0.10127E+03 -0.75663E+06  0.36776E+06 -0.65252E+06 -0.58292E+06  0.44691E+02  0.64552E+02 -0.39859E+02 -0.69935E+02 -0.34929E-01 -0.32274E+02  0.44677E+02 -0.64594E+02 -0.40036E+02
   23.5000  0.95605E+06  0.15692E+07  0.94908E+06  0.37076E+06  0.65799E+06 -0.58618E+06 -0.13748E+07  0.10139E+03 -0.75648E+06  0.36775E+06 -0.65248E+06 -0.58290E+06  0.44692E+02  0.64551E+02 -0.39859E+02 -0.69935E+02 -0.35009E-01 -0.32276E+02  0.44678E+02 -0.64594E+02 -0.40036E+02
   23.5125  0.95610E+06  0.15688E+07  0.94904E+06  0.37078E+06  0.65802E+06 -0.58621E+06 -0.13744E+07  0.10150E+03 -0.75634E+06  0.36774E+06 -0.65245E+06 -0.58288E+06  0.44692E+02  0.64551E+02 -0.39859E+02 -0.69934E+02 -0.35089E-01 -0.32277E+02  0.44678E+02 -0.64593E+02 -0.40036E+02
   23.5250  0.95614E+06  0.15684E+07  0.94900E+06  0.37081E+06  0.65805E+06 -0.58624E+06 -0.13741E+07  0.10160E+03 -0.75621E+06  0.36774E+06 -0.65242E+06 -0.58285E+06  0.44693E+02  0.64551E+02 -0.39859E+02 -0.69934E+02 -0.35169E-01 -0.32278E+02  0.44679E+02 -0.64593E+02 -0.40036E+02
   23.5375  0.95618E+06  0.15681E+07  0.94896E+06  0.37083E+06  0.65807E+06 -0.58626E+06 -0.13738E+07  0.10169E+03 -0.75608E+06  0.36773E+06 -0.65238E+06 -0.58283E+06  0.44693E+02  0.64550E+02 -0.39858E+02 -0.69933E+02 -0.35249E-01 -0.32279E+02  0.44679E+02 -0.64593E+02 -0.40036E+02
   23.5500  0.95622E+06  0.15678E+07  0.94891E+06  0.37086E+06  0.65809E+06 -0.58629E+06 -0.13735E+07  0.10177E+03 -0.75596E+06  0.36772E+06 -0.65235E+06 -0.58280E+06  0.44693E+02  0.64550E+02 -0.39858E+02 -0.69933E+02 -0.35330E-01 -0.32280E+02  0.44679E+02 -0.64593E+02 -0.40036E+02
   23.5625  0.95625E+06  0.15675E+07  0.94887E+06  0.37088E+06  0.65811E+06 -0.58630E+06 -0.13732E+07  0.10185E+03 -0.75585E+06  0.36771E+06 -0.65231E+06 -0.58277E+06  0.44694E+02  0.64550E+02 -0.39858E+02 -0.69932E+02 -0.35411E-01 -0.32281E+02  0.44680E+02 -0.64593E+02 -0.40036E+02
   23.5750  0.95628E+06  0.15672E+07  0.94882E+06  0.37090E+06  0.65812E+06 -0.58632E+06 -0.13729E+07  0.10191E+03 -0.75575E+06  0.36770E+06 -0.65227E+06 -0.58275E+06  0.44694E+02  0.64549E+02 -0.39858E+02 -0.69932E+02 -0.35492E-01 -0.32282E+02  0.44680E+02 -0.64593E+02 -0.40036E+02
   23.5875  0.95630E+06  0.15669E+07  0.94877E+06  0.37091E+06  0.65813E+06 -0.58633E+06 -0.13727E+07  0.10197E+03 -0.75565E+06  0.36769E+06 -0.65224E+06 -0.58272E+06  0.44695E+02  0.64549E+02 -0.39858E+02 -0.69931E+02 -0.35574E-01 -0.32283E+02  0.44681E+02 -0.64593E+02 -0.40036E+02
   23.6000  0.95631E+06  0.15667E+07  0.94873E+06  0.37093E+06  0.65814E+06 -0.58634E+06 -0.13725E+07  0.10202E+03 -0.75556E+06  0.36768E+06 -0.65220E+06 -0.58269E+06  0.44695E+02  0.64549E+02 -0.39858E+02 -0.69931E+02 -0.35655E-01 -0.32284E+02  0.44681E+02 -0.64592E+02 -0.40036E+02
   23.6125  0.95633E+06  0.15665E+07  0.94868E+06  0.37094E+06  0.65814E+06 -0.58635E+06 -0.13722E+07  0.10207E+03 -0.75548E+06  0.36767E+06 -0.65216E+06 -0.58266E+06  0.44695E+02  0.64549E+02 -0.39857E+02 -0.69930E+02 -0.35737E-01 -0.32285E+02  0.44681E+02 -0.64592E+02 -0.40036E+02
   23.6250  0.95633E+06  0.15662E+07  0.94863E+06  0.37096E+06  0.65814E+06 -0.58636E+06 -0.13720E+07  0.10210E+03 -0.75541E+06  0.36766E+06 -0.65212E+06 -0.58263E+06  0.44696E+02  0.64548E+02 -0.39857E+02 -0.69930E+02 -0.35819E-01 -0.32286E+02  0.44682E+02 -0.64592E+02 -0.40036E+02
   23.6375  0.95634E+06  0.15660E+07  0.94858E+06  0.37097E+06  0.65814E+06 -0.58636E+06 -0.13718E+07  0.10213E+03 -0.75535E+06  0.36765E+06 -0.65208E+06 -0.58260E+06  0.44696E+02  0.64548E+02 -0.39857E+02 -0.69930E+02 -0.35902E-01 -0.32287E+02  0.44682E+02 -0.64592E+02 -0.40036E+02
   23.6500  0.95634E+06  0.15659E+07  0.94852E+06  0.37097E+06  0.65813E+06 -0.58636E+06 -0.13717E+07  0.10215E+03 -0.75529E+06  0.36764E+06 -0.65204E+06 -0.58257E+06  0.44696E+02  0.64548E+02 -0.39857E+02 -0.69929E+02 -0.35984E-01 -0.32288E+02  0.44682E+02 -0.64592E+02 -0.40035E+02
   23.6625  0.95633E+06  0.15657E+07  0.94847E+06  0.37098E+06  0.65812E+06 -0.58636E+06 -0.13715E+07  0.10216E+03 -0.75524E+06  0.36763E+06 -0.65199E+06 -0.58254E+06  0.44697E+02  0.64547E+02 -0.39856E+02 -0.69929E+02 -0.36067E-01 -0.32289E+02  0.44683E+02 -0.64592E+02 -0.40035E+02
   23.6750  0.95632E+06  0.15655E+07  0.94842E+06  0.37098E+06  0.65811E+06 -0.58635E+06 -0.13713E+07  0.10217E+03 -0.75520E+06  0.36761E+06 -0.65195E+06 -0.58250E+06  0.44697E+02  0.64547E+02 -0.39856E+02 -0.69929E+02 -0.36150E-01 -0.32289E+02  0.44683E+02 -0.64592E+02 -0.40035E+02
   23.6875  0.95630E+06  0.15654E+07  0.94836E+06  0.37099E+06  0.65809E+06 -0.58634E+06 -0.13712E+07  0.10217E+03 -0.75516E+06  0.36760E+06 -0.65191E+06 -0.58247E+06  0.44697E+02  0.64547E+02 -0.39856E+02 -0.69928E+02 -0.36234E-01 -0.32290E+02  0.44683E+02 -0.64591E+02 -0.40035E+02
   23.7000  0.95628E+06  0.15653E+07  0.94830E+06  0.37099E+06  0.65807E+06 -0.58633E+06 -0.13711E+07  0.10217E+03 -0.75513E+06  0.36759E+06 -0.65187E+06 -0.58244E+06  0.44697E+02  0.64546E+02 -0.39856E+02 -0.69928E+02 -0.36317E-01 -0.32291E+02  0.44683E+02 -0.64591E+02 -0.40035E+02
   23.7125  0.95626E+06  0.15652E+07  0.94825E+06  0.37099E+06  0.65805E+06 -0.58631E+06 -0.13710E+07  0.10215E+03 -0.75511E+06  0.36758E+06 -0.65182E+06 -0.58240E+06  0.44698E+02  0.64546E+02 -0.39855E+02 -0.69928E+02 -0.36401E-01 -0.32292E+02  0.44684E+02 -0.64591E+02 -0.40035E+02
   23.7250  0.95623E+06  0.15651E+07  0.94819E+06  0.37098E+06  0.65803E+06 -0.58629E+06 -0.13709E+07  0.10214E+03 -0.75509E+06  0.36756E+06 -0.65178E+06 -0.58237E+06  0.44698E+02  0.64546E+02 -0.39855E+02 -0.69928E+02 -0.36485E-01 -0.32293E+02  0.44684E+02 -0.64591E+02 -0.40035E+02
   23.7375  0.95619E+06  0.15650E+07  0.94813E+06  0.37098E+06  0.65800E+06 -0.58627E+06 -0.13708E+07  0.10211E+03 -0.75508E+06  0.36755E+06 -0.65173E+06 -0.58233E+06  0.44698E+02  0.64545E+02 -0.39855E+02 -0.69927E+02 -0.36569E-01 -0.32294E+02  0.44684E+02 -0.64591E+02 -0.40034E+02
   23.7500  0.95615E+06  0.15649E+07  0.94808E+06  0.37097E+06  0.65796E+06 -0.58625E+06 -0.13707E+07  0.10209E+03 -0.75507E+06  0.36753E+06 -0.65169E+06 -0.58230E+06  0.44698E+02  0.64545E+02 -0.39854E+02 -0.69927E+02 -0.36653E-01 -0.32295E+02  0.44684E+02 -0.64591E+02 -0.40034E+02
   23.7625  0.95611E+06  0.15648E+07  0.94802E+06  0.37096E+06  0.65793E+06 -0.58622E+06 -0.13706E+07  0.10205E+03 -0.75506E+06  0.36752E+06 -0.65164E+06 -0.58226E+06  0.44698E+02  0.64545E+02 -0.39854E+02 -0.69927E+02 -0.36737E-01 -0.32296E+02  0.44684E+02 -0.64591E+02 -0.40034E+02
   23.7750  0.95606E+06  0.15648E+07  0.94796E+06  0.37095E+06  0.65789E+06 -0.58620E+06 -0.13705E+07  0.10201E+03 -0.75507E+06  0.36751E+06 -0.65160E+06 -0.58223E+06  0.44699E+02  0.64545E+02 -0.39854E+02 -0.69927E+02 -0.36822E-01 -0.32296E+02  0.44685E+02 -0.64591E+02 -0.40034E+02
   23.7875  0.95601E+06  0.15647E+07  0.94790E+06  0.37094E+06  0.65785E+06 -0.58616E+06 -0.13705E+07  0.10197E+03 -0.75507E+06  0.36749E+06 -0.65155E+06 -0.58219E+06  0.44699E+02  0.64544E+02 -0.39853E+02 -0.69927E+02 -0.36907E-01 -0.32297E+02  0.44685E+02 -0.64590E+02 -0.40034E+02
   23.8000  0.95595E+06  0.15647E+07  0.94784E+06  0.37093E+06  0.65780E+06 -0.58613E+06 -0.13704E+07  0.10192E+03 -0.75508E+06  0.36748E+06 -0.65151E+06 -0.58215E+06  0.44699E+02  0.64544E+02 -0.39853E+02 -0.69927E+02 -0.36992E-01 -0.32298E+02  0.44685E+02 -0.64590E+02 -0.40033E+02
   23.8125  0.95589E+06  0.15646E+07  0.94779E+06  0.37091E+06  0.65775E+06 -0.58609E+06 -0.13704E+07  0.10186E+03 -0.75509E+06  0.36746E+06 -0.65146E+06 -0.58212E+06  0.44699E+02  0.64544E+02 -0.39853E+02 -0.69927E+02 -0.37077E-01 -0.32299E+02  0.44685E+02 -0.64590E+02 -0.40033E+02
   23.8250  0.95582E+06  0.15646E+07  0.94773E+06  0.37090E+06  0.65770E+06 -0.58605E+06 -0.13703E+07  0.10180E+03 -0.75511E+06  0.36745E+06 -0.65142E+06 -0.58208E+06  0.44699E+02  0.64543E+02 -0.39852E+02 -0.69926E+02 -0.37162E-01 -0.32299E+02  0.44685E+02 -0.64590E+02 -0.40033E+02
   23.8375  0.95575E+06  0.15646E+07  0.94767E+06  0.37088E+06  0.65765E+06 -0.58601E+06 -0.13703E+07  0.10174E+03 -0.75513E+06  0.36744E+06 -0.65137E+06 -0.58205E+06  0.44699E+02  0.64543E+02 -0.39852E+02 -0.69926E+02 -0.37247E-01 -0.32300E+02  0.44685E+02 -0.64590E+02 -0.40032E+02
   23.8500  0.95567E+06  0.15646E+07  0.94761E+06  0.37086E+06  0.65759E+06 -0.58596E+06 -0.13703E+07  0.10167E+03 -0.75515E+06  0.36742E+06 -0.65133E+06 -0.58201E+06  0.44699E+02  0.64543E+02 -0.39852E+02 -0.69926E+02 -0.37332E-01 -0.32301E+02  0.44685E+02 -0.64590E+02 -0.40032E+02
   23.8625  0.95560E+06  0.15646E+07  0.94755E+06  0.37083E+06  0.65753E+06 -0.58592E+06 -0.13703E+07  0.10159E+03 -0.75518E+06  0.36741E+06 -0.65128E+06 -0.58197E+06  0.44699E+02  0.64542E+02 -0.39851E+02 -0.69926E+02 -0.37418E-01 -0.32301E+02  0.44685E+02 -0.64590E+02 -0.40032E+02
   23.8750  0.95551E+06  0.15646E+07  0.94749E+06  0.37081E+06  0.65747E+06 -0.58587E+06 -0.13703E+07  0.10152E+03 -0.75521E+06  0.36739E+06 -0.65124E+06 -0.58193E+06  0.44699E+02  0.64542E+02 -0.39851E+02 -0.69926E+02 -0.37503E-01 -0.32302E+02  0.44685E+02 -0.64590E+02 -0.40031E+02
   23.8875  0.95542E+06  0.15646E+07  0.94743E+06  0.37078E+06  0.65740E+06 -0.58581E+06 -0.13703E+07  0.10144E+03 -0.75525E+06  0.36738E+06 -0.65119E+06 -0.58190E+06  0.44699E+02  0.64542E+02 -0.39850E+02 -0.69926E+02 -0.37589E-01 -0.32303E+02  0.44685E+02 -0.64590E+02 -0.40031E+02
   23.9000  0.95533E+06  0.15647E+07  0.94737E+06  0.37076E+06  0.65733E+06 -0.58576E+06 -0.13703E+07  0.10135E+03 -0.75528E+06  0.36736E+06 -0.65115E+06 -0.58186E+06  0.44699E+02  0.64542E+02 -0.39850E+02 -0.69926E+02 -0.37675E-01 -0.32303E+02  0.44685E+02 -0.64590E+02 -0.40031E+02
   23.9125  0.95524E+06  0.15647E+07  0.94731E+06  0.37073E+06  0.65726E+06 -0.58570E+06 -0.13703E+07  0.10127E+03 -0.75532E+06  0.36735E+06 -0.65110E+06 -0.58182E+06  0.44699E+02  0.64541E+02 -0.39850E+02 -0.69926E+02 -0.37761E-01 -0.32304E+02  0.44685E+02 -0.64589E+02 -0.40030E+02
   23.9250  0.95514E+06  0.15647E+07  0.94725E+06  0.37070E+06  0.65719E+06 -0.58564E+06 -0.13703E+07  0.10118E+03 -0.75537E+06  0.36733E+06 -0.65106E+06 -0.58179E+06  0.44699E+02  0.64541E+02 -0.39849E+02 -0.69927E+02 -0.37846E-01 -0.32304E+02  0.44685E+02 -0.64589E+02 -0.40030E+02
