
Predictions were generated on 31-May-2023 at 22:53:42 using HydroDyn Driver, compiled on May 31 2023 at 21:49:36 as a 64-bit application using double precision at commit v3.5.0-439-g0b6ef93e-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore fixed-bottom HydroDyn input properties for the OC3 Tripod

Time	HydroFxi	HydroFzi	HydroMyi	M1N1Vxi	M1N1Vzi	M1N1Axi	M1N1Azi	M1N1FDxi	M1N1FDzi	M1N1FIxi	M1N1FIzi
(s)	(N)	(N)	(N-m)	(m/s)	(m/s)	(m/s^2)	(m/s^2)	(N/m)	(N/m)	(N/m)	(N/m)
   11.7750	  -2.424850E+06	   8.855860E+06	   4.753528E+07	  -8.409820E-02	  -9.905868E-01	  -7.908198E-01	   4.158737E-02	   2.245309E+02	  -1.416810E+02	  -5.763526E+03	   3.636838E+03
   11.8000	  -2.451487E+06	   8.854270E+06	   4.801436E+07	  -1.037482E-01	  -9.885713E-01	  -7.892107E-01	   5.130449E-02	   2.074995E+02	  -1.309341E+02	  -5.795429E+03	   3.656968E+03
   11.8250	  -2.477906E+06	   8.852676E+06	   4.849062E+07	  -1.233982E-01	  -9.865558E-01	  -7.876016E-01	   6.102162E-02	   1.911397E+02	  -1.206109E+02	  -5.827330E+03	   3.677098E+03
   11.8500	  -2.504108E+06	   8.851078E+06	   4.896410E+07	  -1.430483E-01	  -9.845402E-01	  -7.859927E-01	   7.073874E-02	   1.754515E+02	  -1.107115E+02	  -5.859232E+03	   3.697229E+03
   11.8750	  -2.530097E+06	   8.849474E+06	   4.943483E+07	  -1.626983E-01	  -9.825248E-01	  -7.843835E-01	   8.045586E-02	   1.604352E+02	  -1.012360E+02	  -5.891134E+03	   3.717359E+03
   11.9000	  -2.555876E+06	   8.847862E+06	   4.990286E+07	  -1.823483E-01	  -9.805091E-01	  -7.827745E-01	   9.017298E-02	   1.460903E+02	  -9.218433E+01	  -5.923036E+03	   3.737490E+03
   11.9250	  -2.581450E+06	   8.846241E+06	   5.036823E+07	  -2.019983E-01	  -9.784935E-01	  -7.811654E-01	   9.989010E-02	   1.324172E+02	  -8.355647E+01	  -5.954937E+03	   3.757619E+03
   11.9500	  -2.606820E+06	   8.844610E+06	   5.083099E+07	  -2.216484E-01	  -9.764780E-01	  -7.795563E-01	   1.096072E-01	   1.194158E+02	  -7.535247E+01	  -5.986839E+03	   3.777750E+03
   11.9750	  -2.631991E+06	   8.842966E+06	   5.129118E+07	  -2.412984E-01	  -9.744624E-01	  -7.779472E-01	   1.193243E-01	   1.070861E+02	  -6.757228E+01	  -6.018740E+03	   3.797880E+03
   12.0000	  -2.656968E+06	   8.841309E+06	   5.174887E+07	  -2.609484E-01	  -9.724469E-01	  -7.763382E-01	   1.290415E-01	   9.542803E+01	  -6.021596E+01	  -6.050642E+03	   3.818010E+03
   12.0250	  -2.675458E+06	   8.839802E+06	   5.208122E+07	  -2.799559E-01	  -9.680369E-01	  -7.728175E-01	   1.384408E-01	   8.400014E+01	  -5.300486E+01	  -6.067645E+03	   3.828739E+03
   12.0500	  -2.693730E+06	   8.838276E+06	   5.241060E+07	  -2.989633E-01	  -9.636269E-01	  -7.692968E-01	   1.478402E-01	   7.330085E+01	  -4.625351E+01	  -6.084648E+03	   3.839469E+03
   12.0750	  -2.711788E+06	   8.836730E+06	   5.273705E+07	  -3.179708E-01	  -9.592168E-01	  -7.657762E-01	   1.572396E-01	   6.333016E+01	  -3.996191E+01	  -6.101651E+03	   3.850198E+03
   12.1000	  -2.729637E+06	   8.835161E+06	   5.306064E+07	  -3.369783E-01	  -9.548068E-01	  -7.622554E-01	   1.666390E-01	   5.408804E+01	  -3.413004E+01	  -6.118654E+03	   3.860926E+03
   12.1250	  -2.747282E+06	   8.833569E+06	   5.338142E+07	  -3.559857E-01	  -9.503968E-01	  -7.587348E-01	   1.760384E-01	   4.557453E+01	  -2.875794E+01	  -6.135658E+03	   3.871656E+03
   12.1500	  -2.764729E+06	   8.831951E+06	   5.369949E+07	  -3.749932E-01	  -9.459867E-01	  -7.552142E-01	   1.854377E-01	   3.778956E+01	  -2.384556E+01	  -6.152661E+03	   3.882385E+03
   12.1750	  -2.781984E+06	   8.830306E+06	   5.401488E+07	  -3.940006E-01	  -9.415767E-01	  -7.516934E-01	   1.948371E-01	   3.073322E+01	  -1.939294E+01	  -6.169663E+03	   3.893113E+03
   12.2000	  -2.799053E+06	   8.828631E+06	   5.432769E+07	  -4.130082E-01	  -9.371667E-01	  -7.481728E-01	   2.042365E-01	   2.440544E+01	  -1.540005E+01	  -6.186667E+03	   3.903843E+03
   12.2250	  -2.815942E+06	   8.826925E+06	   5.463798E+07	  -4.320156E-01	  -9.327567E-01	  -7.446520E-01	   2.136359E-01	   1.880626E+01	  -1.186692E+01	  -6.203669E+03	   3.914572E+03
   12.2500	  -2.832658E+06	   8.825188E+06	   5.494585E+07	  -4.510231E-01	  -9.283466E-01	  -7.411314E-01	   2.230353E-01	   1.393567E+01	  -8.793535E+00	  -6.220672E+03	   3.925301E+03
   12.2750	  -2.842334E+06	   8.823615E+06	   5.511799E+07	  -4.689199E-01	  -9.216508E-01	  -7.357857E-01	   2.318854E-01	   9.736234E+00	  -6.143652E+00	  -6.222357E+03	   3.926364E+03
   12.3000	  -2.851824E+06	   8.822007E+06	   5.528738E+07	  -4.868169E-01	  -9.149548E-01	  -7.304401E-01	   2.407356E-01	   6.287725E+00	  -3.967612E+00	  -6.224043E+03	   3.927427E+03
   12.3250	  -2.861133E+06	   8.820361E+06	   5.545410E+07	  -5.047138E-01	  -9.082589E-01	  -7.250945E-01	   2.495858E-01	   3.590166E+00	  -2.265428E+00	  -6.225728E+03	   3.928491E+03
   12.3500	  -2.870270E+06	   8.818675E+06	   5.561825E+07	  -5.226107E-01	  -9.015630E-01	  -7.197490E-01	   2.584360E-01	   1.643559E+00	  -1.037100E+00	  -6.227415E+03	   3.929555E+03
   12.3750	  -2.879240E+06	   8.816950E+06	   5.577990E+07	  -5.405076E-01	  -8.948671E-01	  -7.144034E-01	   2.672862E-01	   4.479019E-01	  -2.826301E-01	  -6.229100E+03	   3.930619E+03
   12.4000	  -2.888050E+06	   8.815183E+06	   5.593915E+07	  -5.584045E-01	  -8.881712E-01	  -7.090578E-01	   2.761364E-01	   3.191656E-03	  -2.013964E-03	  -6.230786E+03	   3.931682E+03
   12.4250	  -2.896707E+06	   8.813373E+06	   5.609610E+07	  -5.763013E-01	  -8.814752E-01	  -7.037122E-01	   2.849866E-01	  -3.094296E-01	   1.952529E-01	  -6.232471E+03	   3.932746E+03
   12.4500	  -2.905218E+06	   8.811521E+06	   5.625084E+07	  -5.941983E-01	  -8.747793E-01	  -6.983666E-01	   2.938368E-01	  -1.366617E+00	   8.623478E-01	  -6.234156E+03	   3.933809E+03
   12.4750	  -2.913588E+06	   8.809624E+06	   5.640348E+07	  -6.120951E-01	  -8.680834E-01	  -6.930209E-01	   3.026869E-01	  -3.174750E+00	   2.003296E+00	  -6.235841E+03	   3.934873E+03
