
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
    0.3625   1.0034265E+06   1.3703696E+06   1.0041115E+06   8.0749909E+05   1.1711646E+06   8.0777184E+05   8.2169762E+05   1.2014735E+06   8.2206398E+05   3.9821479E+05   6.9798445E+05  -6.0092214E+05  -1.1738197E+06  -3.9530762E+00  -7.0714926E+05   3.9848744E+05  -6.9846472E+05  -6.0132748E+05   4.1783333E+01   6.4871507E+01  -3.9098839E+01  -7.2444494E+01   1.0810387E-05  -3.3742520E+01   4.1783200E+01  -6.4871270E+01  -3.9098473E+01   2.4965150E+01   3.5393081E+01  -1.4659433E+01  -3.6304091E+01   1.2964721E-04  -1.2654876E+01   2.4965114E+01  -3.5392919E+01  -1.4658836E+01
    0.3750   1.0033581E+06   1.3706294E+06   1.0040589E+06   8.0749293E+05   1.1713422E+06   8.0778341E+05   8.2173036E+05   1.2015922E+06   8.2212850E+05   3.9818814E+05   6.9793285E+05  -6.0088553E+05  -1.1740463E+06  -4.2311448E+00  -7.0727667E+05   3.9846700E+05  -6.9842414E+05  -6.0130035E+05   4.1783776E+01   6.4871372E+01  -3.9098399E+01  -7.2444213E+01   1.2102697E-05  -3.3743417E+01   4.1783636E+01  -6.4871120E+01  -3.9098002E+01   2.4965549E+01   3.5393087E+01  -1.4658858E+01  -3.6303745E+01   1.3929639E-04  -1.2655860E+01   2.4965509E+01  -3.5392913E+01  -1.4658222E+01
    0.3875   1.0032879E+06   1.3708986E+06   1.0040027E+06   8.0748471E+05   1.1715269E+06   8.0779425E+05   8.2177178E+05   1.2017052E+06   8.2220241E+05   3.9816049E+05   6.9787995E+05  -6.0084808E+05  -1.1742808E+06  -4.5183991E+00  -7.0740897E+05   3.9844484E+05  -6.9838097E+05  -6.0127130E+05   4.1784225E+01   6.4871236E+01  -3.9097951E+01  -7.2443916E+01   1.3514363E-05  -3.3744347E+01   4.1784076E+01  -6.4870968E+01  -3.9097523E+01   2.4965962E+01   3.5393093E+01  -1.4658267E+01  -3.6303386E+01   1.4934091E-04  -1.2656872E+01   2.4965919E+01  -3.5392907E+01  -1.4657590E+01
    0.4000   1.0032171E+06   1.3711761E+06   1.0039438E+06   8.0747886E+05   1.1717132E+06   8.0780941E+05   8.2181990E+05   1.2018149E+06   8.2228331E+05   3.9813236E+05   6.9782660E+05  -6.0081049E+05  -1.1745225E+06  -4.8142423E+00  -7.0754561E+05   3.9842135E+05  -6.9833589E+05  -6.0124086E+05   4.1784678E+01   6.4871098E+01  -3.9097495E+01  -7.2443603E+01   1.5052901E-05  -3.3745310E+01   4.1784521E+01  -6.4870815E+01  -3.9097035E+01   2.4966392E+01   3.5393099E+01  -1.4657661E+01  -3.6303013E+01   1.5977044E-04  -1.2657912E+01   2.4966345E+01  -3.5392901E+01  -1.4656941E+01
    0.4125   1.0031473E+06   1.3714606E+06   1.0038834E+06   8.0747893E+05   1.1718971E+06   8.0783295E+05   8.2187241E+05   1.2019243E+06   8.2236846E+05   3.9810434E+05   6.9777388E+05  -6.0077363E+05  -1.1747702E+06  -5.1179232E+00  -7.0768590E+05   3.9839700E+05  -6.9828972E+05  -6.0120971E+05   4.1785137E+01   6.4870960E+01  -3.9097031E+01  -7.2443274E+01   1.6725973E-05  -3.3746306E+01   4.1784971E+01  -6.4870661E+01  -3.9096537E+01   2.4966836E+01   3.5393106E+01  -1.4657038E+01  -3.6302626E+01   1.7057012E-04  -1.2658980E+01   2.4966786E+01  -3.5392894E+01  -1.4656275E+01
    0.4250   1.0030800E+06   1.3717504E+06   1.0038228E+06   8.0748739E+05   1.1720756E+06   8.0786768E+05   8.2192688E+05   1.2020365E+06   8.2245505E+05   3.9807715E+05   6.9772302E+05  -6.0073850E+05  -1.1750223E+06  -5.4285361E+00  -7.0782902E+05   3.9837235E+05  -6.9824344E+05  -6.0117865E+05   4.1785601E+01   6.4870822E+01  -3.9096559E+01  -7.2442928E+01   1.8541351E-05  -3.3747334E+01   4.1785427E+01  -6.4870507E+01  -3.9096031E+01   2.4967297E+01   3.5393112E+01  -1.4656399E+01  -3.6302224E+01   1.8172056E-04  -1.2660075E+01   2.4967242E+01  -3.5392888E+01  -1.4655594E+01
    0.4375   1.0030174E+06   1.3720437E+06   1.0037637E+06   8.0750565E+05   1.1722470E+06   8.0791521E+05   8.2198088E+05   1.2021545E+06   8.2254031E+05   3.9805153E+05   6.9767533E+05  -6.0070621E+05  -1.1752772E+06  -5.7450332E+00  -7.0797401E+05   3.9834806E+05  -6.9819817E+05  -6.0114860E+05   4.1786072E+01   6.4870683E+01  -3.9096080E+01  -7.2442565E+01   2.0506886E-05  -3.3748394E+01   4.1785889E+01  -6.4870352E+01  -3.9095515E+01   2.4967773E+01   3.5393119E+01  -1.4655746E+01  -3.6301809E+01   1.9319816E-04  -1.2661196E+01   2.4967715E+01  -3.5392881E+01  -1.4654897E+01
    0.4500   1.0029611E+06   1.3723383E+06   1.0037076E+06   8.0753416E+05   1.1724106E+06   8.0797602E+05   8.2203224E+05   1.2022811E+06   8.2262181E+05   3.9802827E+05   6.9763217E+05  -6.0067785E+05  -1.1755334E+06  -6.0662496E+00  -7.0811991E+05   3.9832480E+05  -6.9815509E+05  -6.0112051E+05   4.1786549E+01   6.4870543E+01  -3.9095593E+01  -7.2442184E+01   2.2630467E-05  -3.3749486E+01   4.1786358E+01  -6.4870197E+01  -3.9094991E+01   2.4968266E+01   3.5393125E+01  -1.4655077E+01  -3.6301378E+01   2.0497578E-04  -1.2662343E+01   2.4968202E+01  -3.5392875E+01  -1.4654184E+01
    0.4625   1.0029131E+06   1.3726326E+06   1.0036564E+06   8.0757261E+05   1.1725670E+06   8.0804966E+05   8.2207920E+05   1.2024186E+06   8.2269756E+05   3.9800809E+05   6.9759479E+05  -6.0065447E+05  -1.1757891E+06  -6.3909379E+00  -7.0826578E+05   3.9830323E+05  -6.9811536E+05  -6.0109533E+05   4.1787033E+01   6.4870404E+01  -3.9095097E+01  -7.2441785E+01   2.4919977E-05  -3.3750609E+01   4.1786834E+01  -6.4870042E+01  -3.9094457E+01   2.4968774E+01   3.5393132E+01  -1.4654392E+01  -3.6300933E+01   2.1702381E-04  -1.2663516E+01   2.4968706E+01  -3.5392868E+01  -1.4653457E+01
    0.4750   1.0028749E+06   1.3729249E+06   1.0036113E+06   8.0762008E+05   1.1727171E+06   8.0813498E+05   8.2212047E+05   1.2025688E+06   8.2276614E+05   3.9799161E+05   6.9756428E+05  -6.0063694E+05  -1.1760429E+06  -6.7178086E+00  -7.0841080E+05   3.9828395E+05  -6.9808002E+05  -6.0107391E+05   4.1787525E+01   6.4870264E+01  -3.9094594E+01  -7.2441368E+01   2.7383249E-05  -3.3751762E+01   4.1787318E+01  -6.4869888E+01  -3.9093914E+01   2.4969299E+01   3.5393138E+01  -1.4653693E+01  -3.6300472E+01   2.2931127E-04  -1.2664713E+01   2.4969226E+01  -3.5392862E+01  -1.4652715E+01
    0.4875   1.0028475E+06   1.3732138E+06   1.0035737E+06   8.0767526E+05   1.1728627E+06   8.0823033E+05   8.2215538E+05   1.2027327E+06   8.2282675E+05   3.9797927E+05   6.9754142E+05  -6.0062591E+05  -1.1762937E+06  -7.0455733E+00  -7.0855436E+05   3.9826746E+05  -6.9804992E+05  -6.0105695E+05   4.1788025E+01   6.4870125E+01  -3.9094082E+01  -7.2440932E+01   3.0028019E-05  -3.3752946E+01   4.1787811E+01  -6.4869734E+01  -3.9093362E+01   2.4969841E+01   3.5393145E+01  -1.4652980E+01  -3.6299997E+01   2.4180703E-04  -1.2665935E+01   2.4969762E+01  -3.5392855E+01  -1.4651959E+01
    0.5000   1.0028315E+06   1.3734987E+06   1.0035442E+06   8.0773663E+05   1.1730056E+06   8.0833375E+05   8.2218381E+05   1.2029107E+06   8.2287921E+05   3.9797132E+05   6.9752661E+05  -6.0062170E+05  -1.1765409E+06  -7.3729853E+00  -7.0869610E+05   3.9825408E+05  -6.9802562E+05  -6.0104488E+05   4.1788532E+01   6.4869986E+01  -3.9093562E+01  -7.2440477E+01   3.2861876E-05  -3.3754160E+01   4.1788312E+01  -6.4869582E+01  -3.9092802E+01   2.4970399E+01   3.5393152E+01  -1.4652251E+01  -3.6299506E+01   2.5448105E-04  -1.2667181E+01   2.4970314E+01  -3.5392848E+01  -1.4651190E+01
    0.5125   1.0028269E+06   1.3737796E+06   1.0035233E+06   8.0780256E+05   1.1731479E+06   8.0844316E+05   8.2220615E+05   1.2031026E+06   8.2292387E+05   3.9796775E+05   6.9751985E+05  -6.0062428E+05  -1.1767846E+06  -7.6988753E+00  -7.0883602E+05   3.9824392E+05  -6.9800731E+05  -6.0103785E+05   4.1789049E+01   6.4869847E+01  -3.9093034E+01  -7.2440002E+01   3.5892221E-05  -3.3755404E+01   4.1788822E+01  -6.4869430E+01  -3.9092232E+01   2.4970974E+01   3.5393158E+01  -1.4651509E+01  -3.6299000E+01   2.6730527E-04  -1.2668449E+01   2.4970883E+01  -3.5392842E+01  -1.4650408E+01
    0.5250   1.0028331E+06   1.3740570E+06   1.0035104E+06   8.0787145E+05   1.1732916E+06   8.0855642E+05   8.2222325E+05   1.2033076E+06   8.2296155E+05   3.9796830E+05   6.9752066E+05  -6.0063326E+05  -1.1770251E+06  -8.0221776E+00  -7.0897445E+05   3.9823686E+05  -6.9799479E+05  -6.0103566E+05   4.1789575E+01   6.4869710E+01  -3.9092497E+01  -7.2439507E+01   3.9126223E-05  -3.3756678E+01   4.1789342E+01  -6.4869281E+01  -3.9091653E+01   2.4971565E+01   3.5393164E+01  -1.4650752E+01  -3.6298478E+01   2.8025447E-04  -1.2669740E+01   2.4971468E+01  -3.5392836E+01  -1.4649612E+01
    0.5375   1.0028487E+06   1.3743324E+06   1.0035049E+06   8.0794178E+05   1.1734389E+06   8.0867152E+05   8.2223627E+05   1.2035246E+06   8.2299336E+05   3.9797246E+05   6.9752816E+05  -6.0064787E+05  -1.1772636E+06  -8.3419474E+00  -7.0911205E+05   3.9823258E+05  -6.9798744E+05  -6.0103781E+05   4.1790110E+01   6.4869573E+01  -3.9091950E+01  -7.2438992E+01   4.2570780E-05  -3.3757981E+01   4.1789872E+01  -6.4869133E+01  -3.9091064E+01   2.4972174E+01   3.5393171E+01  -1.4649982E+01  -3.6297941E+01   2.9330663E-04  -1.2671053E+01   2.4972070E+01  -3.5392829E+01  -1.4648805E+01
    0.5500   1.0028720E+06   1.3746075E+06   1.0035053E+06   8.0801215E+05   1.1735916E+06   8.0878656E+05   8.2224657E+05   1.2037523E+06   8.2302062E+05   3.9797952E+05   6.9754108E+05  -6.0066706E+05  -1.1775018E+06  -8.6573664E+00  -7.0924981E+05   3.9823051E+05  -6.9798432E+05  -6.0104346E+05   4.1790655E+01   6.4869438E+01  -3.9091395E+01  -7.2438455E+01   4.6232485E-05  -3.3759313E+01   4.1790412E+01  -6.4868988E+01  -3.9090466E+01   2.4972800E+01   3.5393177E+01  -1.4649198E+01  -3.6297387E+01   3.0644314E-04  -1.2672387E+01   2.4972689E+01  -3.5392823E+01  -1.4647986E+01
    0.5625   1.0029007E+06   1.3748848E+06   1.0035098E+06   8.0808131E+05   1.1737516E+06   8.0889980E+05   8.2225561E+05   1.2039892E+06   8.2304469E+05   3.9798861E+05   6.9755791E+05  -6.0068955E+05  -1.1777417E+06  -8.9677403E+00  -7.0938894E+05   3.9822996E+05  -6.9798415E+05  -6.0105156E+05   4.1791211E+01   6.4869304E+01  -3.9090831E+01  -7.2437898E+01   5.0117593E-05  -3.3760675E+01   4.1790964E+01  -6.4868846E+01  -3.9089859E+01   2.4973443E+01   3.5393183E+01  -1.4648401E+01  -3.6296817E+01   3.1964866E-04  -1.2673741E+01   2.4973325E+01  -3.5392817E+01  -1.4647156E+01
    0.5750   1.0029326E+06   1.3751669E+06   1.0035164E+06   8.0814818E+05   1.1739203E+06   8.0900971E+05   8.2226479E+05   1.2042338E+06   8.2306693E+05   3.9799877E+05   6.9757692E+05  -6.0071389E+05  -1.1779855E+06  -9.2724880E+00  -7.0953080E+05   3.9823009E+05  -6.9798550E+05  -6.0106089E+05   4.1791777E+01   6.4869172E+01  -3.9090256E+01  -7.2437319E+01   5.4232000E-05  -3.3762065E+01   4.1791527E+01  -6.4868706E+01  -3.9089242E+01   2.4974104E+01   3.5393189E+01  -1.4647591E+01  -3.6296231E+01   3.3291081E-04  -1.2675114E+01   2.4973978E+01  -3.5392811E+01  -1.4646315E+01
    0.5875   1.0029650E+06   1.3754565E+06   1.0035229E+06   8.0821185E+05   1.1740992E+06   8.0911496E+05   8.2227539E+05   1.2044848E+06   8.2308853E+05   3.9800899E+05   6.9759639E+05  -6.0073862E+05  -1.1782358E+06  -9.5711268E+00  -7.0967679E+05   3.9823005E+05  -6.9798686E+05  -6.0107018E+05   4.1792354E+01   6.4869041E+01  -3.9089672E+01  -7.2436718E+01   5.8581217E-05  -3.3763483E+01   4.1792102E+01  -6.4868569E+01  -3.9088614E+01   2.4974782E+01   3.5393194E+01  -1.4646769E+01  -3.6295628E+01   3.4621975E-04  -1.2676507E+01   2.4974649E+01  -3.5392806E+01  -1.4645463E+01
    0.6000   1.0029956E+06   1.3757564E+06   1.0035272E+06   8.0827158E+05   1.1742895E+06   8.0921441E+05   8.2228848E+05   1.2047412E+06   8.2311048E+05   3.9801832E+05   6.9761462E+05  -6.0076234E+05  -1.1784946E+06  -9.8632558E+00  -7.0982829E+05   3.9822900E+05  -6.9798675E+05  -6.0107819E+05   4.1792943E+01   6.4868912E+01  -3.9089077E+01  -7.2436095E+01   6.3170354E-05  -3.3764931E+01   4.1792689E+01  -6.4868435E+01  -3.9087977E+01   2.4975479E+01   3.5393200E+01  -1.4645935E+01  -3.6295008E+01   3.5956766E-04  -1.2677917E+01   2.4975337E+01  -3.5392800E+01  -1.4644601E+01
    0.6125   1.0030222E+06   1.3760690E+06   1.0035274E+06   8.0832681E+05   1.1744923E+06   8.0930714E+05   8.2230486E+05   1.2050021E+06   8.2313355E+05   3.9802592E+05   6.9763014E+05  -6.0078378E+05  -1.1787642E+06  -1.0148540E+01  -7.0998649E+05   3.9822619E+05  -6.9798385E+05  -6.0108380E+05   4.1793544E+01   6.4868786E+01  -3.9088472E+01  -7.2435449E+01   6.8004104E-05  -3.3766406E+01   4.1793289E+01  -6.4868305E+01  -3.9087329E+01   2.4976193E+01   3.5393205E+01  -1.4645090E+01  -3.6294372E+01   3.7294834E-04  -1.2679344E+01   2.4976042E+01  -3.5392795E+01  -1.4643730E+01
    0.6250   1.0030432E+06   1.3763961E+06   1.0035221E+06   8.0837714E+05   1.1747083E+06   8.0939241E+05   8.2232503E+05   1.2052671E+06   8.2315821E+05   3.9803109E+05   6.9764170E+05  -6.0080189E+05  -1.1790461E+06  -1.0426696E+01  -7.1015243E+05   3.9822102E+05  -6.9797711E+05  -6.0108611E+05   4.1794158E+01   6.4868662E+01  -3.9087856E+01  -7.2434780E+01   7.3086731E-05  -3.3767909E+01   4.1793903E+01  -6.4868179E+01  -3.9086670E+01   2.4976925E+01   3.5393210E+01  -1.4644233E+01  -3.6293718E+01   3.8635679E-04  -1.2680788E+01   2.4976766E+01  -3.5392790E+01  -1.4642850E+01
    0.6375   1.0030571E+06   1.3767393E+06   1.0035100E+06   8.0842237E+05   1.1749382E+06   8.0946966E+05   8.2234917E+05   1.2055358E+06   8.2318462E+05   3.9803328E+05   6.9764837E+05  -6.0081588E+05  -1.1793417E+06  -1.0697484E+01  -7.1032685E+05   3.9821304E+05  -6.9796574E+05  -6.0108445E+05   4.1794784E+01   6.4868541E+01  -3.9087228E+01  -7.2434087E+01   7.8422061E-05  -3.3769441E+01   4.1794529E+01  -6.4868056E+01  -3.9086000E+01   2.4977675E+01   3.5393216E+01  -1.4643365E+01  -3.6293047E+01   3.9978894E-04  -1.2682247E+01   2.4977507E+01  -3.5392784E+01  -1.4641961E+01
    0.6500   1.0030630E+06   1.3770994E+06   1.0034906E+06   8.0846245E+05   1.1751825E+06   8.0953851E+05   8.2237715E+05   1.2058087E+06   8.2321270E+05   3.9803217E+05   6.9764954E+05  -6.0082523E+05  -1.1796516E+06  -1.0960700E+01  -7.1051023E+05   3.9820202E+05  -6.9794932E+05  -6.0107846E+05   4.1795423E+01   6.4868423E+01  -3.9086590E+01  -7.2433370E+01   8.4013473E-05  -3.3771000E+01   4.1795170E+01  -6.4867938E+01  -3.9085320E+01   2.4978443E+01   3.5393221E+01  -1.4642487E+01  -3.6292358E+01   4.1324156E-04  -1.2683720E+01   2.4978266E+01  -3.5392779E+01  -1.4641063E+01
    0.6625   1.0030607E+06   1.3774768E+06   1.0034638E+06   8.0849752E+05   1.1754412E+06   8.0959878E+05   8.2240853E+05   1.2060861E+06   8.2324205E+05   3.9802759E+05   6.9764493E+05  -6.0082968E+05  -1.1799763E+06  -1.1216177E+01  -7.1070276E+05   3.9818790E+05  -6.9792776E+05  -6.0106803E+05   4.1796075E+01   6.4868308E+01  -3.9085940E+01  -7.2432629E+01   8.9863893E-05  -3.3772586E+01   4.1795824E+01  -6.4867824E+01  -3.9084628E+01   2.4979230E+01   3.5393225E+01  -1.4641599E+01  -3.6291652E+01   4.2671214E-04  -1.2685208E+01   2.4979044E+01  -3.5392775E+01  -1.4640158E+01
    0.6750   1.0030500E+06   1.3778714E+06   1.0034297E+06   8.0852789E+05   1.1757145E+06   8.0965042E+05   8.2244259E+05   1.2063688E+06   8.2327207E+05   3.9801955E+05   6.9763455E+05  -6.0082922E+05  -1.1803155E+06  -1.1463779E+01  -7.1090438E+05   3.9817080E+05  -6.9790125E+05  -6.0105332E+05   4.1796742E+01   6.4868197E+01  -3.9085278E+01  -7.2431863E+01   9.5975790E-05  -3.3774200E+01   4.1796494E+01  -6.4867716E+01  -3.9083925E+01   2.4980036E+01   3.5393230E+01  -1.4640702E+01  -3.6290928E+01   4.4019890E-04  -1.2686709E+01   2.4979840E+01  -3.5392770E+01  -1.4639245E+01
    0.6875   1.0030313E+06   1.3782826E+06   1.0033891E+06   8.0855398E+05   1.1760022E+06   8.0969355E+05   8.2247841E+05   1.2066581E+06   8.2330192E+05   3.9800818E+05   6.9761863E+05  -6.0082402E+05  -1.1806687E+06  -1.1703407E+01  -7.1111485E+05   3.9815098E+05  -6.9787026E+05  -6.0103468E+05   4.1797423E+01   6.4868090E+01  -3.9084604E+01  -7.2431071E+01   1.0235117E-04  -3.3775841E+01   4.1797178E+01  -6.4867612E+01  -3.9083210E+01   2.4980860E+01   3.5393235E+01  -1.4639795E+01  -3.6290185E+01   4.5370082E-04  -1.2688222E+01   2.4980654E+01  -3.5392765E+01  -1.4638325E+01
    0.7000   1.0030052E+06   1.3787095E+06   1.0033429E+06   8.0857638E+05   1.1763040E+06   8.0972842E+05   8.2251488E+05   1.2069550E+06   8.2333060E+05   3.9799373E+05   6.9759759E+05  -6.0081440E+05  -1.1810353E+06  -1.1934996E+01  -7.1133373E+05   3.9812880E+05  -6.9783540E+05  -6.0101261E+05   4.1798119E+01   6.4867987E+01  -3.9083918E+01  -7.2430254E+01   1.0899159E-04  -3.3777508E+01   4.1797878E+01  -6.4867514E+01  -3.9082484E+01   2.4981703E+01   3.5393240E+01  -1.4638880E+01  -3.6289425E+01   4.6721759E-04  -1.2689746E+01   2.4981487E+01  -3.5392760E+01  -1.4637398E+01
    0.7125   1.0029723E+06   1.3791512E+06   1.0032920E+06   8.0859574E+05   1.1766195E+06   8.0975541E+05   8.2255077E+05   1.2072611E+06   8.2335703E+05   3.9797649E+05   6.9757195E+05  -6.0080078E+05  -1.1814142E+06  -1.2158517E+01  -7.1156053E+05   3.9810467E+05  -6.9779740E+05  -6.0098770E+05   4.1798830E+01   6.4867889E+01  -3.9083220E+01  -7.2429410E+01   1.1589813E-04  -3.3779202E+01   4.1798593E+01  -6.4867422E+01  -3.9081746E+01   2.4982565E+01   3.5393244E+01  -1.4637956E+01  -3.6288646E+01   4.8074960E-04  -1.2691281E+01   2.4982339E+01  -3.5392756E+01  -1.4636465E+01
    0.7250   1.0029336E+06   1.3796064E+06   1.0032374E+06   8.0861279E+05   1.1769480E+06   8.0977498E+05   8.2258481E+05   1.2075778E+06   8.2338005E+05   3.9795680E+05   6.9754228E+05  -6.0078362E+05  -1.1818046E+06  -1.2373968E+01  -7.1179470E+05   3.9807902E+05  -6.9775701E+05  -6.0096054E+05   4.1799556E+01   6.4867795E+01  -3.9082510E+01  -7.2428539E+01   1.2307142E-04  -3.3780921E+01   4.1799325E+01  -6.4867335E+01  -3.9080996E+01   2.4983446E+01   3.5393249E+01  -1.4637024E+01  -3.6287849E+01   4.9429774E-04  -1.2692826E+01   2.4983210E+01  -3.5392751E+01  -1.4635526E+01
    0.7375   1.0028897E+06   1.3800742E+06   1.0031802E+06   8.0862825E+05   1.1772891E+06   8.0978764E+05   8.2261573E+05   1.2079066E+06   8.2339849E+05   3.9793496E+05   6.9750913E+05  -6.0076334E+05  -1.1822055E+06  -1.2581373E+01  -7.1203573E+05   3.9805225E+05  -6.9771491E+05  -6.0093169E+05   4.1800298E+01   6.4867708E+01  -3.9081787E+01  -7.2427641E+01   1.3051165E-04  -3.3782666E+01   4.1800072E+01  -6.4867255E+01  -3.9080235E+01   2.4984346E+01   3.5393253E+01  -1.4636085E+01  -3.6287033E+01   5.0786325E-04  -1.2694380E+01   2.4984100E+01  -3.5392747E+01  -1.4634581E+01
    0.7500   1.0028414E+06   1.3805536E+06   1.0031212E+06   8.0864283E+05   1.1776422E+06   8.0979393E+05   8.2264233E+05   1.2082488E+06   8.2341127E+05   3.9791127E+05   6.9747299E+05  -6.0074035E+05  -1.1826161E+06  -1.2780771E+01  -7.1228317E+05   3.9802468E+05  -6.9767168E+05  -6.0090161E+05   4.1801056E+01   6.4867625E+01  -3.9081052E+01  -7.2426716E+01   1.3821855E-04  -3.3784437E+01   4.1800837E+01  -6.4867182E+01  -3.9079461E+01   2.4985266E+01   3.5393258E+01  -1.4635139E+01  -3.6286199E+01   5.2144743E-04  -1.2695943E+01   2.4985009E+01  -3.5392742E+01  -1.4633631E+01
    0.7625   1.0027892E+06   1.3810438E+06   1.0030609E+06   8.0865713E+05   1.1780066E+06   8.0979440E+05   8.2266351E+05   1.2086059E+06   8.2341740E+05   3.9788595E+05   6.9743428E+05  -6.0071496E+05  -1.1830358E+06  -1.2972210E+01  -7.1253667E+05   3.9799655E+05  -6.9762774E+05  -6.0087063E+05   4.1801831E+01   6.4867549E+01  -3.9080304E+01  -7.2425762E+01   1.4619141E-04  -3.3786232E+01   4.1801619E+01  -6.4867115E+01  -3.9078676E+01   2.4986204E+01   3.5393262E+01  -1.4634186E+01  -3.6285345E+01   5.3505135E-04  -1.2697513E+01   2.4985937E+01  -3.5392738E+01  -1.4632676E+01
    0.7750   1.0027336E+06   1.3815445E+06   1.0029997E+06   8.0867164E+05   1.1783819E+06   8.0978952E+05   8.2267834E+05   1.2089788E+06   8.2341601E+05   3.9785917E+05   6.9739327E+05  -6.0068738E+05  -1.1834641E+06  -1.3155738E+01  -7.1279599E+05   3.9796801E+05  -6.9758334E+05  -6.0083895E+05   4.1802623E+01   6.4867479E+01  -3.9079544E+01  -7.2424779E+01   1.5442908E-04  -3.3788053E+01   4.1802418E+01  -6.4867056E+01  -3.9077879E+01   2.4987162E+01   3.5393267E+01  -1.4633226E+01  -3.6284472E+01   5.4867568E-04  -1.2699090E+01   2.4986884E+01  -3.5392733E+01  -1.4631716E+01
    0.7875   1.0026747E+06   1.3820554E+06   1.0029377E+06   8.0868669E+05   1.1787679E+06   8.0977971E+05   8.2268607E+05   1.2093684E+06   8.2340644E+05   3.9783103E+05   6.9735015E+05  -6.0065776E+05  -1.1839008E+06  -1.3331396E+01  -7.1306103E+05   3.9793908E+05  -6.9753853E+05  -6.0080659E+05   4.1803432E+01   6.4867416E+01  -3.9078771E+01  -7.2423767E+01   1.6293002E-04  -3.3789897E+01   4.1803235E+01  -6.4867004E+01  -3.9077069E+01   2.4988140E+01   3.5393271E+01  -1.4632261E+01  -3.6283581E+01   5.6232038E-04  -1.2700674E+01   2.4987851E+01  -3.5392729E+01  -1.4630753E+01
    0.8000   1.0026126E+06   1.3825764E+06   1.0028747E+06   8.0870240E+05   1.1791643E+06   8.0976526E+05   8.2268614E+05   1.2097756E+06   8.2338820E+05   3.9780156E+05   6.9730494E+05  -6.0062609E+05  -1.1843459E+06  -1.3499216E+01  -7.1333181E+05   3.9790970E+05  -6.9749318E+05  -6.0077343E+05   4.1804259E+01   6.4867359E+01  -3.9077985E+01  -7.2422726E+01   1.7169224E-04  -3.3791765E+01   4.1804070E+01  -6.4866960E+01  -3.9076248E+01   2.4989137E+01   3.5393276E+01  -1.4631291E+01  -3.6282669E+01   5.7598471E-04  -1.2702262E+01   2.4988837E+01  -3.5392724E+01  -1.4629785E+01
    0.8125   1.0025472E+06   1.3831078E+06   1.0028102E+06   8.0871868E+05   1.1795713E+06   8.0974632E+05   8.2267822E+05   1.2102005E+06   8.2336100E+05   3.9777071E+05   6.9725759E+05  -6.0059232E+05  -1.1847996E+06  -1.3659221E+01  -7.1360844E+05   3.9787970E+05  -6.9744702E+05  -6.0073923E+05   4.1805103E+01   6.4867310E+01  -3.9077186E+01  -7.2421655E+01   1.8071335E-04  -3.3793657E+01   4.1804922E+01  -6.4866924E+01  -3.9075414E+01   2.4990153E+01   3.5393280E+01  -1.4630315E+01  -3.6281739E+01   5.8966713E-04  -1.2703856E+01   2.4989843E+01  -3.5392720E+01  -1.4628814E+01
    0.8250   1.0024782E+06   1.3836500E+06   1.0027436E+06   8.0873522E+05   1.1799891E+06   8.0972289E+05   8.2266215E+05   1.2106436E+06   8.2332475E+05   3.9773841E+05   6.9720795E+05  -6.0055630E+05  -1.1852623E+06  -1.3811422E+01  -7.1389114E+05   3.9784884E+05  -6.9739962E+05  -6.0070361E+05   4.1805966E+01   6.4867268E+01  -3.9076375E+01  -7.2420554E+01   1.8999057E-04  -3.3795572E+01   4.1805794E+01  -6.4866896E+01  -3.9074568E+01   2.4991190E+01   3.5393285E+01  -1.4629335E+01  -3.6280788E+01   6.0336543E-04  -1.2705453E+01   2.4990869E+01  -3.5392715E+01  -1.4627840E+01
    0.8375   1.0024055E+06   1.3842035E+06   1.0026743E+06   8.0875151E+05   1.1804181E+06   8.0969485E+05   8.2263798E+05   1.2111046E+06   8.2327953E+05   3.9770452E+05   6.9715577E+05  -6.0051782E+05  -1.1857343E+06  -1.3955829E+01  -7.1418019E+05   3.9781684E+05  -6.9735047E+05  -6.0066614E+05   4.1806847E+01   6.4867234E+01  -3.9075550E+01  -7.2419422E+01   1.9952073E-04  -3.3797510E+01   4.1806684E+01  -6.4866876E+01  -3.9073710E+01   2.4992246E+01   3.5393290E+01  -1.4628350E+01  -3.6279818E+01   6.1707683E-04  -1.2707053E+01   2.4991915E+01  -3.5392710E+01  -1.4626864E+01
