
These predictions were generated by SeaState on 05-Feb-2026 at 20:07:21.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
  164.2000  -0.4954863E-01   0.2194092E+00  -0.9732298E+00   0.8746563E+00   0.7124897E+00  -0.8407636E+00  -0.1009814E+01  -0.2238937E+01   0.3067788E+00   0.1187288E+00  -0.1546926E+01  -0.1947711E+01  -0.3252971E+00   0.3225889E+00   0.1273316E+01  -0.6567974E+03   0.2230389E+04  -0.9519688E+04   0.8228707E+04   0.6688560E+04
  164.4000  -0.2676301E+00   0.7561989E-01  -0.9264380E+00   0.8808173E+00   0.8785846E+00  -0.1130377E+01  -0.1288809E+01  -0.2232490E+01   0.3179580E+00   0.2870917E+00  -0.1778462E+01  -0.1794301E+01   0.8095375E-01  -0.5235154E+00   0.5331144E+00  -0.2788651E+04   0.9517577E+03  -0.8994473E+04   0.8332562E+04   0.8353124E+04
  164.6000  -0.4883236E+00  -0.4396948E-01  -0.8268039E+00   0.8213919E+00   0.9830757E+00  -0.1440568E+01  -0.1517140E+01  -0.2149961E+01   0.2117670E+00   0.3492239E+00  -0.1907066E+01  -0.1380182E+01   0.5736688E+00  -0.1230057E+01  -0.1570040E+00  -0.4922737E+04  -0.9740881E+02  -0.7956598E+04   0.7842515E+04   0.9458499E+04
  164.8000  -0.6978375E+00  -0.1251289E+00  -0.6750652E+00   0.7037759E+00   0.1027160E+01  -0.1750655E+01  -0.1662374E+01  -0.1985116E+01   0.8796399E-02   0.3162198E+00  -0.1892594E+01  -0.7446992E+00   0.1114077E+01  -0.1714064E+01  -0.7105394E+00  -0.6924002E+04  -0.8013624E+03  -0.6426603E+04   0.6808673E+04   0.1000224E+05
  165.0000  -0.8814684E+00  -0.1585734E+00  -0.4760519E+00   0.5405306E+00   0.1017011E+01  -0.2036087E+01  -0.1701823E+01  -0.1738955E+01  -0.2607544E+00   0.2089478E+00  -0.1705295E+01   0.3037501E-01   0.1643419E+01  -0.1939661E+01  -0.1071128E+01  -0.8653614E+04  -0.1089222E+04  -0.4462736E+04   0.5328345E+04   0.1002498E+05
  165.2000  -0.1024797E+01  -0.1416498E+00  -0.2390835E+00   0.3471871E+00   0.9621090E+00  -0.2270513E+01  -0.1627056E+01  -0.1421545E+01  -0.5629029E+00   0.5355417E-01  -0.1334486E+01   0.8321322E+00   0.2091104E+01  -0.1919675E+01  -0.1221061E+01  -0.9980251E+04  -0.9472029E+03  -0.2162292E+04   0.3529949E+04   0.9597750E+04
  165.4000  -0.1115147E+01  -0.7910123E-01   0.2219523E-01   0.1399275E+00   0.8732977E+00  -0.2428764E+01  -0.1446329E+01  -0.1052565E+01  -0.8656326E+00  -0.1236045E+00  -0.7947092E+00   0.1534744E+01   0.2386395E+01  -0.1707415E+01  -0.1182387E+01  -0.1079286E+05  -0.4231907E+03   0.3416604E+03   0.1555010E+04   0.8807029E+04
  165.6000  -0.1143140E+01   0.1729622E-01   0.2906311E+00  -0.6643862E-01   0.7609316E+00  -0.2490341E+01  -0.1184306E+01  -0.6602516E+00  -0.1143486E+01  -0.3006441E+00  -0.1277365E+00   0.2021333E+01   0.2471442E+01  -0.1381023E+01  -0.1010414E+01  -0.1101348E+05   0.3777341E+03   0.2888623E+04  -0.4586550E+03   0.7740394E+04
  165.8000  -0.1104091E+01   0.1302381E+00   0.5470151E+00  -0.2598861E+00   0.6334571E+00  -0.2442852E+01  -0.8789842E+00  -0.2787200E+00  -0.1380243E+01  -0.4635777E+00   0.6004160E+00   0.2205351E+01   0.2313074E+01  -0.1024273E+01  -0.7808940E+00  -0.1060820E+05   0.1306599E+04   0.5303827E+04  -0.2390015E+04   0.6475258E+04
  166.0000  -0.9990281E+00   0.2393392E+00   0.7720139E+00  -0.4318203E+00   0.4966610E+00  -0.2284731E+01  -0.5761979E+00   0.5604975E-01  -0.1569384E+01  -0.6078671E+00   0.1307322E+01   0.2047243E+01   0.1910958E+01  -0.7081476E+00  -0.5734322E+00  -0.9594594E+04   0.2191054E+04   0.7414891E+04  -0.4142649E+04   0.5072588E+04
  166.2000  -0.8350757E+00   0.3241549E+00   0.9483399E+00  -0.5769718E+00   0.3536895E+00  -0.2026681E+01  -0.3226151E+00   0.3109575E+00  -0.1712536E+01  -0.7378484E+00   0.1905706E+01   0.1563011E+01   0.1300355E+01  -0.4771247E+00  -0.4543848E+00  -0.8043642E+04   0.2860070E+04   0.9069978E+04  -0.5647013E+04   0.3576333E+04
  166.4000  -0.6250933E+00   0.3672900E+00   0.1062829E+01  -0.6927078E+00   0.2057755E+00  -0.1691403E+01  -0.1583940E+00   0.4605084E+00  -0.1816483E+01  -0.8641990E+00   0.2316829E+01   0.8228103E+00   0.5487386E+00  -0.3427964E+00  -0.4626516E+00  -0.6075436E+04   0.3169021E+04   0.1015490E+05  -0.6857996E+04   0.2018080E+04
  166.6000  -0.3865126E+00   0.3570817E+00   0.1108106E+01  -0.7780335E+00   0.5347643E-01  -0.1311485E+01  -0.1107884E+00   0.4906986E+00  -0.1889599E+01  -0.1000002E+01   0.2483394E+01  -0.6035035E-01  -0.2533411E+00  -0.2856431E+00  -0.6011948E+00  -0.3848389E+04   0.3021213E+04   0.1060654E+05  -0.7749409E+04   0.4254665E+03
  166.8000  -0.1394909E+00   0.2894104E+00   0.1083544E+01  -0.8325859E+00  -0.1018955E+00  -0.9256392E+00  -0.1898266E+00   0.4013666E+00  -0.1938581E+01  -0.1156237E+01   0.2379646E+01  -0.9497924E+00  -0.1005666E+01  -0.2639368E+00  -0.8359984E+00  -0.1542908E+04   0.2382376E+04   0.1042042E+05  -0.8307458E+04  -0.1168014E+04
  167.0000   0.9540364E-01   0.1683379E+00   0.9953529E+00  -0.8558846E+00  -0.2569896E+00  -0.5737578E+00  -0.3868182E+00   0.2065403E+00  -0.1966233E+01  -0.1337654E+01   0.2016819E+01  -0.1708663E+01  -0.1613750E+01  -0.2271958E+00  -0.1102723E+01   0.6585706E+03   0.1285874E+04   0.9650943E+04  -0.8525130E+04  -0.2714440E+04
  167.2000   0.2996598E+00   0.5477488E-02   0.8557310E+00  -0.8470149E+00  -0.4056165E+00  -0.2915223E+00  -0.6759352E+00  -0.6734882E-01  -0.1970712E+01  -0.1539904E+01   0.1442830E+01  -0.2223329E+01  -0.2003599E+01  -0.1307491E+00  -0.1319809E+01   0.2592527E+04  -0.1721453E+03   0.8404018E+04  -0.8398909E+04  -0.4146549E+04
  167.4000   0.4590757E+00  -0.1817836E+00   0.6812061E+00  -0.8047845E+00  -0.5386564E+00  -0.1054005E+00  -0.1018553E+01  -0.3851545E+00  -0.1946296E+01  -0.1748596E+01   0.7360982E+00  -0.2422282E+01  -0.2133281E+01   0.5206019E-01  -0.1405494E+01   0.4133358E+04  -0.1846731E+04   0.6822945E+04  -0.7928442E+04  -0.5378213E+04
  167.6000   0.5654564E+00  -0.3728930E+00   0.4903865E+00  -0.7282825E+00  -0.6447755E+00  -0.2884826E-01  -0.1369547E+01  -0.7080578E+00  -0.1885375E+01  -0.1940552E+01  -0.5627169E-02  -0.2287113E+01  -0.1999358E+01   0.3227567E+00  -0.1295459E+01   0.5207495E+04  -0.3564864E+04   0.5069460E+04  -0.7118956E+04  -0.6310977E+04
  167.8000   0.6174763E+00  -0.5471235E+00   0.3014705E+00  -0.6176592E+00  -0.7118771E+00  -0.6036758E-01  -0.1684414E+01  -0.9991698E+00  -0.1781083E+01  -0.2087123E+01  -0.6797337E+00  -0.1853664E+01  -0.1637116E+01   0.6570758E+00  -0.9576612E+00   0.5800473E+04  -0.5149491E+04   0.3302762E+04  -0.5985450E+04  -0.6846093E+04
  168.0000   0.6205602E+00  -0.6864502E+00   0.1298908E+00  -0.4749080E+00  -0.7290750E+00  -0.1837902E+00  -0.1925965E+01  -0.1228801E+01  -0.1629883E+01  -0.2159049E+01  -0.1194225E+01  -0.1203430E+01  -0.1114575E+01   0.1010558E+01  -0.4014689E+00   0.5955678E+04  -0.6443054E+04   0.1659617E+04  -0.4557333E+04  -0.6900283E+04
  168.2000   0.5857800E+00  -0.7778537E+00  -0.1354753E-01  -0.3044280E+00  -0.6888424E+00  -0.3708044E+00  -0.2069463E+01  -0.1378562E+01  -0.1433493E+01  -0.2131992E+01  -0.1481774E+01  -0.4471767E+00  -0.5213444E+00   0.1328744E+01   0.3207495E+00   0.5764839E+04  -0.7326893E+04   0.2385507E+03  -0.2882000E+04  -0.6422628E+04
  168.4000   0.5279278E+00  -0.8147195E+00  -0.1237529E+00  -0.1132108E+00  -0.5889514E+00  -0.5853710E+00  -0.2105427E+01  -0.1443645E+01  -0.1199698E+01  -0.1991778E+01  -0.1510103E+01   0.2958442E+00   0.4582204E-01   0.1559330E+01   0.1119980E+01   0.5351624E+04  -0.7733855E+04  -0.9095593E+03  -0.1026192E+04  -0.5409460E+04
  168.6000   0.4630561E+00  -0.7971686E+00  -0.2015046E+00   0.8941927E-01  -0.4338196E+00  -0.7893691E+00  -0.2039753E+01  -0.1432922E+01  -0.9418998E+00  -0.1738344E+01  -0.1287019E+01   0.9189481E+00   0.4983878E+00   0.1663338E+01   0.1883821E+01   0.4850823E+04  -0.7652627E+04  -0.1783113E+04   0.9255585E+03  -0.3914287E+04
  168.8000   0.4058710E+00  -0.7313571E+00  -0.2526719E+00   0.2924801E+00  -0.2349636E+00  -0.9485823E+00  -0.1891342E+01  -0.1366870E+01  -0.6775480E+00  -0.1387649E+01  -0.8592572E+00   0.1345352E+01   0.7698547E+00   0.1622759E+01   0.2494336E+01   0.4386361E+04  -0.7123837E+04  -0.2423596E+04   0.2875435E+04  -0.2050376E+04
  169.0000   0.3673913E+00  -0.6279488E+00  -0.2866448E+00   0.4843032E+00  -0.1040051E-01  -0.1038075E+01  -0.1687832E+01  -0.1273681E+01  -0.4258331E+00  -0.9710859E+00  -0.3052224E+00   0.1538734E+01   0.8258763E+00   0.1443132E+01   0.2847416E+01   0.4051619E+04  -0.6229259E+04  -0.2902703E+04   0.4719229E+04   0.1528540E+02
  169.2000   0.3532501E+00  -0.5000943E+00  -0.3142459E+00   0.6536307E+00   0.2169999E+00  -0.1046082E+01  -0.1460358E+01  -0.1184180E+01  -0.2051551E+00  -0.5323821E+00   0.2772935E+00   0.1505453E+01   0.6691379E+00   0.1150796E+01   0.2870305E+01   0.3895247E+04  -0.5076485E+04  -0.3305057E+04   0.6354604E+04   0.2076627E+04
  169.4000   0.3629144E+00  -0.3613029E+00  -0.3454780E+00   0.7906526E+00   0.4220329E+00  -0.9757677E+00  -0.1238343E+01  -0.1126407E+01  -0.3088391E-01  -0.1223695E+00   0.7865896E+00   0.1288661E+01   0.3383266E+00   0.7858880E+00   0.2534379E+01   0.3914708E+04  -0.3781911E+04  -0.3709450E+04   0.7689551E+04   0.3910297E+04
  169.6000   0.3899519E+00  -0.2235643E+00  -0.3874816E+00   0.8878297E+00   0.5802258E+00  -0.8445406E+00  -0.1045227E+01  -0.1120712E+01   0.8619169E-01   0.2076306E+00   0.1133334E+01   0.9560902E+00  -0.9857149E-01   0.3930834E+00   0.1861083E+01   0.4058634E+04  -0.2454857E+04  -0.4171817E+04   0.8649873E+04   0.5301969E+04
  169.8000   0.4233010E+00  -0.9600203E-01  -0.4430471E+00   0.9404081E+00   0.6710328E+00  -0.6810174E+00  -0.8957922E+00  -0.1176192E+01   0.1405313E+00   0.4128458E+00   0.1255090E+01   0.5845090E+00  -0.5555316E+00   0.1252924E-01   0.9201756E+00   0.4237543E+04  -0.1185108E+04  -0.4712781E+04   0.9184853E+04   0.6073719E+04
  170.0000   0.4493333E+00   0.1579801E-01  -0.5099261E+00   0.9466010E+00   0.6807060E+00  -0.5201094E+00  -0.7953401E+00  -0.1289011E+01   0.1316661E+00   0.4614763E+00   0.1126734E+01   0.2442668E+00  -0.9425463E+00  -0.3268299E+00  -0.1793126E+00   0.4341119E+04  -0.3530523E+02  -0.5311938E+04   0.9270598E+04   0.6108643E+04
  170.2000   0.4543666E+00   0.1097773E+00  -0.5810631E+00   0.9074796E+00   0.6044232E+00  -0.3970317E+00  -0.7406175E+00  -0.1442908E+01   0.6339507E-01   0.3395517E+00   0.7650105E+00  -0.1295415E-01  -0.1180303E+01  -0.6100827E+00  -0.1303849E+01   0.4259081E+04   0.9614008E+03  -0.5909856E+04   0.8911045E+04   0.5369166E+04
  170.4000   0.4272021E+00   0.1868311E+00  -0.6457104E+00   0.8266580E+00   0.4473532E+00  -0.3412280E+00  -0.7220545E+00  -0.1611799E+01  -0.5730503E-01   0.5351123E-01   0.2263097E+00  -0.1609950E+00  -0.1213246E+01  -0.8350061E+00  -0.2313529E+01   0.3902154E+04   0.1798942E+04  -0.6417538E+04   0.8136782E+04   0.3906231E+04
  170.6000   0.3612525E+00   0.2498742E+00  -0.6912563E+00   0.7098701E+00   0.2244811E+00  -0.3712332E+00  -0.7266777E+00  -0.1764083E+01  -0.2213201E+00  -0.3698855E+00  -0.4021407E+00  -0.1998582E+00  -0.1019021E+01  -0.1007358E+01  -0.3080824E+01   0.3219449E+04   0.2492423E+04  -0.6731812E+04   0.7002193E+04   0.1857731E+04
  170.8000   0.2558988E+00   0.3027822E+00  -0.7054624E+00   0.5645175E+00  -0.4081650E-01  -0.4913589E+00  -0.7410279E+00  -0.1867970E+01  -0.4181489E+00  -0.8863154E+00  -0.1016431E+01  -0.1507499E+00  -0.6128500E+00  -0.1134523E+01  -0.3507266E+01   0.2209333E+04   0.3070247E+04  -0.6754132E+04   0.5581302E+04  -0.5639952E+03
  171.0000   0.1168277E+00   0.3494183E+00  -0.6787494E+00   0.3992321E+00  -0.3192861E+00  -0.6907926E+00  -0.7535125E+00  -0.1896978E+01  -0.6362762E+00  -0.1438963E+01  -0.1513280E+01  -0.4732684E-01  -0.4608209E-01  -0.1219637E+01  -0.3535887E+01   0.9218586E+03   0.3565926E+04  -0.6409673E+04   0.3962681E+04  -0.3094360E+04
  171.2000  -0.4470475E-01   0.3928994E+00  -0.6061488E+00   0.2234475E+00  -0.5790976E+00  -0.9452968E+00  -0.7558512E+00  -0.1834721E+01  -0.8632684E+00  -0.1965235E+01  -0.1807677E+01   0.7434825E-01   0.6009483E+00  -0.1258117E+01  -0.3157958E+01  -0.5476952E+03   0.4010820E+04  -0.5663430E+04   0.2243649E+04  -0.5445829E+04
  171.4000  -0.2135765E+00   0.4351680E+00  -0.4885835E+00   0.4694682E-01  -0.7895269E+00  -0.1221246E+01  -0.7435284E+00  -0.1678193E+01  -0.1085819E+01  -0.2404254E+01  -0.1847851E+01   0.1845848E+00   0.1230806E+01  -0.1237832E+01  -0.2413444E+01  -0.2073010E+04   0.4428654E+04  -0.4530564E+04   0.5238308E+03  -0.7340812E+04
  171.6000  -0.3731684E+00   0.4768571E+00  -0.3332480E+00  -0.1206635E+00  -0.9245608E+00  -0.1481330E+01  -0.7154244E+00  -0.1438984E+01  -0.1290026E+01  -0.2704170E+01  -0.1624882E+01   0.2655757E+00   0.1743888E+01  -0.1143049E+01  -0.1385470E+01  -0.3516212E+04   0.4832106E+04  -0.3078992E+04  -0.1101737E+04  -0.8544064E+04
  171.8000  -0.5079933E+00   0.5173706E+00  -0.1529885E+00  -0.2705830E+00  -0.9659855E+00  -0.1690933E+01  -0.6729575E+00  -0.1142169E+01  -0.1462143E+01  -0.2828379E+01  -0.1175040E+01   0.3126383E+00   0.2054205E+01  -0.9611522E+00  -0.1897601E+00  -0.4749193E+04   0.5221333E+04  -0.1423531E+04  -0.2549776E+04  -0.8890629E+04
  172.0000  -0.6061223E+00   0.5550794E+00   0.3525073E-01  -0.3955354E+00  -0.9055755E+00  -0.1824073E+01  -0.6191375E+00  -0.8229931E+00  -0.1589889E+01  -0.2759901E+01  -0.5741749E+00   0.3313737E+00   0.2103598E+01  -0.6902279E+00   0.1039447E+01  -0.5673035E+04   0.5584027E+04   0.2877837E+03  -0.3755647E+04  -0.8305819E+04
  172.2000  -0.6609738E+00   0.5875359E+00   0.2127001E+00  -0.4905092E+00  -0.7461249E+00  -0.1867816E+01  -0.5578573E+00  -0.5217899E+00  -0.1664200E+01  -0.2503371E+01   0.7517356E-01   0.3320104E+00   0.1872110E+01  -0.3451687E+00   0.2165229E+01  -0.6232050E+04   0.5896577E+04   0.1893285E+04  -0.4679267E+04  -0.6814755E+04
  172.4000  -0.6721461E+00   0.6116514E+00   0.3614213E+00  -0.5533950E+00  -0.5011908E+00  -0.1824352E+01  -0.4936149E+00  -0.2779183E+00  -0.1681128E+01  -0.2084452E+01   0.6619018E+00   0.3228725E+00   0.1382713E+01   0.3984724E-01   0.3063739E+01  -0.6420006E+04   0.6125951E+04   0.3240234E+04  -0.5309069E+04  -0.4540314E+04
  172.6000  -0.6451412E+00   0.6238313E+00   0.4669342E+00  -0.5853710E+00  -0.1935931E+00  -0.1710311E+01  -0.4316521E+00  -0.1236358E+00  -0.1643404E+01  -0.1546746E+01   0.1086586E+01   0.3051012E+00   0.6994036E+00   0.4138673E+00   0.3638168E+01  -0.6277480E+04   0.6232208E+04   0.4206874E+04  -0.5663096E+04  -0.1689723E+04
  172.8000  -0.5900314E+00   0.6201059E+00   0.5204030E+00  -0.5908870E+00   0.1471473E+00  -0.1553406E+01  -0.3783247E+00  -0.7889544E-01  -0.1561183E+01  -0.9466007E+00   0.1280187E+01   0.2703117E+00  -0.8134150E-01   0.7168195E+00   0.3829441E+01  -0.5880891E+04   0.6171638E+04   0.4720432E+04  -0.5786378E+04   0.1468487E+04
  173.0000  -0.5193150E+00   0.5963293E+00   0.5200183E+00  -0.5771506E+00   0.4881127E+00  -0.1386981E+01  -0.3414028E+00  -0.1479281E+00  -0.1451550E+01  -0.3464640E+00   0.1217649E+01   0.2020348E+00  -0.8446966E+00   0.8911119E+00   0.3622537E+01  -0.5325397E+04   0.5900702E+04   0.4768151E+04  -0.5744418E+04   0.4634341E+04
  173.2000  -0.4453701E+00   0.5485147E+00   0.4713311E+00  -0.5530980E+00   0.7966359E+00  -0.1243465E+01  -0.3299848E+00  -0.3182200E+00  -0.1336617E+01   0.1923993E+00   0.9235894E+00   0.8068388E-01  -0.1475160E+01   0.8948185E+00   0.3047737E+01  -0.4704945E+04   0.5380878E+04   0.4399415E+04  -0.5613028E+04   0.7509330E+04
  173.4000  -0.3779899E+00   0.4733378E+00   0.3864646E+00  -0.5279496E+00   0.1043841E+01  -0.1147938E+01  -0.3538047E+00  -0.5621166E+00  -0.1240300E+01   0.6169230E+00   0.4686633E+00  -0.1092307E+00  -0.1875070E+01   0.7134457E+00   0.2176615E+01  -0.4093356E+04   0.4584234E+04   0.3718437E+04  -0.5465689E+04   0.9828415E+04
  173.6000  -0.3224872E+00   0.3687891E+00   0.2822928E+00  -0.5095445E+00   0.1207658E+01  -0.1113078E+01  -0.4218810E+00  -0.8408771E+00  -0.1184231E+01   0.8881274E+00  -0.4310909E-01  -0.3716348E+00  -0.1980924E+01   0.3672765E+00   0.1113128E+01  -0.3530225E+04   0.3499368E+04   0.2868473E+04  -0.5360183E+04   0.1138721E+05
  173.8000  -0.2787449E+00   0.2348951E+00   0.1778611E+00  -0.5027391E+00   0.1274954E+01  -0.1136480E+01  -0.5406708E+00  -0.1110589E+01  -0.1183495E+01   0.9851422E+00  -0.4940056E+00  -0.6933606E+00  -0.1774715E+01  -0.8794788E-01  -0.1928062E-01  -0.3014412E+04   0.2136889E+04   0.2009937E+04  -0.5326689E+04   0.1206124E+05
  174.0000  -0.2414247E+00   0.7436576E-01   0.9144088E-01  -0.5081799E+00   0.1242538E+01  -0.1200961E+01  -0.7120770E+00  -0.1329027E+01  -0.1243032E+01   0.9068815E+00  -0.7757326E+00  -0.1042372E+01  -0.1288121E+01  -0.5679229E+00  -0.1093104E+01  -0.2506644E+04   0.5334776E+03   0.1295771E+04  -0.5359655E+04   0.1181508E+05
  174.2000  -0.2013194E+00  -0.1069899E+00   0.3768506E-01  -0.5217357E+00   0.1116960E+01  -0.1277864E+01  -0.9317800E+00  -0.1462350E+01  -0.1355517E+01   0.6711870E+00  -0.8116589E+00  -0.1370701E+01  -0.5985692E+00  -0.9735295E+00  -0.1992832E+01  -0.1940769E+04  -0.1246517E+04   0.8479803E+03  -0.5415297E+04   0.1070086E+05
  174.4000  -0.1476079E+00  -0.3002281E+00   0.2534867E-01  -0.5347745E+00   0.9131609E+00  -0.1332832E+01  -0.1188365E+01  -0.1490541E+01  -0.1501306E+01   0.3115911E+00  -0.5737343E+00  -0.1621900E+01   0.1825357E+00  -0.1209117E+01  -0.2629534E+01  -0.1241700E+04  -0.3112805E+04   0.7390877E+03  -0.5415909E+04   0.8846661E+04
  174.6000  -0.7058899E-01  -0.4937139E+00   0.5594832E-01  -0.5353341E+00   0.6522188E+00  -0.1332992E+01  -0.1463600E+01  -0.1410646E+01  -0.1650721E+01  -0.1277991E+00  -0.9052374E-01  -0.1741655E+01   0.9276845E+00  -0.1201838E+01  -0.2951892E+01  -0.3465063E+03  -0.4954584E+04   0.9814987E+03  -0.5260913E+04   0.6436984E+04
  174.8000   0.3564429E-01  -0.6740563E+00   0.1235870E+00  -0.5100657E+00   0.3585144E+00  -0.1254190E+01  -0.1734009E+01  -0.1237238E+01  -0.1768428E+01  -0.5985494E+00   0.5556499E+00  -0.1689338E+01   0.1514392E+01  -0.9180791E+00  -0.2951939E+01   0.7755121E+03  -0.6649505E+04   0.1526532E+04  -0.4843473E+04   0.3688296E+04
  175.0000   0.1711380E+00  -0.8274476E+00   0.2159879E+00  -0.4466708E+00   0.5674360E-01  -0.1086842E+01  -0.1973594E+01  -0.9999790E+00  -0.1819318E+01  -0.1054344E+01   0.1242364E+01  -0.1447873E+01   0.1846011E+01  -0.3734052E+00  -0.2664494E+01   0.2107971E+04  -0.8075283E+04   0.2273237E+04  -0.4070306E+04   0.8232133E+03
  175.2000   0.3290626E+00  -0.9412339E+00   0.3165624E+00  -0.3364294E+00  -0.2308083E+00  -0.8392086E+00  -0.2157329E+01  -0.7386533E+00  -0.1774880E+01  -0.1456690E+01   0.1829359E+01  -0.1029563E+01   0.1868561E+01   0.3664141E+00  -0.2160167E+01   0.3581077E+04  -0.9122552E+04   0.3085554E+04  -0.2881554E+04  -0.1953053E+04
  175.4000   0.4960209E+00  -0.1005476E+01   0.4071766E+00  -0.1763809E+00  -0.4863604E+00  -0.5373133E+00  -0.2264802E+01  -0.4964842E+00  -0.1618949E+01  -0.1779040E+01   0.2185355E+01  -0.4762978E+00   0.1580466E+01   0.1194003E+01  -0.1532895E+01   0.5075633E+04  -0.9707141E+04   0.3814902E+04  -0.1267261E+04  -0.4471021E+04
  175.6000   0.6536887E+00  -0.1014247E+01   0.4711439E+00   0.2926953E-01  -0.6978514E+00  -0.2213975E+00  -0.2283365E+01  -0.3128733E+00  -0.1351720E+01  -0.2008776E+01   0.2214350E+01   0.1462047E+00   0.1033248E+01   0.1977383E+01  -0.8839235E+00   0.6437250E+04  -0.9779966E+04   0.4324396E+04   0.7225834E+03  -0.6607965E+04
  175.8000   0.7815508E+00  -0.9664384E+00   0.4959349E+00   0.2688187E+00  -0.8591737E+00   0.6056852E-01  -0.2210164E+01  -0.2168152E+00  -0.9912019E+00  -0.2146837E+01   0.1876158E+01   0.7591562E+00   0.3227983E+00   0.2582405E+01  -0.3048987E+00   0.7498684E+04  -0.9332948E+04   0.4510592E+04   0.2976739E+04  -0.8290932E+04
  176.0000   0.8602700E+00  -0.8659389E+00   0.4751419E+00   0.5239404E+00  -0.9694952E+00   0.2611848E+00  -0.2052658E+01  -0.2221563E+00  -0.5717214E+00  -0.2205178E+01   0.1196957E+01   0.1284342E+01  -0.4274499E+00   0.2896492E+01   0.1370010E+00   0.8106553E+04  -0.8400083E+04   0.4319110E+04   0.5330916E+04  -0.9492352E+04
  176.2000   0.8750874E+00  -0.7211404E+00   0.4093579E+00   0.7716922E+00  -0.1031889E+01   0.3422238E+00  -0.1827500E+01  -0.3255409E+00  -0.1396126E+00  -0.2202635E+01   0.2673829E+00   0.1657853E+01  -0.1088570E+01   0.2849190E+01   0.4091874E+00   0.8147761E+04  -0.7053414E+04   0.3751536E+04   0.7584851E+04  -0.1022005E+05
  176.4000   0.8186283E+00  -0.5438629E+00   0.3058272E+00   0.9873818E+00  -0.1051590E+01   0.2819195E+00  -0.1557989E+01  -0.5074335E+00   0.2532744E+00  -0.2160017E+01  -0.7718683E+00   0.1841033E+01  -0.1549487E+01   0.2425591E+01   0.5171247E+00   0.7570816E+04  -0.5394620E+04   0.2862576E+04   0.9526039E+04  -0.1050429E+05
  176.6000   0.6925747E+00  -0.3478817E+00   0.1769443E+00   0.1147862E+01  -0.1034272E+01   0.7953231E-01  -0.1270578E+01  -0.7360408E+00   0.5571824E+00  -0.2095415E+01  -0.1754502E+01   0.1826383E+01  -0.1737330E+01   0.1670055E+01   0.5004016E+00   0.6398000E+04  -0.3543566E+04   0.1748166E+04   0.1095673E+05  -0.1038471E+05
  176.8000   0.5078646E+00  -0.1473061E+00   0.3788314E-01   0.1234742E+01  -0.9846708E+00  -0.2437333E+00  -0.9910899E+00  -0.9734286E+00   0.7319163E+00  -0.2020604E+01  -0.2518665E+01   0.1637231E+01  -0.1630915E+01   0.6794879E+00   0.4221158E+00   0.4725955E+04  -0.1625562E+04   0.5268685E+03   0.1172022E+05  -0.9900002E+04
  177.0000   0.2833422E+00   0.4492651E-01  -0.9619726E-01   0.1237001E+01  -0.9058368E+00  -0.6477119E+00  -0.7413471E+00  -0.1182710E+01   0.7529244E+00  -0.1939255E+01  -0.2936850E+01   0.1321375E+01  -0.1264695E+01  -0.4125333E+00   0.3536038E+00   0.2714239E+04   0.2407263E+03  -0.6818910E+03   0.1172238E+05  -0.9081967E+04
  177.2000   0.4306583E-01   0.2182120E+00  -0.2128426E+00   0.1152610E+01  -0.7991205E+00  -0.1079676E+01  -0.5367966E+00  -0.1334967E+01   0.6149875E+00  -0.1847235E+01  -0.2939854E+01   0.9402305E+00  -0.7222292E+00  -0.1457792E+01   0.3575718E+00   0.5636258E+03   0.1953153E+04  -0.1778627E+04   0.1094530E+05  -0.7955073E+04
  177.4000  -0.1872668E+00   0.3649581E+00  -0.3043839E+00   0.9888867E+00  -0.6648489E+00  -0.1483012E+01  -0.3854779E+00  -0.1414591E+01   0.3329333E+00  -0.1734898E+01  -0.2530030E+01   0.5559484E+00  -0.1201785E+00  -0.2317513E+01   0.4731078E+00  -0.1512277E+04   0.3432646E+04  -0.2699705E+04   0.9450727E+04  -0.6540780E+04
  177.6000  -0.3841547E+00   0.4807363E+00  -0.3690078E+00   0.7615641E+00  -0.5034898E+00  -0.1806599E+01  -0.2883940E+00  -0.1422012E+01  -0.6067549E-01  -0.1590812E+01  -0.1781127E+01   0.2194131E+00   0.4143009E+00  -0.2884107E+01   0.7057745E+00  -0.3317266E+04   0.4626045E+04  -0.3425359E+04   0.7373147E+04  -0.4865249E+04
  177.8000  -0.5297157E+00   0.5639784E+00  -0.4106156E+00   0.4927229E+00  -0.3169952E+00  -0.2013161E+01  -0.2410328E+00  -0.1373264E+01  -0.5204389E+00  -0.1406079E+01  -0.8246227E+00  -0.3829533E-01   0.7685639E+00  -0.3096782E+01   0.1025056E+01  -0.4699498E+04   0.5505572E+04  -0.3978328E+04   0.4903320E+04  -0.2967995E+04
