Time	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	M1N1FBxi	M1N1FByi	M1N1FBzi	M1N1MBxi	M1N1MByi	M1N1MBzi	M1N2FBxi	M1N2FByi	M1N2FBzi	M1N2MBxi	M1N2MByi	M1N2MBzi	M1N3FBxi	M1N3FByi	M1N3FBzi	M1N3MBxi	M1N3MByi	M1N3MBzi	M1N4FBxi	M1N4FByi	M1N4FBzi	M1N4MBxi	M1N4MByi	M1N4MBzi	M1N5FBxi	M1N5FByi	M1N5FBzi	M1N5MBxi	M1N5MByi	M1N5MBzi	M1N6FBxi	M1N6FByi	M1N6FBzi	M1N6MBxi	M1N6MByi	M1N6MBzi	M1N7FBxi	M1N7FByi	M1N7FBzi	M1N7MBxi	M1N7MByi	M1N7MBzi	M1N8FBxi	M1N8FByi	M1N8FBzi	M1N8MBxi	M1N8MByi	M1N8MBzi	M1N9FBxi	M1N9FByi	M1N9FBzi	M1N9MBxi	M1N9MByi	M1N9MBzi	J1FBxi	J1FByi	J1FBzi	J1MBxi	J1MByi	J1MBzi	J2FBxi	J2FByi	J2FBzi	J2MBxi	J2MByi	J2MBzi
(s)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N/m)	(N/m)	(N/m)	(N-m/m)	(N-m/m)	(N-m/m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)
    0.4500	   2.316856E-01	   4.892727E+04	   1.310524E+04	   6.905496E+06	  -4.478959E+06	   1.051740E+07	  -8.170242E+05	  -1.147622E+04	  -1.866645E+04	   2.502690E+05	  -4.880646E+04	  -6.421186E+04	  -1.879404E+04	  -1.107462E+04	  -1.855106E+04	   2.348871E+05	  -5.167016E+04	  -6.950090E+04	  -1.901243E+04	  -1.029004E+04	  -1.790646E+04	   2.144370E+05	  -5.209069E+04	  -7.121620E+04	  -1.842807E+04	  -9.144305E+03	  -1.671377E+04	   1.902180E+05	  -4.925491E+04	  -6.785058E+04	  -1.690311E+04	  -7.638427E+03	  -1.496924E+04	   1.622133E+05	  -4.274573E+04	  -5.857649E+04	  -1.435919E+04	  -5.777319E+03	  -1.267571E+04	   1.304515E+05	  -3.218605E+04	  -4.263100E+04	  -1.072940E+04	  -3.562896E+03	  -9.825395E+03	   9.489939E+04	  -1.712457E+04	  -1.912815E+04	  -5.927334E+03	  -9.970772E+02	  -6.419692E+03	   5.557142E+04	   2.846556E+03	   1.274583E+04	   1.211273E+02	   1.594486E+03	  -2.873196E+03	   1.691182E+04	   2.494953E+04	   4.823811E+04	   6.567218E+03	   3.396220E+05	   6.020572E+05	   6.174946E+04	   1.035542E+06	  -6.360348E+05	   5.058563E+05	   1.020126E+04	   1.808405E+04	   1.854774E+03	  -4.650566E+03	  -2.603490E+02	   2.811652E+04
    0.5000	   1.532048E-01	   3.928094E+04	   1.051804E+04	   6.902941E+06	  -4.442571E+06	   1.052212E+07	  -7.644921E+05	  -1.159392E+04	  -1.861636E+04	   2.501940E+05	  -4.938816E+04	  -6.530309E+04	  -1.887959E+04	  -1.119617E+04	  -1.848967E+04	   2.348077E+05	  -5.209013E+04	  -7.027630E+04	  -1.907361E+04	  -1.041517E+04	  -1.783301E+04	   2.143532E+05	  -5.230099E+04	  -7.159709E+04	  -1.845475E+04	  -9.272230E+03	  -1.662870E+04	   1.901301E+05	  -4.922252E+04	  -6.778820E+04	  -1.688725E+04	  -7.768189E+03	  -1.487319E+04	   1.621222E+05	  -4.243945E+04	  -5.802551E+04	  -1.429309E+04	  -5.908051E+03	  -1.256933E+04	   1.303578E+05	  -3.157731E+04	  -4.155062E+04	  -1.060586E+04	  -3.693241E+03	  -9.709709E+03	   9.480392E+04	  -1.618736E+04	  -1.748203E+04	  -5.739699E+03	  -1.126158E+03	  -6.295474E+03	   5.547488E+04	   4.135271E+03	   1.498898E+04	   3.789507E+02	   1.282756E+03	  -2.930719E+03	   1.878141E+04	   2.298858E+04	   4.459228E+04	   5.936661E+03	   3.386739E+05	   6.003765E+05	   6.157708E+04	   1.037917E+06	  -6.375634E+05	   5.077011E+05	   7.418640E+03	   1.315123E+04	   1.348844E+03	  -8.855467E+03	   2.406207E+03	   2.524455E+04
    0.5500	   7.468608E-02	   2.952921E+04	   7.903217E+03	   6.901940E+06	  -4.376847E+06	   1.049771E+07	  -7.105888E+05	  -1.171234E+04	  -1.856931E+04	   2.501193E+05	  -5.003027E+04	  -6.650636E+04	  -1.897514E+04	  -1.131869E+04	  -1.843122E+04	   2.347284E+05	  -5.257540E+04	  -7.117207E+04	  -1.914574E+04	  -1.054156E+04	  -1.776234E+04	   2.142692E+05	  -5.258167E+04	  -7.210690E+04	  -1.849338E+04	  -9.401724E+03	  -1.654622E+04	   1.900420E+05	  -4.926500E+04	  -6.786225E+04	  -1.688424E+04	  -7.899875E+03	  -1.477949E+04	   1.620306E+05	  -4.221198E+04	  -5.761744E+04	  -1.424063E+04	  -6.041053E+03	  -1.246503E+04	   1.302632E+05	  -3.105057E+04	  -4.061825E+04	  -1.049660E+04	  -3.826258E+03	  -9.595783E+03	   9.470734E+04	  -1.533452E+04	  -1.598767E+04	  -5.566830E+03	  -1.258293E+03	  -6.172684E+03	   5.537695E+04	   5.338147E+03	   1.707824E+04	   6.216971E+02	   9.570869E+02	  -3.005955E+03	   2.080070E+04	   2.065906E+04	   4.051911E+04	   5.237455E+03	   3.375954E+05	   5.984646E+05	   6.138099E+04	   1.040478E+06	  -6.392104E+05	   5.096713E+05	   4.893137E+03	   8.674197E+03	   8.896613E+02	  -1.303411E+04	   5.006604E+03	   2.287320E+04
    0.6000	  -3.850810E-03	   1.969913E+04	   5.267778E+03	   6.902236E+06	  -4.288266E+06	   1.044874E+07	  -6.557147E+05	  -1.183137E+04	  -1.852534E+04	   2.500449E+05	  -5.073271E+04	  -6.782058E+04	  -1.908089E+04	  -1.144206E+04	  -1.837576E+04	   2.346492E+05	  -5.312601E+04	  -7.218732E+04	  -1.922904E+04	  -1.066908E+04	  -1.769452E+04	   2.141852E+05	  -5.293291E+04	  -7.274502E+04	  -1.854420E+04	  -9.532660E+03	  -1.646641E+04	   1.899536E+05	  -4.938271E+04	  -6.807238E+04	  -1.689433E+04	  -8.033360E+03	  -1.468822E+04	   1.619384E+05	  -4.206387E+04	  -5.735226E+04	  -1.420209E+04	  -6.176200E+03	  -1.236292E+04	   1.301679E+05	  -3.060655E+04	  -3.983429E+04	  -1.040196E+04	  -3.961818E+03	  -9.483728E+03	   9.460977E+04	  -1.456702E+04	  -1.464584E+04	  -5.409106E+03	  -1.393357E+03	  -6.051436E+03	   5.527773E+04	   6.453993E+03	   1.901241E+04	   8.489461E+02	   6.456503E+02	  -3.071516E+03	   2.267883E+04	   1.858935E+04	   3.690967E+04	   4.614286E+03	   3.363875E+05	   5.963232E+05	   6.116136E+04	   1.043190E+06	  -6.409525E+05	   5.117419E+05	   2.617199E+03	   4.639580E+03	   4.758543E+02	  -1.712729E+04	   7.513113E+03	   2.094725E+04
    0.6500	  -8.238699E-02	   9.818918E+03	   2.619117E+03	   6.903564E+06	  -4.183282E+06	   1.037975E+07	  -6.002741E+05	  -1.195088E+04	  -1.848451E+04	   2.499708E+05	  -5.149535E+04	  -6.924455E+04	  -1.919703E+04	  -1.156615E+04	  -1.832334E+04	   2.345702E+05	  -5.374196E+04	  -7.332109E+04	  -1.932372E+04	  -1.079762E+04	  -1.762961E+04	   2.141012E+05	  -5.335485E+04	  -7.351071E+04	  -1.860743E+04	  -9.664917E+03	  -1.638934E+04	   1.898651E+05	  -4.957595E+04	  -6.841820E+04	  -1.691780E+04	  -8.168517E+03	  -1.459948E+04	   1.618459E+05	  -4.199559E+04	  -5.722990E+04	  -1.417779E+04	  -6.313362E+03	  -1.226308E+04	   1.300720E+05	  -3.024596E+04	  -3.919900E+04	  -1.032226E+04	  -4.099793E+03	  -9.373646E+03	   9.451127E+04	  -1.388576E+04	  -1.345720E+04	  -5.266897E+03	  -1.531219E+03	  -5.931846E+03	   5.517733E+04	   7.481664E+03	   2.079040E+04	   1.060284E+03	   3.489502E+02	  -3.127410E+03	   2.441370E+04	   1.676787E+04	   3.374241E+04	   4.063943E+03	   3.350512E+05	   5.939544E+05	   6.091841E+04	   1.046016E+06	  -6.427669E+05	   5.138882E+05	   5.827902E+02	   1.033128E+03	   1.059619E+02	  -2.107957E+04	   9.899977E+03	   1.941289E+04
    0.7000	  -1.609028E-01	  -8.261037E+01	  -3.544959E+01	   6.905648E+06	  -4.068201E+06	   1.029516E+07	  -5.446704E+05	  -1.207077E+04	  -1.844684E+04	   2.498973E+05	  -5.231804E+04	  -7.077704E+04	  -1.932373E+04	  -1.169085E+04	  -1.827401E+04	   2.344916E+05	  -5.442320E+04	  -7.457232E+04	  -1.942997E+04	  -1.092704E+04	  -1.756768E+04	   2.140173E+05	  -5.384758E+04	  -7.440320E+04	  -1.868331E+04	  -9.798368E+03	  -1.631509E+04	   1.897765E+05	  -4.984497E+04	  -6.889920E+04	  -1.695490E+04	  -8.305218E+03	  -1.451333E+04	   1.617531E+05	  -4.200759E+04	  -5.725018E+04	  -1.416800E+04	  -6.452409E+03	  -1.216561E+04	   1.299755E+05	  -2.996943E+04	  -3.871258E+04	  -1.025784E+04	  -4.240051E+03	  -9.265644E+03	   9.441194E+04	  -1.329159E+04	  -1.242234E+04	  -5.140569E+03	  -1.678568E+03	  -5.820849E+03	   5.514745E+04	   8.302534E+03	   2.216662E+04	   1.220810E+03	   6.746056E+01	  -3.173646E+03	   2.600335E+04	   1.518238E+04	   3.099457E+04	   3.583031E+03	   3.335879E+05	   5.913604E+05	   6.065234E+04	   1.048921E+06	  -6.446308E+05	   5.160856E+05	  -1.218574E+03	  -2.160200E+03	  -2.215590E+02	  -2.483952E+04	   1.214353E+04	   1.821795E+04
    0.7500	  -2.393788E-01	  -9.975646E+03	  -2.688201E+03	   6.908208E+06	  -3.949242E+06	   1.019931E+07	  -4.893057E+05	  -1.219093E+04	  -1.841238E+04	   2.498242E+05	  -5.320057E+04	  -7.241674E+04	  -1.946115E+04	  -1.181605E+04	  -1.822783E+04	   2.344134E+05	  -5.516963E+04	  -7.593991E+04	  -1.954798E+04	  -1.105724E+04	  -1.750878E+04	   2.139337E+05	  -5.441114E+04	  -7.542162E+04	  -1.877205E+04	  -9.932886E+03	  -1.624372E+04	   1.896879E+05	  -5.019000E+04	  -6.951480E+04	  -1.700587E+04	  -8.443331E+03	  -1.442988E+04	   1.616600E+05	  -4.210023E+04	  -5.741282E+04	  -1.417300E+04	  -6.593207E+03	  -1.207061E+04	   1.298785E+05	  -2.977756E+04	  -3.837512E+04	  -1.020901E+04	  -4.382458E+03	  -9.159822E+03	   9.431189E+04	  -1.278532E+04	  -1.154172E+04	  -5.030479E+03	  -1.851933E+03	  -5.735848E+03	   5.536742E+04	   8.580922E+03	   2.256437E+04	   1.243318E+03	  -1.983723E+02	  -3.210240E+03	   2.744602E+04	   1.382000E+04	   2.864221E+04	   3.167978E+03	   3.319988E+05	   5.885434E+05	   6.036342E+04	   1.051869E+06	  -6.465219E+05	   5.183100E+05	  -2.795817E+03	  -4.956222E+03	  -5.083304E+02	  -2.836000E+04	   1.422234E+04	   1.731218E+04
    0.8000	  -3.177957E-01	  -1.982968E+04	  -5.331147E+03	   6.910948E+06	  -3.832479E+06	   1.009645E+07	  -4.345759E+05	  -1.231124E+04	  -1.838116E+04	   2.497517E+05	  -5.414269E+04	  -7.416228E+04	  -1.960945E+04	  -1.194162E+04	  -1.818483E+04	   2.343355E+05	  -5.598111E+04	  -7.742266E+04	  -1.967793E+04	  -1.118809E+04	  -1.745297E+04	   2.138503E+05	  -5.504555E+04	  -7.656502E+04	  -1.887386E+04	  -1.006834E+04	  -1.617531E+04	   1.895994E+05	  -5.061118E+04	  -7.026434E+04	  -1.707095E+04	  -8.582727E+03	  -1.434919E+04	   1.615668E+05	  -4.227388E+04	  -5.771748E+04	  -1.419307E+04	  -6.735625E+03	  -1.197816E+04	   1.297813E+05	  -2.967088E+04	  -3.818664E+04	  -1.017608E+04	  -4.526879E+03	  -9.056283E+03	   9.421121E+04	  -1.236770E+04	  -1.081571E+04	  -4.936972E+03	  -2.063042E+03	  -5.690828E+03	   5.597539E+04	   8.052862E+03	   2.156430E+04	   1.062331E+03	  -4.481355E+02	  -3.237212E+03	   2.874008E+04	   1.266725E+04	   2.666036E+04	   2.815048E+03	   3.302855E+05	   5.855061E+05	   6.005190E+04	   1.054825E+06	  -6.484180E+05	   5.205374E+05	  -4.158271E+03	  -7.371480E+03	  -7.560493E+02	  -3.159845E+04	   1.611733E+04	   1.664748E+04
    0.8500	  -3.961344E-01	  -2.961364E+04	  -7.956111E+03	   6.913572E+06	  -3.723794E+06	   9.990683E+06	  -3.808683E+05	  -1.243159E+04	  -1.835321E+04	   2.496799E+05	  -5.514411E+04	  -7.601222E+04	  -1.976878E+04	  -1.206744E+04	  -1.814507E+04	   2.342583E+05	  -5.685746E+04	  -7.901933E+04	  -1.981997E+04	  -1.131946E+04	  -1.740030E+04	   2.137674E+05	  -5.575074E+04	  -7.783238E+04	  -1.898892E+04	  -1.020461E+04	  -1.610993E+04	   1.895111E+05	  -5.110863E+04	  -7.114707E+04	  -1.715037E+04	  -8.723271E+03	  -1.427134E+04	   1.614736E+05	  -4.252879E+04	  -5.816372E+04	  -1.422846E+04	  -6.879524E+03	  -1.188836E+04	   1.296837E+05	  -2.964987E+04	  -3.814702E+04	  -1.015935E+04	  -4.673175E+03	  -8.955124E+03	   9.410999E+04	  -1.203943E+04	  -1.024460E+04	  -4.860389E+03	  -2.288482E+03	  -5.665545E+03	   5.674663E+04	   7.138895E+03	   1.993084E+04	   7.905142E+02	  -6.814469E+02	  -3.254584E+03	   2.988410E+04	   1.171009E+04	   2.502300E+04	   2.520354E+03	   3.284494E+05	   5.822512E+05	   5.971807E+04	   1.057756E+06	  -6.502975E+05	   5.227444E+05	  -5.315647E+03	  -9.423193E+03	  -9.664814E+02	  -3.451704E+04	   1.781185E+04	   1.617817E+04
    0.9000	  -4.743753E-01	  -3.929609E+04	  -1.055479E+04	   6.915776E+06	  -3.628835E+06	   9.885925E+06	  -3.285581E+05	  -1.255186E+04	  -1.832856E+04	   2.496088E+05	  -5.620448E+04	  -7.796505E+04	  -1.993926E+04	  -1.219340E+04	  -1.810857E+04	   2.341816E+05	  -5.779843E+04	  -8.072858E+04	  -1.997427E+04	  -1.145122E+04	  -1.735084E+04	   2.136848E+05	  -5.652662E+04	  -7.922260E+04	  -1.911742E+04	  -1.034156E+04	  -1.604762E+04	   1.894231E+05	  -5.168240E+04	  -7.216216E+04	  -1.724433E+04	  -8.864832E+03	  -1.419641E+04	   1.613804E+05	  -4.286522E+04	  -5.875099E+04	  -1.427942E+04	  -7.024770E+03	  -1.180128E+04	   1.295860E+05	  -2.971497E+04	  -3.825609E+04	  -1.015910E+04	  -4.821208E+03	  -8.856441E+03	   9.400833E+04	  -1.180114E+04	  -9.828562E+03	  -4.801059E+03	  -2.503721E+03	  -5.637579E+03	   5.743757E+04	   6.289581E+03	   1.845671E+04	   5.462246E+02	  -8.979537E+02	  -3.262383E+03	   3.087677E+04	   1.093401E+04	   2.370326E+04	   2.279872E+03	   3.264923E+05	   5.787818E+05	   5.936224E+04	   1.060627E+06	  -6.521391E+05	   5.249079E+05	  -6.278007E+03	  -1.112919E+04	  -1.141456E+03	  -3.708296E+04	   1.929180E+04	   1.586118E+04
    0.9500	  -5.524990E-01	  -4.884550E+04	  -1.311883E+04	   6.917253E+06	  -3.552974E+06	   9.785903E+06	  -2.780047E+05	  -1.267194E+04	  -1.830723E+04	   2.495385E+05	  -5.732343E+04	  -8.001921E+04	  -2.012101E+04	  -1.231937E+04	  -1.807537E+04	   2.341056E+05	  -5.880375E+04	  -8.254901E+04	  -2.014096E+04	  -1.158326E+04	  -1.730461E+04	   2.136028E+05	  -5.737303E+04	  -8.073452E+04	  -1.925952E+04	  -1.047906E+04	  -1.598846E+04	   1.893354E+05	  -5.233250E+04	  -7.330871E+04	  -1.735304E+04	  -9.007274E+03	  -1.412447E+04	   1.612873E+05	  -4.328333E+04	  -5.947868E+04	  -1.434619E+04	  -7.171223E+03	  -1.171702E+04	   1.294882E+05	  -2.986656E+04	  -3.851356E+04	  -1.017561E+04	  -4.970836E+03	  -8.760328E+03	   9.390633E+04	  -1.165342E+04	  -9.567679E+03	  -4.759300E+03	  -2.701344E+03	  -5.600112E+03	   5.797428E+04	   5.647084E+03	   1.734575E+04	   3.623678E+02	  -1.097338E+03	  -3.260639E+03	   3.171698E+04	   1.032400E+04	   2.267341E+04	   2.089449E+03	   3.244160E+05	   5.751011E+05	   5.898473E+04	   1.063406E+06	  -6.539219E+05	   5.270053E+05	  -7.055741E+03	  -1.250791E+04	  -1.282862E+03	  -3.926851E+04	   2.054570E+04	   1.565628E+04
    1.0000	  -6.304863E-01	  -5.823038E+04	  -1.563990E+04	   6.917694E+06	  -3.501284E+06	   9.694115E+06	  -2.295493E+05	  -1.279171E+04	  -1.828925E+04	   2.494690E+05	  -5.850051E+04	  -8.217307E+04	  -2.031414E+04	  -1.244523E+04	  -1.804552E+04	   2.340303E+05	  -5.987307E+04	  -8.447916E+04	  -2.032018E+04	  -1.171544E+04	  -1.726168E+04	   2.135214E+05	  -5.828977E+04	  -8.236686E+04	  -1.941539E+04	  -1.061698E+04	  -1.593251E+04	   1.892481E+05	  -5.305888E+04	  -7.458572E+04	  -1.747669E+04	  -9.150463E+03	  -1.405559E+04	   1.611945E+05	  -4.378325E+04	  -6.034609E+04	  -1.442899E+04	  -7.318745E+03	  -1.163564E+04	   1.293904E+05	  -3.010495E+04	  -3.891907E+04	  -1.020914E+04	  -5.121917E+03	  -8.666877E+03	   9.380408E+04	  -1.159680E+04	  -9.461937E+03	  -4.735420E+03	  -2.881105E+03	  -5.553199E+03	   5.835616E+04	   5.195707E+03	   1.656900E+04	   2.345836E+02	  -1.279316E+03	  -3.249385E+03	   3.240380E+04	   9.864682E+03	   2.190500E+04	   1.944820E+03	   3.222224E+05	   5.712124E+05	   5.858589E+04	   1.066061E+06	  -6.556255E+05	   5.290148E+05	  -7.659539E+03	  -1.357827E+04	  -1.392643E+03	  -4.105134E+04	   2.156473E+04	   1.552622E+04
    1.0500	  -7.083184E-01	  -6.741939E+04	  -1.810966E+04	   6.916790E+06	  -3.478511E+06	   9.613826E+06	  -1.835130E+05	  -1.291106E+04	  -1.827463E+04	   2.494005E+05	  -5.973524E+04	  -8.442494E+04	  -2.051875E+04	  -1.257088E+04	  -1.801902E+04	   2.339559E+05	  -6.100603E+04	  -8.651751E+04	  -2.051203E+04	  -1.184764E+04	  -1.722208E+04	   2.134406E+05	  -5.927659E+04	  -8.411832E+04	  -1.958516E+04	  -1.075519E+04	  -1.587981E+04	   1.891613E+05	  -5.386145E+04	  -7.599212E+04	  -1.761545E+04	  -9.294261E+03	  -1.398983E+04	   1.611020E+05	  -4.436505E+04	  -6.135244E+04	  -1.452803E+04	  -7.467195E+03	  -1.155724E+04	   1.292927E+05	  -3.043041E+04	  -3.947216E+04	  -1.025996E+04	  -5.274324E+03	  -8.576314E+03	   9.370267E+04	  -1.163324E+04	  -9.514813E+03	  -4.730226E+03	  -3.042795E+03	  -5.496896E+03	   5.858280E+04	   4.919402E+03	   1.609685E+04	   1.584151E+02	  -1.443636E+03	  -3.228659E+03	   3.293645E+04	   9.540296E+03	   2.136895E+04	   1.841620E+03	   3.199135E+05	   5.671194E+05	   5.816609E+04	   1.068560E+06	  -6.572302E+05	   5.309149E+05	  -8.100355E+03	  -1.435972E+04	  -1.472792E+03	  -4.241450E+04	   2.234285E+04	   1.543697E+04
    1.1000	  -7.859755E-01	  -7.638155E+04	  -2.051988E+04	   6.914232E+06	  -3.489054E+06	   9.548042E+06	  -1.401945E+05	  -1.302988E+04	  -1.826340E+04	   2.493330E+05	  -6.102709E+04	  -8.677306E+04	  -2.073490E+04	  -1.269617E+04	  -1.799593E+04	   2.338824E+05	  -6.220218E+04	  -8.866245E+04	  -2.071662E+04	  -1.197974E+04	  -1.718585E+04	   2.133606E+05	  -6.033318E+04	  -8.598750E+04	  -1.976897E+04	  -1.089356E+04	  -1.583041E+04	   1.890752E+05	  -5.474003E+04	  -7.752676E+04	  -1.776949E+04	  -9.438531E+03	  -1.392726E+04	   1.610098E+05	  -4.502873E+04	  -6.249683E+04	  -1.464352E+04	  -7.616432E+03	  -1.148188E+04	   1.291952E+05	  -3.084314E+04	  -4.017228E+04	  -1.032830E+04	  -5.421744E+03	  -8.484185E+03	   9.354831E+04	  -1.166704E+04	  -9.551823E+03	  -4.718351E+03	  -3.186236E+03	  -5.431266E+03	   5.865394E+04	   4.801827E+03	   1.589918E+04	   1.293236E+02	  -1.590079E+03	  -3.198500E+03	   3.331432E+04	   9.334784E+03	   2.103562E+04	   1.775397E+03	   3.174914E+05	   5.628257E+05	   5.772571E+04	   1.070874E+06	  -6.587168E+05	   5.326847E+05	  -8.389383E+03	  -1.487209E+04	  -1.525342E+03	  -4.334657E+04	   2.287675E+04	   1.535781E+04
    1.1500	  -8.634387E-01	  -8.508648E+04	  -2.286244E+04	   6.909714E+06	  -3.536939E+06	   9.499500E+06	  -9.986784E+04	  -1.314804E+04	  -1.825556E+04	   2.492665E+05	  -6.237549E+04	  -8.921562E+04	  -2.096266E+04	  -1.282101E+04	  -1.797624E+04	   2.338098E+05	  -6.346104E+04	  -9.091232E+04	  -2.093404E+04	  -1.211161E+04	  -1.715302E+04	   2.132815E+05	  -6.145919E+04	  -8.797294E+04	  -1.996694E+04	  -1.103195E+04	  -1.578437E+04	   1.889897E+05	  -5.569443E+04	  -7.918841E+04	  -1.793895E+04	  -9.583140E+03	  -1.386794E+04	   1.609182E+05	  -4.577426E+04	  -6.377831E+04	  -1.477564E+04	  -7.766315E+03	  -1.140964E+04	   1.290980E+05	  -3.134330E+04	  -4.101877E+04	  -1.041438E+04	  -5.549121E+03	  -8.378622E+03	   9.320437E+04	  -1.144903E+04	  -9.146169E+03	  -4.635593E+03	  -3.311287E+03	  -5.356371E+03	   5.856949E+04	   4.826388E+03	   1.594544E+04	   1.427007E+02	  -1.718464E+03	  -3.158951E+03	   3.353700E+04	   9.231829E+03	   2.087493E+04	   1.741627E+03	   3.149584E+05	   5.583354E+05	   5.726517E+04	   1.072972E+06	  -6.600666E+05	   5.343042E+05	  -8.538028E+03	  -1.513560E+04	  -1.552369E+03	  -4.384178E+04	   2.316598E+04	   1.526148E+04
    1.2000	  -9.406888E-01	  -9.350445E+04	  -2.512939E+04	   6.902932E+06	  -3.625810E+06	   9.470659E+06	  -6.278127E+04	  -1.326545E+04	  -1.825112E+04	   2.492012E+05	  -6.377981E+04	  -9.175077E+04	  -2.120209E+04	  -1.294526E+04	  -1.796000E+04	   2.337383E+05	  -6.478207E+04	  -9.326539E+04	  -2.116435E+04	  -1.224312E+04	  -1.712363E+04	   2.132032E+05	  -6.265420E+04	  -9.007309E+04	  -2.017915E+04	  -1.117024E+04	  -1.574173E+04	   1.889050E+05	  -5.672438E+04	  -8.097577E+04	  -1.812397E+04	  -9.727947E+03	  -1.381192E+04	   1.608271E+05	  -4.660152E+04	  -6.519584E+04	  -1.492456E+04	  -7.916702E+03	  -1.134059E+04	   1.290012E+05	  -3.193097E+04	  -4.201092E+04	  -1.051842E+04	  -5.652816E+03	  -8.258473E+03	   9.264937E+04	  -1.094931E+04	  -8.265633E+03	  -4.475961E+03	  -3.417841E+03	  -5.272277E+03	   5.832955E+04	   4.976299E+03	   1.620472E+04	   1.938839E+02	  -1.828641E+03	  -3.110059E+03	   3.360423E+04	   9.214910E+03	   2.085643E+04	   1.735729E+03	   3.123168E+05	   5.536526E+05	   5.678488E+04	   1.074827E+06	  -6.612619E+05	   5.357541E+05	  -8.557873E+03	  -1.517078E+04	  -1.555977E+03	  -4.389996E+04	   2.321287E+04	   1.512430E+04
    1.2500	  -1.017707E+00	  -1.016065E+05	  -2.731292E+04	   6.893588E+06	  -3.758917E+06	   9.463691E+06	  -2.915588E+04	  -1.338199E+04	  -1.825009E+04	   2.491370E+05	  -6.523936E+04	  -9.437656E+04	  -2.145321E+04	  -1.306881E+04	  -1.794722E+04	   2.336678E+05	  -6.616468E+04	  -9.571985E+04	  -2.140761E+04	  -1.237415E+04	  -1.709772E+04	   2.131260E+05	  -6.391773E+04	  -9.228633E+04	  -2.040571E+04	  -1.130830E+04	  -1.570253E+04	   1.888211E+05	  -5.782954E+04	  -8.288745E+04	  -1.832468E+04	  -9.872815E+03	  -1.375927E+04	   1.607368E+05	  -4.751037E+04	  -6.674829E+04	  -1.509044E+04	  -8.067449E+03	  -1.127479E+04	   1.289048E+05	  -3.260618E+04	  -4.314789E+04	  -1.064062E+04	  -5.735773E+03	  -8.127467E+03	   9.191962E+04	  -1.025476E+04	  -7.061987E+03	  -4.262222E+03	  -3.505829E+03	  -5.179055E+03	   5.793440E+04	   5.234634E+03	   1.664591E+04	   2.781709E+02	  -1.920499E+03	  -3.051873E+03	   3.351592E+04	   9.267356E+03	   2.094943E+04	   1.753075E+03	   3.095691E+05	   5.487816E+05	   5.628529E+04	   1.076412E+06	  -6.622852E+05	   5.370156E+05	  -8.460646E+03	  -1.499842E+04	  -1.538299E+03	  -4.352662E+04	   2.302258E+04	   1.492627E+04
    1.3000	  -1.094474E+00	  -1.093647E+05	  -2.940548E+04	   6.881390E+06	  -3.939102E+06	   9.480473E+06	   8.154864E+02	  -1.349754E+04	  -1.825247E+04	   2.490741E+05	  -6.675341E+04	  -9.709099E+04	  -2.171605E+04	  -1.319154E+04	  -1.793790E+04	   2.335985E+05	  -6.760824E+04	  -9.827386E+04	  -2.166387E+04	  -1.250457E+04	  -1.707529E+04	   2.130498E+05	  -6.524927E+04	  -9.461098E+04	  -2.064666E+04	  -1.144598E+04	  -1.566682E+04	   1.887382E+05	  -5.900955E+04	  -8.492198E+04	  -1.854116E+04	  -1.001761E+04	  -1.371002E+04	   1.606471E+05	  -4.850057E+04	  -6.843445E+04	  -1.527341E+04	  -8.218412E+03	  -1.121230E+04	   1.288091E+05	  -3.336889E+04	  -4.442878E+04	  -1.078116E+04	  -5.799939E+03	  -7.987694E+03	   9.103670E+04	  -9.427258E+03	  -5.632732E+03	  -4.009671E+03	  -3.575212E+03	  -5.076778E+03	   5.738448E+04	   5.584378E+03	   1.723773E+04	   3.908328E+02	  -1.993959E+03	  -2.984444E+03	   3.327218E+04	   9.372397E+03	   2.112307E+04	   1.789011E+03	   3.067177E+05	   5.437268E+05	   5.576685E+04	   1.077700E+06	  -6.631202E+05	   5.380709E+05	  -8.258197E+03	  -1.463953E+04	  -1.501490E+03	  -4.273295E+04	   2.260309E+04	   1.465110E+04
