
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 30-Jan-2025 at 10:50:24.

 
 
 
      Time         BODY1PX         BODY1PY         BODY1PZ         BODY1VX         BODY1VY         BODY1VZ         BODY1FX         BODY1FY         BODY1FZ        ANCHTEN1          CON1FX          CON1FY          CON1FZ
   10.6000   2.2934877E+01   1.0424681E+01  -4.3680957E+01  -3.3209714E-01  -8.6335264E-01  -3.5996901E-01  -9.6199532E+03   5.7897382E+02  -3.1030701E+03   2.5731418E+05  -1.1445292E+05  -5.1590666E+04   2.1391203E+05
   10.7000   2.2899446E+01   1.0338517E+01  -4.3717671E+01  -3.7619490E-01  -8.5956577E-01  -3.7421082E-01  -9.1825094E+03   1.0356802E+03  -2.9777833E+03   2.5709718E+05  -1.1415327E+05  -5.1117608E+04   2.1393190E+05
   10.8000   2.2859710E+01   1.0252838E+01  -4.3755782E+01  -4.1813791E-01  -8.5364960E-01  -3.8793998E-01  -8.7022601E+03   1.4866851E+03  -2.8828047E+03   2.5683536E+05  -1.1381492E+05  -5.0641177E+04   2.1392142E+05
   10.9000   2.2815896E+01   1.0167857E+01  -4.3795246E+01  -4.5774622E-01  -8.4563884E-01  -4.0127531E-01  -8.1881709E+03   1.9285763E+03  -2.8080108E+03   2.5654114E+05  -1.1344451E+05  -5.0165091E+04   2.1389017E+05
   11.0000   2.2768243E+01   1.0083778E+01  -4.3836027E+01  -4.9488308E-01  -8.3558421E-01  -4.1428601E-01  -7.6496226E+03   2.3579528E+03  -2.7424588E+03   2.5622829E+05  -1.1304923E+05  -4.9693178E+04   2.1384883E+05
   11.1000   2.2717004E+01   1.0000805E+01  -4.3878093E+01  -5.2945595E-01  -8.2355214E-01  -4.2698922E-01  -7.0960433E+03   2.7715471E+03  -2.6750003E+03   2.5591118E+05  -1.1263647E+05  -4.9229239E+04   2.1380866E+05
   11.2000   2.2662439E+01   9.9191311E+00  -4.3921413E+01  -5.6141598E-01  -8.0962375E-01  -4.3935079E-01  -6.5365740E+03   3.1663777E+03  -2.5950399E+03   2.5560401E+05  -1.1221355E+05  -4.8776889E+04   2.1378078E+05
   11.3000   2.2604808E+01   9.8389406E+00  -4.3965949E+01  -5.9075590E-01  -7.9389321E-01  -4.5128945E-01  -5.9797850E+03   3.5398866E+03  -2.4931475E+03   2.5532019E+05  -1.1178752E+05  -4.8339398E+04   2.1377563E+05
   11.4000   2.2544374E+01   9.7604089E+00  -4.4011653E+01  -6.1750674E-01  -7.7646547E-01  -4.6268339E-01  -5.4333642E+03   3.8900361E+03  -2.3615346E+03   2.5507166E+05  -1.1136481E+05  -4.7919577E+04   2.1380242E+05
   11.5000   2.2481391E+01   9.6837002E+00  -4.4058463E+01  -6.4173268E-01  -7.5745378E-01  -4.7337878E-01  -4.9037224E+03   4.2153356E+03  -2.1943779E+03   2.5486839E+05  -1.1095092E+05  -4.7519728E+04   2.1386882E+05
   11.6000   2.2416108E+01   9.6089669E+00  -4.4106300E+01  -6.6352466E-01  -7.3697705E-01  -4.8319959E-01  -4.3958482E+03   4.5148546E+03  -1.9880635E+03   2.5471800E+05  -1.1055017E+05  -4.7141613E+04   2.1398060E+05
   11.7000   2.2348763E+01   9.5363494E+00  -4.4155067E+01  -6.8299368E-01  -7.1515722E-01  -4.9195836E-01  -3.9133208E+03   4.7882389E+03  -1.7413458E+03   2.5462543E+05  -1.1016576E+05  -4.6786416E+04   2.1414138E+05
   11.8000   2.2279583E+01   9.4659760E+00  -4.4204650E+01  -7.0026416E-01  -6.9211657E-01  -4.9946730E-01  -3.4582713E+03   5.0356788E+03  -1.4553000E+03   2.5459289E+05  -1.0979965E+05  -4.6454756E+04   2.1435253E+05
   11.9000   2.2208779E+01   9.3979627E+00  -4.4254913E+01  -7.1546712E-01  -6.6797531E-01  -5.0554875E-01  -3.0314093E+03   5.2578705E+03  -1.1331441E+03   2.5461985E+05  -1.0945256E+05  -4.6146713E+04   2.1461320E+05
   12.0000   2.2136553E+01   9.3324137E+00  -4.4305707E+01  -7.2873380E-01  -6.4284933E-01  -5.1004465E-01  -2.6321262E+03   5.4559408E+03  -7.7993845E+02   2.5470318E+05  -1.0912402E+05  -4.5861890E+04   2.1492048E+05
   12.1000   2.2063093E+01   9.2694219E+00  -4.4356865E+01  -7.4018994E-01  -6.1684844E-01  -5.1282402E-01  -2.2587435E+03   5.6313433E+03  -4.0214734E+02   2.5483737E+05  -1.0881258E+05  -4.5599505E+04   2.1526967E+05
   12.2000   2.1988572E+01   9.2090697E+00  -4.4408211E+01  -7.4995106E-01  -5.9007485E-01  -5.1378957E-01  -1.9085715E+03   5.7858657E+03  -7.6398054E+00   2.5501506E+05  -1.0851580E+05  -4.5358382E+04   2.1565421E+05
   12.3000   2.1913155E+01   9.1514295E+00  -4.4459561E+01  -7.5811824E-01  -5.6262185E-01  -5.1288298E-01  -1.5782357E+03   5.9214919E+03   3.9496374E+02   2.5522738E+05  -1.0823058E+05  -4.5137084E+04   2.1606617E+05
   12.4000   2.1836998E+01   9.0965651E+00  -4.4510725E+01  -7.6477586E-01  -5.3457319E-01  -5.1008697E-01  -1.2640078E+03   6.0403063E+03   7.9681842E+02   2.5546439E+05  -1.0795343E+05  -4.4934009E+04   2.1649680E+05
   12.5000   2.1760248E+01   9.0445322E+00  -4.4561516E+01  -7.6999038E-01  -5.0600269E-01  -5.0542573E-01  -9.6202405E+02   6.1444452E+03   1.1891665E+03   2.5571562E+05  -1.0768067E+05  -4.4747438E+04   2.1693676E+05
   12.6000   2.1683047E+01   8.9953798E+00  -4.4611750E+01  -7.7381033E-01  -4.7697423E-01  -4.9896334E-01  -6.6852557E+02   6.2359945E+03   1.5638088E+03   2.5597053E+05  -1.0740868E+05  -4.4575647E+04   2.1737670E+05
   12.7000   2.1605531E+01   8.9491508E+00  -4.4661252E+01  -7.7626712E-01  -4.4754221E-01  -4.9080039E-01  -3.7999207E+02   6.3168962E+03   1.9134169E+03   2.5621899E+05  -1.0713403E+05  -4.4417001E+04   2.1780759E+05
   12.8000   2.1527838E+01   8.9058832E+00  -4.4709858E+01  -7.7737651E-01  -4.1775241E-01  -4.8106929E-01  -9.3296872E+01   6.3888762E+03   2.2317869E+03   2.5645171E+05  -1.0685362E+05  -4.4270036E+04   2.1822112E+05
   12.9000   2.1450101E+01   8.8656109E+00  -4.4757419E+01  -7.7714086E-01  -3.8764311E-01  -4.6992851E-01   1.9411813E+02   6.4534106E+03   2.5140260E+03   2.5666058E+05  -1.0656487E+05  -4.4133501E+04   2.1860997E+05
   13.0000   2.1372455E+01   8.8283642E+00  -4.4803803E+01  -7.7555210E-01  -3.5724628E-01  -4.5755619E-01   4.8415196E+02   6.5117006E+03   2.7566504E+03   2.5683895E+05  -1.0626584E+05  -4.4006384E+04   2.1896809E+05
   13.1000   2.1295036E+01   8.7941703E+00  -4.4848896E+01  -7.7259479E-01  -3.2658899E-01  -4.4414334E-01   7.7803122E+02   6.5646298E+03   2.9576625E+03   2.5698185E+05  -1.0595527E+05  -4.3887969E+04   2.1929085E+05
   13.2000   2.1217982E+01   8.7630543E+00  -4.4892604E+01  -7.6824939E-01  -2.9569494E-01  -4.2988687E-01   1.0762891E+03   6.6127630E+03   3.1165402E+03   2.5708612E+05  -1.0563258E+05  -4.3777838E+04   2.1957519E+05
   13.3000   2.1141433E+01   8.7350385E+00  -4.4934852E+01  -7.6249544E-01  -2.6458590E-01  -4.1498279E-01   1.3787807E+03   6.6563540E+03   3.2341640E+03   2.5715044E+05  -1.0529791E+05  -4.3675868E+04   2.1981963E+05
   13.4000   2.1065530E+01   8.7101435E+00  -4.4975585E+01  -7.5531466E-01  -2.3328312E-01  -3.9962002E-01   1.6847398E+03   6.6953762E+03   3.3126589E+03   2.5717531E+05  -1.0495208E+05  -4.3582206E+04   2.2002419E+05
   13.5000   2.0990418E+01   8.6883876E+00  -4.5014766E+01  -7.4669379E-01  -2.0180861E-01  -3.8397465E-01   1.9927860E+03   6.7295355E+03   3.3553654E+03   2.5716295E+05  -1.0459656E+05  -4.3497257E+04   2.2019043E+05
   13.6000   2.0916240E+01   8.6697867E+00  -4.5052376E+01  -7.3662734E-01  -1.7018634E-01  -3.6820451E-01   2.3010067E+03   6.7582977E+03   3.3666930E+03   2.5711703E+05  -1.0423348E+05  -4.3421656E+04   2.2032133E+05
   13.7000   2.0843140E+01   8.6543543E+00  -4.5088408E+01  -7.2511978E-01  -1.3844322E-01  -3.5244484E-01   2.6070965E+03   6.7809608E+03   3.3518186E+03   2.5704256E+05  -1.0386542E+05  -4.3356199E+04   2.2042097E+05
   13.8000   2.0771263E+01   8.6421011E+00  -4.5122869E+01  -7.1218704E-01  -1.0660974E-01  -3.3680522E-01   2.9084813E+03   6.7966868E+03   3.3164888E+03   2.5694554E+05  -1.0349534E+05  -4.3301808E+04   2.2049438E+05
   13.9000   2.0700749E+01   8.6330342E+00  -4.5155775E+01  -6.9785750E-01  -7.4720635E-02  -3.2136734E-01   3.2024662E+03   6.8045233E+03   3.2667966E+03   2.5683267E+05  -1.0312641E+05  -4.3259506E+04   2.2054722E+05
   14.0000   2.0631737E+01   8.6271575E+00  -4.5187151E+01  -6.8217214E-01  -4.2815262E-02  -3.0618406E-01   3.4863710E+03   6.8034517E+03   3.2089156E+03   2.5671106E+05  -1.0276188E+05  -4.3230369E+04   2.2058553E+05
   14.1000   2.0564358E+01   8.6244703E+00  -4.5217022E+01  -6.6518433E-01  -1.0937821E-02  -2.9127954E-01   3.7576285E+03   6.7924370E+03   3.1488740E+03   2.5658785E+05  -1.0240497E+05  -4.3215471E+04   2.2061543E+05
   14.2000   2.0498741E+01   8.6249673E+00  -4.5245416E+01  -6.4695897E-01   2.0860832E-02  -2.7665048E-01   4.0138918E+03   6.7686549E+03   3.0923150E+03   2.5646997E+05  -1.0205873E+05  -4.3215829E+04   2.2064283E+05
   14.3000   2.0435005E+01   8.6286372E+00  -4.5272360E+01  -6.2757121E-01   5.2502873E-02  -2.6226850E-01   4.2531586E+03   6.7251364E+03   3.0442623E+03   2.5636377E+05  -1.0172595E+05  -4.3232323E+04   2.2067315E+05
   14.4000   2.0373263E+01   8.6354595E+00  -4.5297876E+01  -6.0710464E-01   8.3892351E-02  -2.4808342E-01   4.4738379E+03   6.6608517E+03   3.0089641E+03   2.5627471E+05  -1.0140899E+05  -4.3265644E+04   2.2071110E+05
   14.5000   2.0313617E+01   8.6454040E+00  -4.5321981E+01  -5.8564925E-01   1.1493110E-01  -2.3402729E-01   4.6748016E+03   6.5754990E+03   2.9897207E+03   2.5620717E+05  -1.0110980E+05  -4.3316310E+04   2.2076046E+05
   14.6000   2.0256163E+01   8.6584308E+00  -4.5344683E+01  -5.6329916E-01   1.4552011E-01  -2.2001919E-01   4.8554207E+03   6.4690256E+03   2.9887611E+03   2.5616429E+05  -1.0082980E+05  -4.3384641E+04   2.2082395E+05
   14.7000   2.0200984E+01   8.6744898E+00  -4.5365983E+01  -5.4015026E-01   1.7556075E-01  -2.0597029E-01   5.0155582E+03   6.3416377E+03   3.0072139E+03   2.5614784E+05  -1.0056988E+05  -4.3470744E+04   2.2090309E+05
   14.8000   2.0148156E+01   8.6935215E+00  -4.5385873E+01  -5.1629796E-01   2.0495595E-01  -1.9178915E-01   5.1555588E+03   6.1938149E+03   3.0450852E+03   2.5615823E+05  -1.0033043E+05  -4.3574501E+04   2.2099822E+05
   14.9000   2.0097744E+01   8.7154564E+00  -4.5404334E+01  -4.9183498E-01   2.3361156E-01  -1.7738680E-01   5.2762140E+03   6.0263012E+03   3.1013054E+03   2.5619450E+05  -1.0011133E+05  -4.3695565E+04   2.2110847E+05
   15.0000   2.0049806E+01   8.7402162E+00  -4.5421340E+01  -4.6684942E-01   2.6143747E-01  -1.6268161E-01   5.3786995E+03   5.8400842E+03   3.1738464E+03   2.5625438E+05  -9.9911995E+04  -4.3833376E+04   2.2123190E+05
   15.1000   2.0004389E+01   8.7677135E+00  -4.5436858E+01  -4.4142297E-01   2.8834875E-01  -1.4760368E-01   5.4645736E+03   5.6363811E+03   3.2597341E+03   2.5633445E+05  -9.9731412E+04  -4.3987170E+04   2.2136548E+05
   15.2000   1.9961534E+01   8.7978529E+00  -4.5450847E+01  -4.1562925E-01   3.1426667E-01  -1.3209890E-01   5.5356862E+03   5.4165991E+03   3.3552448E+03   2.5643035E+05  -9.9568186E+04  -4.4156011E+04   2.2150529E+05
   15.3000   1.9921273E+01   8.8305314E+00  -4.5463262E+01  -3.8953277E-01   3.3911944E-01  -1.1613199E-01   5.5940728E+03   5.1823113E+03   3.4561129E+03   2.5653693E+05  -9.9420667E+04  -4.4338801E+04   2.2164675E+05
   15.4000   1.9883636E+01   8.8656392E+00  -4.5474057E+01  -3.6318819E-01   3.6284305E-01  -9.9688579E-02   5.6418820E+03   4.9352462E+03   3.5577038E+03   2.5664851E+05  -9.9287023E+04  -4.4534288E+04   2.2178482E+05
   15.5000   1.9848643E+01   8.9030606E+00  -4.5483184E+01  -3.3664000E-01   3.8538192E-01  -8.2776460E-02   5.6812855E+03   4.6772726E+03   3.6552461E+03   2.5675916E+05  -9.9165334E+04  -4.4741070E+04   2.2191423E+05
   15.6000   1.9816313E+01   8.9426747E+00  -4.5490598E+01  -3.0992261E-01   4.0668948E-01  -6.5425714E-02   5.7143995E+03   4.4103472E+03   3.7440296E+03   2.5686295E+05  -9.9053679E+04  -4.4957638E+04   2.2202977E+05
   15.7000   1.9786663E+01   8.9843563E+00  -4.5496256E+01  -2.8306081E-01   4.2672832E-01  -4.7688023E-02   5.7431969E+03   4.1364082E+03   3.8195820E+03   2.5695420E+05  -9.8950234E+04  -4.5182478E+04   2.2212645E+05
   15.8000   1.9759705E+01   9.0279772E+00  -4.5500125E+01  -2.5607066E-01   4.4546996E-01  -2.9635131E-02   5.7694235E+03   3.8573114E+03   3.8778453E+03   2.5702777E+05  -9.8853364E+04  -4.5414128E+04   2.2219976E+05
   15.9000   1.9735453E+01   9.0734065E+00  -4.5502176E+01  -2.2896066E-01   4.6289436E-01  -1.1356523E-02   5.7945356E+03   3.5748120E+03   3.9153345E+03   2.5707923E+05  -9.8761694E+04  -4.5651192E+04   2.2224584E+05
   16.0000   1.9713917E+01   9.1205119E+00  -4.5502392E+01  -2.0173329E-01   4.7898940E-01   7.0429861E-03   5.8196389E+03   3.2905106E+03   3.9282802E+03   2.5710510E+05  -9.8674183E+04  -4.5892392E+04   2.2226167E+05
   16.1000   1.9695110E+01   9.1691600E+00  -4.5500768E+01  -1.7438692E-01   4.9374993E-01   2.5422242E-02   5.8453469E+03   3.0057723E+03   3.9050224E+03   2.5710298E+05  -9.8590272E+04  -4.6136646E+04   2.2224548E+05
   16.2000   1.9679044E+01   9.2192175E+00  -4.5497314E+01  -1.4691832E-01   5.0717661E-01   4.3600878E-02   5.8717654E+03   2.7217014E+03   3.8427877E+03   2.5707213E+05  -9.8509908E+04  -4.6383096E+04   2.2219689E+05
   16.3000   1.9665730E+01   9.2705511E+00  -4.5492060E+01  -1.1932484E-01   5.1927459E-01   6.1398708E-02   5.8984839E+03   2.4391129E+03   3.7429881E+03   2.5701380E+05  -9.8433556E+04  -4.6631138E+04   2.2211684E+05
   16.4000   1.9655183E+01   9.3230285E+00  -4.5485053E+01  -9.1607381E-02   5.3005203E-01   7.8646705E-02   5.9244270E+03   2.1584555E+03   3.6089422E+03   2.5693075E+05  -9.8362356E+04  -4.6880502E+04   2.2200799E+05
   16.5000   1.9647413E+01   9.3765180E+00  -4.5476354E+01  -6.3773063E-02   5.3951845E-01   9.5194965E-02   5.9480336E+03   1.8798967E+03   3.4454095E+03   2.5682733E+05  -9.8297940E+04  -4.7131172E+04   2.2187421E+05
   16.6000   1.9642432E+01   9.4308889E+00  -4.5466041E+01  -3.5837334E-02   5.4768364E-01   1.1091881E-01   5.9673195E+03   1.6033681E+03   3.2583761E+03   2.5670913E+05  -9.8242371E+04  -4.7383343E+04   2.2172053E+05
   16.7000   1.9640248E+01   9.4860117E+00  -4.5454201E+01  -7.8257673E-03   5.5455656E-01   1.2572398E-01   5.9799806E+03   1.3286139E+03   3.0547439E+03   2.5658269E+05  -9.8198029E+04  -4.7637377E+04   2.2155283E+05
   16.8000   1.9640868E+01   9.5417575E+00  -4.5440929E+01   2.0222086E-02   5.6014469E-01   1.3954977E-01   5.9811065E+03   1.0552616E+03   2.8418535E+03   2.5645512E+05  -9.8167445E+04  -4.7893737E+04   2.2137744E+05
   16.9000   1.9644291E+01   9.5979981E+00  -4.5426325E+01   4.8228659E-02   5.6445359E-01   1.5237005E-01   5.9616940E+03   7.8286223E+02   2.6270392E+03   2.5633371E+05  -9.8153099E+04  -4.8152944E+04   2.2120082E+05
   17.0000   1.9650509E+01   9.6546058E+00  -4.5410488E+01   7.6091001E-02   5.6748660E-01   1.6419233E-01   5.9192531E+03   5.1094167E+02   2.4172606E+03   2.5622536E+05  -9.8157286E+04  -4.8415532E+04   2.2102918E+05
   17.1000   1.9659501E+01   9.7114531E+00  -4.5393518E+01   1.0369685E-01   5.6924498E-01   1.7505508E-01   5.8520291E+03   2.3909987E+02   2.2186917E+03   2.5613621E+05  -9.8182015E+04  -4.8681945E+04   2.2086811E+05
   17.2000   1.9671236E+01   9.7684124E+00  -4.5375507E+01   1.3092686E-01   5.6972844E-01   1.8502322E-01   5.7587764E+03  -3.2916078E+01   2.0364044E+03   2.5607141E+05  -9.8228871E+04  -4.8952466E+04   2.2072231E+05
   17.3000   1.9685669E+01   9.8253563E+00  -4.5356541E+01   1.5765722E-01   5.6893591E-01   1.9418258E-01   5.6388367E+03  -3.0518193E+02   1.8742251E+03   2.5603483E+05  -9.8298939E+04  -4.9227182E+04   2.2059542E+05
   17.4000   1.9702746E+01   9.8821571E+00  -4.5336694E+01   1.8376250E-01   5.6686645E-01   2.0263377E-01   5.4922046E+03  -5.7755625E+02   1.7346188E+03   2.5602886E+05  -9.8392727E+04  -4.9505941E+04   2.2048985E+05
   17.5000   1.9722397E+01   9.9386872E+00  -4.5316034E+01   2.0911888E-01   5.6352037E-01   2.1048550E-01   5.3195472E+03  -8.4965853E+02   1.6185539E+03   2.5605433E+05  -9.8510142E+04  -4.9788328E+04   2.2040670E+05
   17.6000   1.9744541E+01   9.9948189E+00  -4.5294613E+01   2.3360716E-01   5.5890030E-01   2.1784743E-01   5.1221856E+03  -1.1208621E+03   1.5254803E+03   2.5611051E+05  -9.8650490E+04  -5.0073656E+04   2.2034560E+05
   17.7000   1.9769086E+01   1.0050425E+01  -4.5272477E+01   2.5711583E-01   5.5301240E-01   2.2482340E-01   4.9020537E+03  -1.3902937E+03   1.4534871E+03   2.5619519E+05  -9.8812505E+04  -5.0360957E+04   2.2030490E+05
   17.8000   1.9795928E+01   1.0105380E+01  -4.5249658E+01   2.7954373E-01   5.4586750E-01   2.3150536E-01   4.6616302E+03  -1.6568480E+03   1.3994591E+03   2.5630474E+05  -9.8994392E+04  -5.0649001E+04   2.2028177E+05
   17.9000   1.9824956E+01   1.0159557E+01  -4.5226183E+01   3.0080245E-01   5.3748208E-01   2.3796826E-01   4.4038552E+03  -1.9192188E+03   1.3592840E+03   2.5643438E+05  -9.9193896E+04  -5.0936319E+04   2.2027232E+05
   18.0000   1.9856047E+01   1.0212835E+01  -4.5202070E+01   3.2081828E-01   5.2787910E-01   2.4426596E-01   4.1320389E+03  -2.1759587E+03   1.3281402E+03   2.5657841E+05  -9.9408370E+04  -5.1221265E+04   2.2027193E+05
   18.1000   1.9889076E+01   1.0265094E+01  -4.5177334E+01   3.3953367E-01   5.1708850E-01   2.5042861E-01   3.8497617E+03  -2.4255534E+03   1.3007784E+03   2.5673049E+05  -9.9634855E+04  -5.1502092E+04   2.2027542E+05
   18.2000   1.9923910E+01   1.0316215E+01  -4.5151989E+01   3.5690827E-01   5.0514735E-01   2.5646133E-01   3.5607293E+03  -2.6664838E+03   1.2718207E+03   2.5688395E+05  -9.9870212E+04  -5.1777016E+04   2.2027741E+05
   18.3000   1.9960412E+01   1.0366086E+01  -4.5126047E+01   3.7291899E-01   4.9209977E-01   2.6234426E-01   3.2685752E+03  -2.8972690E+03   1.2360343E+03   2.5703215E+05  -1.0011130E+05  -5.2044259E+04   2.2027249E+05
   18.4000   1.9998448E+01   1.0414600E+01  -4.5099526E+01   3.8755931E-01   4.7799665E-01   2.6803388E-01   2.9767315E+03  -3.1165121E+03   1.1886075E+03   2.5716875E+05  -1.0035510E+05  -5.2302105E+04   2.2025558E+05
   18.5000   2.0037879E+01   1.0461652E+01  -4.5072449E+01   4.0083823E-01   4.6289510E-01   2.7346563E-01   2.6883488E+03  -3.3229691E+03   1.1254113E+03   2.5728804E+05  -1.0059880E+05  -5.2548972E+04   2.2022213E+05
   18.6000   2.0078571E+01   1.0507148E+01  -4.5044845E+01   4.1277859E-01   4.4685760E-01   2.7855756E-01   2.4061827E+03  -3.5155918E+03   1.0431921E+03   2.5738516E+05  -1.0083988E+05  -5.2783460E+04   2.2016832E+05
   18.7000   2.0120391E+01   1.0550995E+01  -4.5016752E+01   4.2341508E-01   4.2995103E-01   2.8321482E-01   2.1325047E+03  -3.6935657E+03   9.3971419E+02   2.5745631E+05  -1.0107624E+05  -5.3004398E+04   2.2009129E+05
   18.8000   2.0163212E+01   1.0593111E+01  -4.4988219E+01   4.3279175E-01   4.1224546E-01   2.8733463E-01   1.8690357E+03  -3.8563394E+03   8.1384187E+02   2.5749891E+05  -1.0130625E+05  -5.3210880E+04   2.1998917E+05
   18.9000   2.0206910E+01   1.0633420E+01  -4.4959306E+01   4.4095939E-01   3.9381294E-01   2.9081154E-01   1.6169232E+03  -4.0036323E+03   6.6557083E+02   2.5751166E+05  -1.0152878E+05  -5.3402277E+04   2.1986121E+05
   19.0000   2.0251366E+01   1.0671852E+01  -4.4930082E+01   4.4797284E-01   3.7472618E-01   2.9354269E-01   1.3767557E+03  -4.1354322E+03   4.9600660E+02   2.5749459E+05  -1.0174323E+05  -5.3578242E+04   2.1970776E+05
   19.1000   2.0296468E+01   1.0708346E+01  -4.4900626E+01   4.5388841E-01   3.5505734E-01   2.9543286E-01   1.1485795E+03  -4.2519903E+03   3.0727524E+02   2.5744899E+05  -1.0194949E+05  -5.3738712E+04   2.1953028E+05
   19.2000   2.0342109E+01   1.0742847E+01  -4.4871026E+01   4.5876151E-01   3.3487679E-01   2.9639891E-01   9.3197292E+02  -4.3538080E+03   1.0238301E+02   2.5737732E+05  -1.0214788E+05  -5.3883895E+04   2.1933116E+05
   19.3000   2.0388187E+01   1.0775306E+01  -4.4841379E+01   4.6264460E-01   3.1425201E-01   2.9637356E-01   7.2611130E+02  -4.4416213E+03  -1.1493028E+02   2.5728307E+05  -1.0233912E+05  -5.4014261E+04   2.1911370E+05
   19.4000   2.0434606E+01   1.0805684E+01  -4.4811786E+01   4.6558542E-01   2.9324653E-01   2.9530854E-01   5.2980931E+02  -4.5163738E+03  -3.4034665E+02   2.5717051E+05  -1.0252430E+05  -5.4130515E+04   2.1888192E+05
   19.5000   2.0481274E+01   1.0833945E+01  -4.4782353E+01   4.6762544E-01   2.7191910E-01   2.9317660E-01   3.4160884E+02  -4.5791382E+03  -5.6924680E+02   2.5704457E+05  -1.0270475E+05  -5.4233521E+04   2.1864034E+05
   19.6000   2.0528102E+01   1.0860059E+01  -4.4753186E+01   4.6879886E-01   2.5032327E-01   2.8997246E-01   1.5986674E+02  -4.6310623E+03  -7.9691714E+02   2.5691050E+05  -1.0288202E+05  -5.4324246E+04   2.1839379E+05
   19.7000   2.0575006E+01   1.0884002E+01  -4.4724393E+01   4.6913196E-01   2.2850709E-01   2.8571276E-01  -1.7123093E+01  -4.6733260E+03  -1.0187522E+03   2.5677371E+05  -1.0305774E+05  -5.4403719E+04   2.1814718E+05
   19.8000   2.0621902E+01   1.0905755E+01  -4.4696078E+01   4.6864309E-01   2.0651311E-01   2.8043511E-01  -1.9102775E+02  -4.7070924E+03  -1.2304509E+03   2.5663948E+05  -1.0323351E+05  -5.4472973E+04   2.1790529E+05
   19.9000   2.0668708E+01   1.0925300E+01  -4.4668338E+01   4.6734298E-01   1.8437859E-01   2.7419622E-01  -3.6341207E+02  -4.7334506E+03  -1.4281863E+03   2.5651273E+05  -1.0341084E+05  -5.4532995E+04   2.1767257E+05
   20.0000   2.0715343E+01   1.0942627E+01  -4.4641268E+01   4.6523545E-01   1.6213593E-01   2.6706935E-01  -5.3565222E+02  -4.7533744E+03  -1.6087436E+03   2.5639786E+05  -1.0359108E+05  -5.4584674E+04   2.1745301E+05
   20.1000   2.0761728E+01   1.0957725E+01  -4.4614951E+01   4.6231844E-01   1.3981330E-01   2.5914121E-01  -7.0886848E+02  -4.7676854E+03  -1.7696203E+03   2.5629852E+05  -1.0377534E+05  -5.4628766E+04   2.1724994E+05
   20.2000   2.0807780E+01   1.0970588E+01  -4.4589463E+01   4.5858534E-01   1.1743544E-01   2.5050844E-01  -8.8386966E+02  -4.7770202E+03  -1.9090893E+03   2.5621754E+05  -1.0396438E+05  -5.4665854E+04   2.1706596E+05
   20.3000   2.0853417E+01   1.0981211E+01  -4.4564869E+01   4.5402657E-01   9.5024583E-02   2.4127388E-01  -1.0611118E+03  -4.7818192E+03  -2.0262300E+03   2.5615680E+05  -1.0415866E+05  -5.4696340E+04   2.1690285E+05
   20.4000   2.0898557E+01   1.0989592E+01  -4.4541225E+01   4.4863127E-01   7.2601347E-02   2.3154283E-01  -1.2406842E+03  -4.7823254E+03  -2.1209196E+03   2.5611719E+05  -1.0435824E+05  -5.4720435E+04   2.1676157E+05
