
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 30-Jan-2025 at 10:50:24.

 
 
 
      Time         BODY1PX         BODY1PY         BODY1PZ         BODY1VX         BODY1VY         BODY1VZ         BODY1FX         BODY1FY         BODY1FZ        ANCHTEN1          CON1FX          CON1FY          CON1FZ
  105.7000   2.0864241E+01   9.9063154E+00  -4.4814439E+01  -3.3031599E-02  -1.6604590E-02  -1.8981156E-02   3.0824347E+01   5.3813922E+02   1.3697480E+02   2.5650178E+05  -1.0417548E+05  -4.9474063E+04   2.1846471E+05
  105.8000   2.0860947E+01   9.9047815E+00  -4.4816304E+01  -3.2849263E-02  -1.4067761E-02  -1.8319510E-02   4.6930442E+01   5.4376828E+02   1.4518640E+02   2.5650127E+05  -1.0415916E+05  -4.9466495E+04   2.1847320E+05
  105.9000   2.0857674E+01   9.9035026E+00  -4.4818102E+01  -3.2591761E-02  -1.1507378E-02  -1.7620351E-02   6.2879636E+01   5.4818475E+02   1.5297618E+02   2.5650065E+05  -1.0414290E+05  -4.9460148E+04   2.1848129E+05
  106.0000   2.0854431E+01   9.9024806E+00  -4.4819827E+01  -3.2259932E-02  -8.9291491E-03  -1.6885651E-02   7.8628103E+01   5.5137897E+02   1.6034818E+02   2.5649995E+05  -1.0412675E+05  -4.9455039E+04   2.1848896E+05
  106.1000   2.0851224E+01   9.9017172E+00  -4.4821478E+01  -3.1854820E-02  -6.3388248E-03  -1.6117352E-02   9.4131642E+01   5.5334326E+02   1.6730914E+02   2.5649919E+05  -1.0411077E+05  -4.9451178E+04   2.1849622E+05
  106.2000   2.0848062E+01   9.9012131E+00  -4.4823050E+01  -3.1377677E-02  -3.7421838E-03  -1.5317362E-02   1.0934678E+02   5.5407285E+02   1.7386784E+02   2.5649839E+05  -1.0409498E+05  -4.9448576E+04   2.1850308E+05
  106.3000   2.0844951E+01   9.9009687E+00  -4.4824540E+01  -3.0829954E-02  -1.1450208E-03  -1.4487546E-02   1.2423106E+02   5.5356585E+02   1.8003383E+02   2.5649759E+05  -1.0407945E+05  -4.9447238E+04   2.1850954E+05
  106.4000   2.0841898E+01   9.9009839E+00  -4.4825946E+01  -3.0213299E-02   1.4468592E-03  -1.3629721E-02   1.3874389E+02   5.5181404E+02   1.8581633E+02   2.5649681E+05  -1.0406421E+05  -4.9447169E+04   2.1851561E+05
  106.5000   2.0838911E+01   9.9012577E+00  -4.4827265E+01  -2.9529543E-02   4.0275237E-03  -1.2745668E-02   1.5284731E+02   5.4877891E+02   1.9122298E+02   2.5649606E+05  -1.0404930E+05  -4.9448368E+04   2.1852131E+05
  106.6000   2.0835995E+01   9.9017888E+00  -4.4828494E+01  -2.8780691E-02   6.5909508E-03  -1.1837135E-02   1.6650570E+02   5.4446293E+02   1.9625882E+02   2.5649538E+05  -1.0403476E+05  -4.9450832E+04   2.1852662E+05
  106.7000   2.0833157E+01   9.9025752E+00  -4.4829632E+01  -2.7968907E-02   9.1311617E-03  -1.0905856E-02   1.7968637E+02   5.3887810E+02   2.0092568E+02   2.5649477E+05  -1.0402063E+05  -4.9454555E+04   2.1853155E+05
  106.8000   2.0830403E+01   9.9036141E+00  -4.4830675E+01  -2.7096501E-02   1.1642242E-02  -9.9535644E-03   1.9235976E+02   5.3203978E+02   2.0522110E+02   2.5649425E+05  -1.0400694E+05  -4.9459526E+04   2.1853611E+05
  106.9000   2.0827739E+01   9.9049024E+00  -4.4831622E+01  -2.6165915E-02   1.4118357E-02  -8.9820162E-03   2.0449937E+02   5.2396694E+02   2.0913838E+02   2.5649381E+05  -1.0399372E+05  -4.9465732E+04   2.1854027E+05
  107.0000   2.0825172E+01   9.9064364E+00  -4.4832471E+01  -2.5179708E-02   1.6553771E-02  -7.9930078E-03   2.1608221E+02   5.1468273E+02   2.1266672E+02   2.5649344E+05  -1.0398100E+05  -4.9473154E+04   2.1854402E+05
  107.1000   2.0822705E+01   9.9082117E+00  -4.4833220E+01  -2.4140537E-02   1.8942868E-02  -6.9883963E-03   2.2708825E+02   5.0421442E+02   2.1579128E+02   2.5649315E+05  -1.0396880E+05  -4.9481772E+04   2.1854736E+05
  107.2000   2.0820345E+01   9.9102233E+00  -4.4833868E+01  -2.3051149E-02   2.1280166E-02  -5.9701164E-03   2.3750072E+02   4.9259299E+02   2.1849383E+02   2.5649292E+05  -1.0395714E+05  -4.9491560E+04   2.1855025E+05
  107.3000   2.0818096E+01   9.9124658E+00  -4.4834414E+01  -2.1914358E-02   2.3560338E-02  -4.9401948E-03   2.4730589E+02   4.7985308E+02   2.2075343E+02   2.5649273E+05  -1.0394605E+05  -4.9502489E+04   2.1855269E+05
  107.4000   2.0815964E+01   9.9149333E+00  -4.4834856E+01  -2.0733041E-02   2.5778229E-02  -3.9007614E-03   2.5649262E+02   4.6603316E+02   2.2254732E+02   2.5649255E+05  -1.0393553E+05  -4.9514527E+04   2.1855463E+05
  107.5000   2.0813951E+01   9.9176192E+00  -4.4835193E+01  -1.9510116E-02   2.7928873E-02  -2.8540542E-03   2.6505246E+02   4.5117527E+02   2.2385218E+02   2.5649236E+05  -1.0392560E+05  -4.9527636E+04   2.1855607E+05
  107.6000   2.0812063E+01   9.9205166E+00  -4.4835426E+01  -1.8248540E-02   3.0007506E-02  -1.8024208E-03   2.7297899E+02   4.3532389E+02   2.2464489E+02   2.5649214E+05  -1.0391627E+05  -4.9541780E+04   2.1855698E+05
  107.7000   2.0810303E+01   9.9236182E+00  -4.4835554E+01  -1.6951293E-02   3.2009579E-02  -7.4831403E-04   2.8026744E+02   4.1852584E+02   2.2490376E+02   2.5649186E+05  -1.0390755E+05  -4.9556916E+04   2.1855733E+05
  107.8000   2.0808674E+01   9.9269159E+00  -4.4835576E+01  -1.5621376E-02   3.3930768E-02   3.0571621E-04   2.8691402E+02   4.0083034E+02   2.2460778E+02   2.5649150E+05  -1.0389944E+05  -4.9573000E+04   2.1855710E+05
  107.9000   2.0807179E+01   9.9304015E+00  -4.4835493E+01  -1.4261808E-02   3.5766983E-02   1.3569678E-03   2.9291468E+02   3.8228807E+02   2.2371057E+02   2.5649104E+05  -1.0389196E+05  -4.9589989E+04   2.1855628E+05
  108.0000   2.0805822E+01   9.9340663E+00  -4.4835305E+01  -1.2875628E-02   3.7514374E-02   2.4025581E-03   2.9826511E+02   3.6294991E+02   2.2219186E+02   2.5649046E+05  -1.0388511E+05  -4.9607835E+04   2.1855487E+05
  108.1000   2.0804605E+01   9.9379013E+00  -4.4835013E+01  -1.1465895E-02   3.9169328E-02   3.4395633E-03   3.0296022E+02   3.4286694E+02   2.2004863E+02   2.5648975E+05  -1.0387890E+05  -4.9626493E+04   2.1855285E+05
  108.2000   2.0803530E+01   9.9418970E+00  -4.4834617E+01  -1.0035698E-02   4.0728474E-02   4.4650631E-03   3.0699335E+02   3.2209059E+02   2.1728551E+02   2.5648892E+05  -1.0387334E+05  -4.9645916E+04   2.1855023E+05
  108.3000   2.0802598E+01   9.9460437E+00  -4.4834120E+01  -8.5881568E-03   4.2188682E-02   5.4761763E-03   3.1035682E+02   3.0067254E+02   2.1391448E+02   2.5648796E+05  -1.0386845E+05  -4.9666058E+04   2.1854702E+05
  108.4000   2.0801813E+01   9.9503313E+00  -4.4833523E+01  -7.1264330E-03   4.3547064E-02   6.4700941E-03   3.1304163E+02   2.7866433E+02   2.0995436E+02   2.5648689E+05  -1.0386424E+05  -4.9686870E+04   2.1854323E+05
  108.5000   2.0801174E+01   9.9547496E+00  -4.4832827E+01  -5.6537307E-03   4.4800974E-02   7.4441119E-03   3.1503817E+02   2.5611744E+02   2.0543075E+02   2.5648574E+05  -1.0386071E+05  -4.9708307E+04   2.1853890E+05
  108.6000   2.0800682E+01   9.9592880E+00  -4.4832035E+01  -4.1733001E-03   4.5948007E-02   8.3956592E-03   3.1633655E+02   2.3308381E+02   2.0037500E+02   2.5648451E+05  -1.0385789E+05  -4.9730319E+04   2.1853406E+05
  108.7000   2.0800339E+01   9.9639356E+00  -4.4831148E+01  -2.6884378E-03   4.6986003E-02   9.3223240E-03   3.1692696E+02   2.0961571E+02   1.9482330E+02   2.5648324E+05  -1.0385578E+05  -4.9752858E+04   2.1852872E+05
  108.8000   2.0800145E+01   9.9686815E+00  -4.4830171E+01  -1.2024843E-03   4.7913050E-02   1.0221873E-02   3.1680064E+02   1.8576550E+02   1.8881551E+02   2.5648197E+05  -1.0385441E+05  -4.9775874E+04   2.1852295E+05
  108.9000   2.0800098E+01   9.9735145E+00  -4.4829105E+01   2.8118125E-04   4.8727476E-02   1.1092266E-02   3.1594941E+02   1.6158559E+02   1.8239355E+02   2.5648071E+05  -1.0385377E+05  -4.9799319E+04   2.1851676E+05
  109.0000   2.0800201E+01   9.9784232E+00  -4.4827954E+01   1.7591134E-03   4.9427862E-02   1.1931662E-02   3.1435032E+02   1.3712924E+02   1.7560014E+02   2.5647951E+05  -1.0385388E+05  -4.9823141E+04   2.1851021E+05
  109.1000   2.0800450E+01   9.9833962E+00  -4.4826720E+01   3.2277685E-03   5.0013037E-02   1.2738416E-02   3.1199191E+02   1.1245037E+02   1.6847711E+02   2.5647839E+05  -1.0385475E+05  -4.9847288E+04   2.1850334E+05
  109.2000   2.0800846E+01   9.9884219E+00  -4.4825407E+01   4.6835853E-03   5.0482085E-02   1.3511078E-02   3.0887444E+02   8.7602857E+01   1.6106408E+02   2.5647738E+05  -1.0385638E+05  -4.9871708E+04   2.1849617E+05
  109.3000   2.0801386E+01   9.9934887E+00  -4.4824019E+01   6.1230132E-03   5.0834341E-02   1.4248374E-02   3.0500202E+02   6.2640945E+01   1.5339720E+02   2.5647650E+05  -1.0385876E+05  -4.9896348E+04   2.1848875E+05
  109.4000   2.0802070E+01   9.9985849E+00  -4.4822559E+01   7.5425289E-03   5.1069399E-02   1.4949190E-02   3.0038227E+02   3.7619911E+01   1.4550822E+02   2.5647576E+05  -1.0386190E+05  -4.9921155E+04   2.1848111E+05
  109.5000   2.0802894E+01   1.0003699E+01  -4.4821030E+01   8.9386540E-03   5.1187112E-02   1.5612550E-02   2.9502686E+02   1.2596068E+01   1.3742400E+02   2.5647518E+05  -1.0386579E+05  -4.9946071E+04   2.1847327E+05
  109.6000   2.0803856E+01   1.0008818E+01  -4.4819437E+01   1.0307975E-02   5.1187601E-02   1.6237592E-02   2.8895183E+02  -1.2373622E+01   1.2916611E+02   2.5647475E+05  -1.0387042E+05  -4.9971040E+04   2.1846525E+05
  109.7000   2.0804954E+01   1.0013932E+01  -4.4817784E+01   1.1647164E-02   5.1071254E-02   1.6823540E-02   2.8217719E+02  -3.7231574E+01   1.2075068E+02   2.5647448E+05  -1.0387577E+05  -4.9996004E+04   2.1845706E+05
  109.8000   2.0806185E+01   1.0019029E+01  -4.4816074E+01   1.2952995E-02   5.0838733E-02   1.7369685E-02   2.7472741E+02  -6.1919253E+01   1.1218893E+02   2.5647434E+05  -1.0388182E+05  -5.0020905E+04   2.1844872E+05
  109.9000   2.0807544E+01   1.0024096E+01  -4.4814311E+01   1.4222368E-02   5.0490973E-02   1.7875357E-02   2.6663070E+02  -8.6377630E+01   1.0348748E+02   2.5647432E+05  -1.0388854E+05  -5.0045680E+04   2.1844023E+05
  110.0000   2.0809028E+01   1.0029123E+01  -4.4812500E+01   1.5452323E-02   5.0029189E-02   1.8339909E-02   2.5791873E+02  -1.1054784E+02   9.4648973E+01   2.5647441E+05  -1.0389591E+05  -5.0070271E+04   2.1843159E+05
  110.1000   2.0810633E+01   1.0034098E+01  -4.4810645E+01   1.6640056E-02   4.9454868E-02   1.8762699E-02   2.4862628E+02  -1.3437156E+02   8.5673134E+01   2.5647456E+05  -1.0390390E+05  -5.0094617E+04   2.1842279E+05
  110.2000   2.0812354E+01   1.0039011E+01  -4.4808749E+01   1.7782930E-02   4.8769771E-02   1.9143078E-02   2.3879012E+02  -1.5779099E+02   7.6557657E+01   2.5647476E+05  -1.0391248E+05  -5.0118657E+04   2.1841384E+05
  110.3000   2.0814188E+01   1.0043849E+01  -4.4806818E+01   1.8878485E-02   4.7975927E-02   1.9480384E-02   2.2844880E+02  -1.8074939E+02   6.7299580E+01   2.5647497E+05  -1.0392160E+05  -5.0142333E+04   2.1840474E+05
  110.4000   2.0816129E+01   1.0048602E+01  -4.4804854E+01   1.9924447E-02   4.7075626E-02   1.9773943E-02   2.1764177E+02  -2.0319221E+02   5.7896220E+01   2.5647516E+05  -1.0393124E+05  -5.0165585E+04   2.1839547E+05
  110.5000   2.0818171E+01   1.0053260E+01  -4.4802864E+01   2.0918722E-02   4.6071409E-02   2.0023069E-02   2.0640834E+02  -2.2506721E+02   4.8346251E+01   2.5647530E+05  -1.0394136E+05  -5.0188360E+04   2.1838603E+05
  110.6000   2.0820310E+01   1.0057813E+01  -4.4800851E+01   2.1859405E-02   4.4966057E-02   2.0227076E-02   1.9478734E+02  -2.4632409E+02   3.8651110E+01   2.5647537E+05  -1.0395192E+05  -5.0210602E+04   2.1837643E+05
  110.7000   2.0822541E+01   1.0062250E+01  -4.4798820E+01   2.2744765E-02   4.3762582E-02   2.0385295E-02   1.8281620E+02  -2.6691480E+02   2.8815774E+01   2.5647535E+05  -1.0396289E+05  -5.0232259E+04   2.1836667E+05
  110.8000   2.0824858E+01   1.0066562E+01  -4.4796776E+01   2.3573246E-02   4.2464214E-02   2.0497088E-02   1.7053101E+02  -2.8679419E+02   1.8849719E+01   2.5647521E+05  -1.0397423E+05  -5.0253283E+04   2.1835675E+05
  110.9000   2.0827254E+01   1.0070740E+01  -4.4794722E+01   2.4343457E-02   4.1074388E-02   2.0561874E-02   1.5796611E+02  -3.0592006E+02   8.7675144E+00   2.5647496E+05  -1.0398591E+05  -5.0273625E+04   2.1834670E+05
  111.0000   2.0829724E+01   1.0074774E+01  -4.4792665E+01   2.5054162E-02   3.9596732E-02   2.0579154E-02   1.4515374E+02  -3.2425297E+02  -1.4108760E+00   2.5647458E+05  -1.0399791E+05  -5.0293243E+04   2.1833653E+05
  111.1000   2.0832263E+01   1.0078657E+01  -4.4790608E+01   2.5704275E-02   3.8035050E-02   2.0548534E-02   1.3212431E+02  -3.4175637E+02  -1.1659793E+01   2.5647408E+05  -1.0401019E+05  -5.0312094E+04   2.1832627E+05
  111.2000   2.0834863E+01   1.0082379E+01  -4.4788557E+01   2.6292843E-02   3.6393310E-02   2.0469754E-02   1.1890603E+02  -3.5839715E+02  -2.1948424E+01   2.5647347E+05  -1.0402273E+05  -5.0330140E+04   2.1831594E+05
  111.3000   2.0837519E+01   1.0085933E+01  -4.4786516E+01   2.6819044E-02   3.4675628E-02   2.0342709E-02   1.0552515E+02  -3.7414550E+02  -3.2241136E+01   2.5647277E+05  -1.0403550E+05  -5.0347348E+04   2.1830559E+05
  111.4000   2.0840225E+01   1.0089311E+01  -4.4784490E+01   2.7282174E-02   3.2886252E-02   2.0167473E-02   9.2006189E+01  -3.8897462E+02  -4.2498104E+01   2.5647199E+05  -1.0404848E+05  -5.0363683E+04   2.1829525E+05
  111.5000   2.0842973E+01   1.0092508E+01  -4.4782484E+01   2.7681638E-02   3.1029549E-02   1.9944312E-02   7.8371936E+01  -4.0286062E+02  -5.2676375E+01   2.5647116E+05  -1.0406165E+05  -5.0379118E+04   2.1828497E+05
  111.6000   2.0845759E+01   1.0095515E+01  -4.4780503E+01   2.8016949E-02   2.9109992E-02   1.9673702E-02   6.4644218E+01  -4.1578291E+02  -6.2730849E+01   2.5647030E+05  -1.0407498E+05  -5.0393626E+04   2.1827479E+05
  111.7000   2.0848575E+01   1.0098328E+01  -4.4778551E+01   2.8287716E-02   2.7132140E-02   1.9356328E-02   5.0843833E+01  -4.2772388E+02  -7.2615662E+01   2.5646946E+05  -1.0408847E+05  -5.0407185E+04   2.1826476E+05
  111.8000   2.0851414E+01   1.0100940E+01  -4.4776633E+01   2.8493647E-02   2.5100632E-02   1.8993095E-02   3.6990986E+01  -4.3866787E+02  -8.2285258E+01   2.5646866E+05  -1.0410208E+05  -5.0419774E+04   2.1825493E+05
  111.9000   2.0854271E+01   1.0103346E+01  -4.4774754E+01   2.8634543E-02   2.3020176E-02   1.8585116E-02   2.3106151E+01  -4.4860085E+02  -9.1695410E+01   2.5646792E+05  -1.0411580E+05  -5.0431374E+04   2.1824535E+05
  112.0000   2.0857139E+01   1.0105543E+01  -4.4772917E+01   2.8710304E-02   2.0895542E-02   1.8133705E-02   9.2102828E+00  -4.5751071E+02  -1.0080464E+02   2.5646729E+05  -1.0412961E+05  -5.0441967E+04   2.1823604E+05
  112.1000   2.0860011E+01   1.0107524E+01  -4.4771128E+01   2.8720929E-02   1.8731552E-02   1.7640365E-02  -4.6742518E+00  -4.6538689E+02  -1.0957501E+02   2.5646677E+05  -1.0414348E+05  -5.0451538E+04   2.1822707E+05
  112.2000   2.0862881E+01   1.0109288E+01  -4.4769391E+01   2.8666527E-02   1.6533076E-02   1.7106763E-02  -1.8523589E+01  -4.7221979E+02  -1.1797303E+02   2.5646639E+05  -1.0415739E+05  -5.0460073E+04   2.1821845E+05
  112.3000   2.0865742E+01   1.0110830E+01  -4.4767708E+01   2.8547321E-02   1.4305025E-02   1.6534716E-02  -3.2312108E+01  -4.7800077E+02  -1.2597045E+02   2.5646617E+05  -1.0417132E+05  -5.0467558E+04   2.1821023E+05
  112.4000   2.0868588E+01   1.0112148E+01  -4.4766085E+01   2.8363663E-02   1.2052349E-02   1.5926155E-02  -4.6011969E+01  -4.8272246E+02  -1.3354465E+02   2.5646611E+05  -1.0418523E+05  -5.0473981E+04   2.1820242E+05
  112.5000   2.0871413E+01   1.0113240E+01  -4.4764524E+01   2.8116035E-02   9.7800309E-03   1.5283107E-02  -5.9593584E+01  -4.8637876E+02  -1.4067913E+02   2.5646622E+05  -1.0419911E+05  -5.0479332E+04   2.1819505E+05
  112.6000   2.0874210E+01   1.0114103E+01  -4.4763029E+01   2.7805067E-02   7.4930772E-03   1.4607661E-02  -7.3025419E+01  -4.8896447E+02  -1.4736331E+02   2.5646648E+05  -1.0421290E+05  -5.0483601E+04   2.1818812E+05
  112.7000   2.0876972E+01   1.0114738E+01  -4.4761604E+01   2.7431536E-02   5.1965180E-03   1.3901941E-02  -8.6274242E+01  -4.9047555E+02  -1.5359233E+02   2.5646690E+05  -1.0422659E+05  -5.0486781E+04   2.1818165E+05
  112.8000   2.0879694E+01   1.0115143E+01  -4.4760250E+01   2.6996382E-02   2.8953982E-03   1.3168082E-02  -9.9305716E+01  -4.9090963E+02  -1.5936678E+02   2.5646745E+05  -1.0424012E+05  -5.0488865E+04   2.1817563E+05
  112.9000   2.0882369E+01   1.0115317E+01  -4.4758971E+01   2.6500706E-02   5.9476954E-04   1.2408204E-02  -1.1208445E+02  -4.9026599E+02  -1.6469191E+02   2.5646812E+05  -1.0425348E+05  -5.0489849E+04   2.1817006E+05
  113.0000   2.0884992E+01   1.0115262E+01  -4.4757769E+01   2.5945777E-02  -1.7003014E-03   1.1624395E-02  -1.2457499E+02  -4.8853299E+02  -1.6957679E+02   2.5646888E+05  -1.0426661E+05  -5.0489729E+04   2.1816494E+05
  113.1000   2.0887556E+01   1.0114977E+01  -4.4756647E+01   2.5333028E-02  -3.9846285E-03   1.0818693E-02  -1.3674200E+02  -4.8568254E+02  -1.7403292E+02   2.5646971E+05  -1.0427948E+05  -5.0488505E+04   2.1816026E+05
  113.2000   2.0890057E+01   1.0114465E+01  -4.4755606E+01   2.4664059E-02  -6.2529776E-03   9.9930770E-03  -1.4855043E+02  -4.8171855E+02  -1.7807331E+02   2.5647058E+05  -1.0429206E+05  -5.0486178E+04   2.1815600E+05
  113.3000   2.0892487E+01   1.0113727E+01  -4.4754649E+01   2.3940631E-02  -8.5001458E-03   9.1494653E-03  -1.5996643E+02  -4.7664918E+02  -1.8171138E+02   2.5647146E+05  -1.0430431E+05  -5.0482751E+04   2.1815215E+05
  113.4000   2.0894843E+01   1.0112766E+01  -4.4753777E+01   2.3164662E-02  -1.0720974E-02   8.2897147E-03  -1.7095745E+02  -4.7048500E+02  -1.8495949E+02   2.5647234E+05  -1.0431618E+05  -5.0478231E+04   2.1814870E+05
  113.5000   2.0897119E+01   1.0111584E+01  -4.4752991E+01   2.2338215E-02  -1.2910359E-02   7.4156274E-03  -1.8149298E+02  -4.6323939E+02  -1.8782843E+02   2.5647319E+05  -1.0432766E+05  -5.0472627E+04   2.1814564E+05
  113.6000   2.0899309E+01   1.0110185E+01  -4.4752294E+01   2.1463493E-02  -1.5063270E-02   6.5289607E-03  -1.9154489E+02  -4.5492922E+02  -1.9032654E+02   2.5647399E+05  -1.0433870E+05  -5.0465950E+04   2.1814296E+05
  113.7000   2.0901410E+01   1.0108573E+01  -4.4751686E+01   2.0542826E-02  -1.7174759E-02   5.6314396E-03  -2.0108766E+02  -4.4557494E+02  -1.9245913E+02   2.5647473E+05  -1.0434928E+05  -5.0458217E+04   2.1814067E+05
  113.8000   2.0903416E+01   1.0106752E+01  -4.4751168E+01   1.9578654E-02  -1.9239988E-02   4.7247718E-03  -2.1009907E+02  -4.3520038E+02  -1.9422818E+02   2.5647540E+05  -1.0435937E+05  -5.0449446E+04   2.1813875E+05
  113.9000   2.0905324E+01   1.0104727E+01  -4.4750741E+01   1.8573513E-02  -2.1254235E-02   3.8106643E-03  -2.1856002E+02  -4.2383294E+02  -1.9563200E+02   2.5647600E+05  -1.0436895E+05  -5.0439660E+04   2.1813721E+05
  114.0000   2.0907130E+01   1.0102503E+01  -4.4750406E+01   1.7530024E-02  -2.3212916E-02   2.8908403E-03  -2.2645487E+02  -4.1150383E+02  -1.9666550E+02   2.5647653E+05  -1.0437800E+05  -5.0428884E+04   2.1813606E+05
  114.1000   2.0908829E+01   1.0100086E+01  -4.4750163E+01   1.6450869E-02  -2.5111603E-02   1.9670541E-03  -2.3377160E+02  -3.9824787E+02  -1.9732045E+02   2.5647700E+05  -1.0438651E+05  -5.0417150E+04   2.1813531E+05
  114.2000   2.0910419E+01   1.0097483E+01  -4.4750013E+01   1.5338782E-02  -2.6946037E-02   1.0411059E-03  -2.4050132E+02  -3.8410276E+02  -1.9758570E+02   2.5647743E+05  -1.0439446E+05  -5.0404490E+04   2.1813496E+05
  114.3000   2.0911896E+01   1.0094699E+01  -4.4749955E+01   1.4196530E-02  -2.8712144E-02   1.1485311E-04  -2.4663828E+02  -3.6910898E+02  -1.9744799E+02   2.5647782E+05  -1.0440184E+05  -5.0390939E+04   2.1813503E+05
  114.4000   2.0913257E+01   1.0091743E+01  -4.4749990E+01   1.3026900E-02  -3.0406044E-02  -8.0976290E-04  -2.5217893E+02  -3.5330984E+02  -1.9687959E+02   2.5647820E+05  -1.0440864E+05  -5.0376536E+04   2.1813554E+05
  114.5000   2.0914500E+01   1.0088620E+01  -4.4750117E+01   1.1832694E-02  -3.2024066E-02  -1.7306284E-03  -2.5712124E+02  -3.3675050E+02  -1.9584571E+02   2.5647858E+05  -1.0441487E+05  -5.0361321E+04   2.1813649E+05
  114.6000   2.0915623E+01   1.0085340E+01  -4.4750336E+01   1.0616719E-02  -3.3562756E-02  -2.6455293E-03  -2.6146476E+02  -3.1947722E+02  -1.9433330E+02   2.5647900E+05  -1.0442051E+05  -5.0345337E+04   2.1813791E+05
  114.7000   2.0916623E+01   1.0081911E+01  -4.4750646E+01   9.3817826E-03  -3.5018875E-02  -3.5521962E-03  -2.6520938E+02  -3.0153708E+02  -1.9233201E+02   2.5647945E+05  -1.0442556E+05  -5.0328626E+04   2.1813980E+05
  114.8000   2.0917499E+01   1.0078340E+01  -4.4751046E+01   8.1306927E-03  -3.6389408E-02  -4.4483200E-03  -2.6835526E+02  -2.8297815E+02  -1.8983523E+02   2.5647996E+05  -1.0443003E+05  -5.0311232E+04   2.1814217E+05
  114.9000   2.0918249E+01   1.0074636E+01  -4.4751535E+01   6.8662559E-03  -3.7671570E-02  -5.3315694E-03  -2.7090259E+02  -2.6384921E+02  -1.8684022E+02   2.5648054E+05  -1.0443389E+05  -5.0293200E+04   2.1814503E+05
  115.0000   2.0918872E+01   1.0070808E+01  -4.4752111E+01   5.5912792E-03  -3.8862801E-02  -6.1996110E-03  -2.7285117E+02  -2.4419928E+02  -1.8334891E+02   2.5648120E+05  -1.0443717E+05  -5.0274575E+04   2.1814837E+05
  115.1000   2.0919367E+01   1.0066866E+01  -4.4752774E+01   4.3085703E-03  -3.9960775E-02  -7.0501319E-03  -2.7420072E+02  -2.2407748E+02  -1.7936817E+02   2.5648194E+05  -1.0443984E+05  -5.0255403E+04   2.1815218E+05
  115.2000   2.0919733E+01   1.0062819E+01  -4.4753521E+01   3.0209397E-03  -4.0963394E-02  -7.8808633E-03  -2.7495042E+02  -2.0353333E+02  -1.7490992E+02   2.5648276E+05  -1.0444190E+05  -5.0235732E+04   2.1815647E+05
  115.3000   2.0919971E+01   1.0058677E+01  -4.4754350E+01   1.7312020E-03  -4.1868796E-02  -8.6896042E-03  -2.7509936E+02  -1.8261641E+02  -1.6999122E+02   2.5648364E+05  -1.0444336E+05  -5.0215606E+04   2.1816120E+05
  115.4000   2.0920079E+01   1.0054449E+01  -4.4755258E+01   4.4217629E-04  -4.2675347E-02  -9.4742452E-03  -2.7464655E+02  -1.6137596E+02  -1.6463384E+02   2.5648459E+05  -1.0444420E+05  -5.0195073E+04   2.1816637E+05
  115.5000   2.0920059E+01   1.0050145E+01  -4.4756244E+01  -8.4330888E-04  -4.3381645E-02  -1.0232788E-02  -2.7358650E+02  -1.3986081E+02  -1.5886359E+02   2.5648558E+05  -1.0444443E+05  -5.0174180E+04   2.1817195E+05
  115.6000   2.0919911E+01   1.0045776E+01  -4.4757304E+01  -2.1223673E-03  -4.3986518E-02  -1.0963366E-02  -2.7190426E+02  -1.1811992E+02  -1.5270979E+02   2.5648661E+05  -1.0444404E+05  -5.0152974E+04   2.1817790E+05
  115.7000   2.0919635E+01   1.0041351E+01  -4.4758435E+01  -3.3920771E-03  -4.4489020E-02  -1.1664252E-02  -2.6959882E+02  -9.6201953E+01  -1.4620430E+02   2.5648764E+05  -1.0444303E+05  -5.0131501E+04   2.1818421E+05
  115.8000   2.0919233E+01   1.0036881E+01  -4.4759635E+01  -4.6495187E-03  -4.4888436E-02  -1.2333878E-02  -2.6667148E+02  -7.4154883E+01  -1.3938062E+02   2.5648866E+05  -1.0444139E+05  -5.0109808E+04   2.1819083E+05
  115.9000   2.0918706E+01   1.0032377E+01  -4.4760901E+01  -5.8917821E-03  -4.5184269E-02  -1.2970829E-02  -2.6312497E+02  -5.2026241E+01  -1.3227281E+02   2.5648964E+05  -1.0443912E+05  -5.0087943E+04   2.1819774E+05
  116.0000   2.0918055E+01   1.0027848E+01  -4.4762228E+01  -7.1159730E-03  -4.5376251E-02  -1.3573855E-02  -2.5896332E+02  -2.9863744E+01  -1.2491474E+02   2.5649058E+05  -1.0443623E+05  -5.0065951E+04   2.1820490E+05
  116.1000   2.0917283E+01   1.0023305E+01  -4.4763615E+01  -8.3192212E-03  -4.5464334E-02  -1.4141859E-02  -2.5419290E+02  -7.7152868E+00  -1.1733946E+02   2.5649145E+05  -1.0443272E+05  -5.0043881E+04   2.1821228E+05
  116.2000   2.0916392E+01   1.0018759E+01  -4.4765056E+01  -9.4986916E-03  -4.5448696E-02  -1.4673898E-02  -2.4882230E+02   1.4371264E+01  -1.0957820E+02   2.5649223E+05  -1.0442859E+05  -5.0021781E+04   2.1821986E+05
  116.3000   2.0915384E+01   1.0014219E+01  -4.4766548E+01  -1.0651595E-02  -4.5329741E-02  -1.5169167E-02  -2.4286274E+02   3.6347941E+01  -1.0165988E+02   2.5649291E+05  -1.0442385E+05  -4.9999698E+04   2.1822760E+05
